pangenome name	system number	system name	organism	gene family	partition	annotation name	gene	start	stop	strand	is_fragment
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	DPV67_RS09000	shell	cas3_I_5	cas3f	3164541	3167915	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	DPV67_RS09000	shell	cas3HD_I_1	cas3f	3164541	3167915	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	DPV67_RS09000	shell	cas3_I_2	cas3f	3164541	3167915	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	FIM01_RS05690	shell	cas5f_I-F_4	csy2	3169179	3170063	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	FIM01_RS05690	shell	cas5f_I-F_3	csy2	3169179	3170063	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	FIM01_RS05690	shell	cas5f_I-F_1	csy2	3169179	3170063	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	FIM01_RS05690	shell	cas5f_I-F_2	csy2	3169179	3170063	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	FIM01_RS05695	shell	cas7f_I-F_1	csy3	3170089	3171102	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	FIM01_RS05695	shell	cas7f_I-F_2	csy3	3170089	3171102	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	FIM01_RS05695	shell	cas7f_I-F_3	csy3	3170089	3171102	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_2	cas6f	3171105	3171716	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCA_013403505.1_ASM1340350v1	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_3	cas6f	3171105	3171716	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_2	cas6f	2995679	2996290	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_3	cas6f	2995679	2996290	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	FIM01_RS05695	shell	cas7f_I-F_1	csy3	2996293	2997306	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	FIM01_RS05695	shell	cas7f_I-F_2	csy3	2996293	2997306	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	FIM01_RS05695	shell	cas7f_I-F_3	csy3	2996293	2997306	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	FIM01_RS05690	shell	cas5f_I-F_3	csy2	2997333	2998217	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	FIM01_RS05690	shell	cas5f_I-F_1	csy2	2997333	2998217	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	FIM01_RS05690	shell	cas5f_I-F_4	csy2	2997333	2998217	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	FIM01_RS05690	shell	cas5f_I-F_2	csy2	2997333	2998217	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	FIM01_RS05685	shell	cas8f_I-F_8	csy1	2998217	2999467	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	FIM01_RS05685	shell	cas8f_I-F_4	csy1	2998217	2999467	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	DPV67_RS09000	shell	cas3f_I-F_1	cas3f	2999483	3002857	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	DPV67_RS09000	shell	cas3_I_5	cas3f	2999483	3002857	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	DPV67_RS09000	shell	cas3HD_I_1	cas3f	2999483	3002857	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	DPV67_RS09000	shell	cas3_I_2	cas3f	2999483	3002857	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000021245.2_ASM2124v2	HYI42_15230	shell	cas1_I-F_1	cas1f	3002854	3003819	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	HYI42_15230	shell	cas1_I-F_1	cas1f	1057826	1058791	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	DPV67_RS09000	shell	cas3f_I-F_1	cas3f	1058788	1062162	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	DPV67_RS09000	shell	cas3_I_5	cas3f	1058788	1062162	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	DPV67_RS09000	shell	cas3HD_I_1	cas3f	1058788	1062162	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	DPV67_RS09000	shell	cas3_I_2	cas3f	1058788	1062162	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	FIM01_RS05685	shell	cas8f_I-F_8	csy1	1062178	1063428	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	FIM01_RS05685	shell	cas8f_I-F_4	csy1	1062178	1063428	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	FIM01_RS05690	shell	cas5f_I-F_3	csy2	1063428	1064312	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	FIM01_RS05690	shell	cas5f_I-F_1	csy2	1063428	1064312	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	FIM01_RS05690	shell	cas5f_I-F_4	csy2	1063428	1064312	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	FIM01_RS05690	shell	cas5f_I-F_2	csy2	1063428	1064312	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	FIM01_RS05695	shell	cas7f_I-F_1	csy3	1064339	1065352	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	FIM01_RS05695	shell	cas7f_I-F_2	csy3	1064339	1065352	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	FIM01_RS05695	shell	cas7f_I-F_3	csy3	1064339	1065352	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_2	cas6f	1065355	1065966	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000069245.1_ASM6924v1	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_3	cas6f	1065355	1065966	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_2	cas6f	2851401	2852012	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_3	cas6f	2851401	2852012	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	FIM01_RS05695	shell	cas7f_I-F_1	csy3	2852015	2853028	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	FIM01_RS05695	shell	cas7f_I-F_2	csy3	2852015	2853028	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	FIM01_RS05695	shell	cas7f_I-F_3	csy3	2852015	2853028	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	FIM01_RS05690	shell	cas5f_I-F_3	csy2	2853055	2853939	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	FIM01_RS05690	shell	cas5f_I-F_1	csy2	2853055	2853939	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	FIM01_RS05690	shell	cas5f_I-F_4	csy2	2853055	2853939	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	FIM01_RS05690	shell	cas5f_I-F_2	csy2	2853055	2853939	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	FIM01_RS05685	shell	cas8f_I-F_8	csy1	2853939	2855189	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	FIM01_RS05685	shell	cas8f_I-F_4	csy1	2853939	2855189	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	DPV67_RS09000	shell	cas3f_I-F_1	cas3f	2855205	2858579	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	DPV67_RS09000	shell	cas3_I_5	cas3f	2855205	2858579	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	DPV67_RS09000	shell	cas3HD_I_1	cas3f	2855205	2858579	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	DPV67_RS09000	shell	cas3_I_2	cas3f	2855205	2858579	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000830055.1_ASM83005v1	HYI42_15230	shell	cas1_I-F_1	cas1f	2858576	2859541	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	HYI42_15230	shell	cas1_I-F_1	cas1f	1101636	1102601	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	DPV67_RS09000	shell	cas3f_I-F_1	cas3f	1102598	1105972	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	DPV67_RS09000	shell	cas3_I_5	cas3f	1102598	1105972	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	DPV67_RS09000	shell	cas3HD_I_1	cas3f	1102598	1105972	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	DPV67_RS09000	shell	cas3_I_2	cas3f	1102598	1105972	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	FIM01_RS05685	shell	cas8f_I-F_8	csy1	1105988	1107238	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	FIM01_RS05685	shell	cas8f_I-F_4	csy1	1105988	1107238	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	FIM01_RS05690	shell	cas5f_I-F_3	csy2	1107238	1108122	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	FIM01_RS05690	shell	cas5f_I-F_1	csy2	1107238	1108122	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	FIM01_RS05690	shell	cas5f_I-F_4	csy2	1107238	1108122	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	FIM01_RS05690	shell	cas5f_I-F_2	csy2	1107238	1108122	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	FIM01_RS05695	shell	cas7f_I-F_1	csy3	1108149	1109162	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	FIM01_RS05695	shell	cas7f_I-F_2	csy3	1108149	1109162	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	FIM01_RS05695	shell	cas7f_I-F_3	csy3	1108149	1109162	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_2	cas6f	1109165	1109776	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_000963815.1_ASM96381v1	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_3	cas6f	1109165	1109776	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	HYI42_15230	shell	cas1_I-F_1	cas1f	1154748	1155713	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	DPV67_RS09000	shell	cas3f_I-F_1	cas3f	1155710	1159084	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	DPV67_RS09000	shell	cas3_I_5	cas3f	1155710	1159084	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	DPV67_RS09000	shell	cas3HD_I_1	cas3f	1155710	1159084	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	DPV67_RS09000	shell	cas3_I_2	cas3f	1155710	1159084	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	FIM01_RS05685	shell	cas8f_I-F_8	csy1	1159100	1160350	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	FIM01_RS05685	shell	cas8f_I-F_4	csy1	1159100	1160350	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	FIM01_RS05690	shell	cas5f_I-F_3	csy2	1160350	1161234	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	FIM01_RS05690	shell	cas5f_I-F_1	csy2	1160350	1161234	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	FIM01_RS05690	shell	cas5f_I-F_4	csy2	1160350	1161234	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	FIM01_RS05690	shell	cas5f_I-F_2	csy2	1160350	1161234	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	FIM01_RS05695	shell	cas7f_I-F_1	csy3	1161261	1162274	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	FIM01_RS05695	shell	cas7f_I-F_2	csy3	1161261	1162274	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	FIM01_RS05695	shell	cas7f_I-F_3	csy3	1161261	1162274	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_2	cas6f	1162277	1162888	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001399655.1_ASM139965v1	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_3	cas6f	1162277	1162888	+	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_2	cas6f	2882836	2883447	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_3	cas6f	2882836	2883447	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	FIM01_RS05695	shell	cas7f_I-F_1	csy3	2883450	2884463	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	FIM01_RS05695	shell	cas7f_I-F_2	csy3	2883450	2884463	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	FIM01_RS05695	shell	cas7f_I-F_3	csy3	2883450	2884463	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	FIM01_RS05690	shell	cas5f_I-F_3	csy2	2884489	2885373	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	FIM01_RS05690	shell	cas5f_I-F_1	csy2	2884489	2885373	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	FIM01_RS05690	shell	cas5f_I-F_4	csy2	2884489	2885373	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	FIM01_RS05690	shell	cas5f_I-F_2	csy2	2884489	2885373	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	FIM01_RS05685	shell	cas8f_I-F_8	csy1	2885373	2886623	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	FIM01_RS05685	shell	cas8f_I-F_4	csy1	2885373	2886623	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	DPV67_RS09000	shell	cas3f_I-F_1	cas3f	2886639	2890013	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	DPV67_RS09000	shell	cas3_I_5	cas3f	2886639	2890013	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	DPV67_RS09000	shell	cas3HD_I_1	cas3f	2886639	2890013	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	DPV67_RS09000	shell	cas3_I_2	cas3f	2886639	2890013	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001457535.1_CIP70.10	HYI42_15230	shell	cas1_I-F_1	cas1f	2890010	2890975	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_2	cas6f	2882801	2883412	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_3	cas6f	2882801	2883412	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	FIM01_RS05695	shell	cas7f_I-F_1	csy3	2883415	2884428	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	FIM01_RS05695	shell	cas7f_I-F_2	csy3	2883415	2884428	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	FIM01_RS05695	shell	cas7f_I-F_3	csy3	2883415	2884428	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	FIM01_RS05690	shell	cas5f_I-F_3	csy2	2884454	2885338	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	FIM01_RS05690	shell	cas5f_I-F_1	csy2	2884454	2885338	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	FIM01_RS05690	shell	cas5f_I-F_4	csy2	2884454	2885338	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	FIM01_RS05690	shell	cas5f_I-F_2	csy2	2884454	2885338	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	FIM01_RS05685	shell	cas8f_I-F_8	csy1	2885338	2886588	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	FIM01_RS05685	shell	cas8f_I-F_4	csy1	2885338	2886588	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	DPV67_RS09000	shell	cas3f_I-F_1	cas3f	2886604	2889978	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	DPV67_RS09000	shell	cas3_I_5	cas3f	2886604	2889978	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	DPV67_RS09000	shell	cas3HD_I_1	cas3f	2886604	2889978	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	DPV67_RS09000	shell	cas3_I_2	cas3f	2886604	2889978	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_001517645.1_R2091	HYI42_15230	shell	cas1_I-F_1	cas1f	2889975	2890940	-	False
Acinetobacter_baumannii	1	CAS_Class1-Subtype-I-F	GCF_002082785.1_ASM208278v1	AM462_RS00175	shell	cas6f_I_II_III_IV_V_VI_2	cas6f	620346	620957	-	False
