Subfam Name	Subfam Composition	Subfam EC	Substrate	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
GH18_e46	GH18:12		-	181	WP_008764981.1	306	1.1727434065336236e-90	1	180	67	248	0.994475138121547	dbCAN-sub
GH18_e101	GH18:7		-	174	WP_008764982.1	508	5.152050168394916e-119	1	174	212	385	1.0	dbCAN-sub
GT2			-	221	WP_008765041.1	304	1.6257339154582698e-29	67	201	71	201	0.6108597285067874	dbCAN-sub
GH43_e180	GH43_31:31		-	262	WP_008765249.1	330	1.701825056509136e-146	1	261	48	309	0.9961832061068704	dbCAN-sub
GT2			-	132	WP_008765261.1	323	5.360737802226853e-60	1	128	9	136	0.9696969696969696	dbCAN-sub
GT2			-	124	WP_008765267.1	327	8.859810667101175e-52	1	110	9	116	0.8870967741935484	dbCAN-sub
GT2			-	120	WP_008765269.1	266	8.345218552922279e-49	1	119	5	125	0.9916666666666668	dbCAN-sub
GT8_e199	GT8:33		-	248	WP_008765270.1	309	5.239971444225058e-135	1	248	6	253	1.0	dbCAN-sub
GT14_e45	GT14:8		-	240	WP_008765272.1	286	4.290501735241677e-125	1	239	5	242	0.9958333333333332	dbCAN-sub
GT14_e68	GT14:42|GT2:1		-	250	WP_008765273.1	288	2.6041716202649257e-121	1	249	5	253	0.996	dbCAN-sub
GT2			-	173	WP_008765275.1	332	5.848256643669127e-78	1	172	10	182	0.9942196531791908	dbCAN-sub
GT4_e408	GT4:35		-	151	WP_008765277.1	379	1.5009736445899344e-67	2	150	201	349	0.9867549668874172	dbCAN-sub
GT4_e161	GT4:13		-	147	WP_008765278.1	370	2.1672616341350648e-68	3	146	197	340	0.979591836734694	dbCAN-sub
GT4_e3479	GT4:25		-	152	WP_008765279.1	383	1.0814778645124195e-74	1	152	190	341	1.0	dbCAN-sub
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	WP_008765332.1	852	1.7154846475159369e-227	1	530	126	655	0.9981167608286252	dbCAN-sub
GT30_e38	GT30:395		-	163	WP_008765419.1	407	1.1545296286152494e-80	3	163	46	206	0.9877300613496932	dbCAN-sub
CE9_e7	CE9:187		-	374	WP_008765558.1	388	6.288791287278734e-215	1	374	6	379	1.0	dbCAN-sub
GH97_e10	GH97:90|CBM20:3	3.2.1.20:1	alpha-glucan	656	WP_008765565.1	671	0.0	2	655	17	666	0.9969512195121952	dbCAN-sub
GH13_e113	GH13_38:338|GH13:1	3.2.1.20:2	alpha-glucan	375	WP_008765636.1	565	6.221405585822192e-180	1	375	34	400	1.0	dbCAN-sub
CBM50_e801	CBM50:54		chitin;peptidoglycan	49	WP_008765733.1	487	1.3202037543857354e-31	1	49	435	483	1.0	dbCAN-sub
PL29_e7	PL29:11|GH28:2|CBM32:1		-	299	WP_008765768.1	1031	1.748332093007952e-16	18	274	78	329	0.8595317725752508	dbCAN-sub
PL1_e77	PL1_2:202|PL1:4		-	191	WP_008765769.1	560	2.949004032137261e-105	1	191	135	325	1.0	dbCAN-sub
GH2_e50	GH2:242	3.2.1.-:1	pectin	562	WP_008765772.1	882	2.4054670613534956e-279	2	562	42	597	0.998220640569395	dbCAN-sub
GH139_e0	GH139:121	3.2.1.-:1	pectin	768	WP_008765773.1	803	0.0	16	767	16	801	0.9791666666666666	dbCAN-sub
CE20_e10	CE20:99		-	256	WP_008765774.1	477	2.474985732165484e-119	1	256	108	368	1.0	dbCAN-sub
CBM67_e27	CBM67:9|GH78:9		rhamnose	168	WP_008765808.1	953	7.02312151568256e-70	16	167	200	351	0.9047619047619048	dbCAN-sub
GH78_e43	GH78:163|CBM67:8|GH137:1	3.2.1.40:1	alpha-rhamnoside	515	WP_008765808.1	953	3.9140934012091217e-227	3	515	398	934	0.996116504854369	dbCAN-sub
GH143_e0	GH142:47|GH143:47	3.2.1.185:1|3.2.1.-:1	pectin	546	WP_008765809.1	1109	0.0	2	546	26	571	0.9981684981684982	dbCAN-sub
GH142_e0	GH142:115|GH143:47	3.2.1.185:1|3.2.1.-:1	pectin	471	WP_008765809.1	1109	1.5779563973000523e-240	1	470	634	1100	0.9978768577494692	dbCAN-sub
PL1_e77	PL1_2:202|PL1:4		-	191	WP_008765812.1	579	8.965965844905093e-108	1	191	136	329	1.0	dbCAN-sub
GH18_e50	GH18:11		-	138	WP_008765826.1	340	3.7001929699827706e-50	2	138	121	255	0.9927536231884058	dbCAN-sub
GT2			-	175	WP_008765880.1	299	7.500646053899116e-99	1	175	9	183	1.0	dbCAN-sub
GT2			-	254	WP_008765880.1	299	9.368720262325376e-20	166	254	152	241	0.3503937007874015	dbCAN-sub
GT2			-	221	WP_008765881.1	395	1.8143525348730333e-116	1	221	44	264	1.0	dbCAN-sub
GT4_e1235	GT4:27		-	152	WP_008765892.1	376	1.2551825072395122e-16	4	107	195	313	0.6842105263157895	dbCAN-sub
GT101_e12	GT101:67|GT2:1		-	224	WP_008765893.1	303	2.305327399154784e-102	1	224	58	281	1.0	dbCAN-sub
GT2			-	122	WP_008765895.1	283	3.5788623315398905e-69	1	122	43	164	1.0	dbCAN-sub
GT2			-	114	WP_008766013.1	313	2.083203960412037e-48	1	113	7	121	0.9912280701754386	dbCAN-sub
GT4_e1438	GT4:11		-	142	WP_008766015.1	404	9.80550199692186e-33	3	140	231	367	0.971830985915493	dbCAN-sub
GH33_e121	GH33:131	3.2.1.18:6	host glycan	336	WP_008766031.1	544	3.910107874422597e-186	1	336	195	531	1.0	dbCAN-sub
CE2_e2	CE2:16		-	203	WP_008766053.1	366	1.2508865298000562e-111	1	203	150	352	1.0	dbCAN-sub
CE20_e34	CE20:107		-	261	WP_008766055.1	884	1.2068113372735814e-115	1	261	104	363	1.0	dbCAN-sub
GH25_e217	GH25:153		-	177	WP_008766156.1	297	1.6794928300938177e-82	1	177	101	276	1.0	dbCAN-sub
GH35_e43	GH35:828|CBM32:242|GH43_24:11	3.2.1.23:3	beta-galactan	314	WP_008766169.1	779	1.0029994126132476e-151	1	312	36	346	0.9936305732484076	dbCAN-sub
CBM32_e42	CBM32:247|GH35:243|GH43_24:9		host glycan	74	WP_008766169.1	779	2.174760327890769e-32	2	72	701	774	0.9594594594594594	dbCAN-sub
GH43_e146	GH43_24:9	3.2.1.145:1	arabinogalactan	246	WP_008766190.1	493	2.255242290403852e-164	1	246	46	291	1.0	dbCAN-sub
GH43_e42	GH43_24:8		-	178	WP_008766191.1	582	2.062060373433689e-123	1	178	204	381	1.0	dbCAN-sub
CBM32_e51	CBM32:13|GH43_24:13		host glycan	129	WP_008766191.1	582	2.2277951286719607e-28	10	128	456	575	0.9224806201550388	dbCAN-sub
GT1_e137	GT1:124		-	306	WP_008766215.1	375	6.667134732783424e-119	2	305	21	322	0.9934640522875816	dbCAN-sub
GH127_e7	GH127:58|GH51:3		-	561	WP_008766584.1	687	8.120672951936941e-300	1	561	40	621	1.0	dbCAN-sub
GH43_e269	GH43_24:109|GH35:10|CBM32:9|GH2:3		-	254	WP_008766598.1	345	1.6874166710032366e-127	1	253	54	309	0.9960629921259844	dbCAN-sub
GH38_e22	GH38:24		-	273	WP_008766599.1	1141	2.57325282792184e-153	1	272	298	569	0.9963369963369964	dbCAN-sub
GH97_e24	GH97:162		-	600	WP_008766740.1	649	7.815867976909144e-269	4	600	28	646	0.995	dbCAN-sub
GH28_e12	GH28:34|CBM6:7|GH88:1		-	251	WP_008766744.1	1097	4.137314982723973e-138	3	251	194	441	0.9920318725099602	dbCAN-sub
CBM6_e73	CBM6:28|GH28:7|CBM47:1		beta-glucan;cellulose;xylan	140	WP_008766744.1	1097	1.0350917296424346e-43	2	139	958	1090	0.9857142857142858	dbCAN-sub
GH18_e24	GH18:12|CBM32:1		-	182	WP_008766777.1	313	4.39744222134842e-103	1	181	58	236	0.9945054945054944	dbCAN-sub
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	WP_008766874.1	434	1.6769242683489106e-141	2	323	102	417	0.9938271604938272	dbCAN-sub
CBM32_e66	CBM32:5		host glycan	129	WP_008766895.1	444	8.981894210876117e-83	1	129	310	437	1.0	dbCAN-sub
GT32_e31	GT32:8	2.4.1.-:1	-	79	WP_008766952.1	233	2.6214667126825502e-39	4	79	29	103	0.9620253164556962	dbCAN-sub
GT32_e25	GT32:7	2.4.1.-:1	-	83	WP_008766953.1	224	2.9550850378328868e-49	1	82	21	102	0.9879518072289156	dbCAN-sub
GH13_e102	GH13:48	3.2.1.54:1|3.2.1.135:1	alpha-glucan	320	WP_008767002.1	617	8.3582291431681575e-162	1	319	166	486	0.996875	dbCAN-sub
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	alpha-glucan	689	WP_008767003.1	738	0.0	5	689	18	724	0.9941944847605224	dbCAN-sub
GH105_e39	GH105:124|GH154:20|GH16_3:1|GH43_24:1	3.2.1.-:1	ulvan	327	WP_008767015.1	381	5.360159987291007e-183	2	327	50	374	0.9969418960244648	dbCAN-sub
PL42_e0	PL42:75	4.2.2.-:2|3.2.1.-:2	-	292	WP_008767016.1	431	3.2137086995861275e-157	1	292	35	327	1.0	dbCAN-sub
GH43_e269	GH43_24:109|GH35:10|CBM32:9|GH2:3		-	254	WP_008767017.1	355	1.4233717890645595e-132	1	253	51	305	0.9960629921259844	dbCAN-sub
GH16_e36	GH16_3:51|GH43_24:33|GH16:7|GH154:1|GH105:1		-	249	WP_008767018.1	631	7.729923577908614e-124	1	249	30	281	1.0	dbCAN-sub
GH43_e236	GH43_24:328|GH16_3:32|CBM13:6|GH30_5:6|GH43_19:6|CBM66:1|GH105:1|GH16:1|GH35:1		-	288	WP_008767018.1	631	1.7627199916524228e-141	2	288	310	600	0.9965277777777778	dbCAN-sub
GH154_e20	GH154:44|GH105:4|PL42:1	3.2.1.-:1	arabinogalactan	354	WP_008767024.1	673	1.2025391430387548e-192	1	354	51	402	1.0	dbCAN-sub
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	WP_008767026.1	333	1.1354536017465007e-101	1	274	35	326	0.9963636363636365	dbCAN-sub
GH127_e4	GH127:210	3.2.1.185:1	arabinogalactan	540	WP_008767027.1	668	7.754625497615441e-262	1	540	36	566	1.0	dbCAN-sub
GH29_e82	GH29:196		-	399	WP_008767035.1	547	1.0703296395747273e-195	2	399	34	433	0.9974937343358397	dbCAN-sub
GH97_e16	GH97:39	3.2.1.22:1	alpha-glucan	621	WP_008767036.1	638	1.6952995810883814e-292	3	621	23	637	0.996779388083736	dbCAN-sub
GH97_e18	GH97:183|GH146:3|GH43_19:3|CE6:2	3.2.1.22:1|3.2.1.88:1	alpha-glucan;arabinan	633	WP_008767043.1	647	0.0	4	631	16	644	0.9921011058451816	dbCAN-sub
GH43_e194	GH43_9:661|GH28:6|GH43:2|GH43_8:1	3.2.1.55:2	xylan	271	WP_008767047.1	811	8.763646044399918e-123	2	271	26	289	0.996309963099631	dbCAN-sub
CBM91_e36	CBM91:62|GH43_9:59|GH43_19:31|GH43:3|GH43_34:2		xylan	176	WP_008767047.1	811	1.3382449407593597e-65	1	175	311	485	0.9943181818181818	dbCAN-sub
GH43_e186	GH43_19:87|GH43_9:78|GH43_34:6|GH97:3|GH43:3|GH43_18:1		-	231	WP_008767047.1	811	7.659595948958336e-95	1	231	538	793	1.0	dbCAN-sub
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	xylan	275	WP_008767048.1	323	3.8200197698080273e-84	1	275	72	303	1.0	dbCAN-sub
GH35_e43	GH35:828|CBM32:242|GH43_24:11	3.2.1.23:3	beta-galactan	314	WP_008767049.1	778	1.0095214369959455e-151	1	313	37	348	0.9968152866242038	dbCAN-sub
CBM32_e42	CBM32:247|GH35:243|GH43_24:9		host glycan	74	WP_008767049.1	778	1.238314951628082e-32	2	71	703	772	0.945945945945946	dbCAN-sub
CE20_e40	CE20:34		-	260	WP_008767100.1	474	9.407194904454179e-128	1	260	104	364	1.0	dbCAN-sub
GH109_e2	GH109:143		-	391	WP_008767112.1	441	5.375652900554502e-30	2	172	52	215	0.4373401534526854	dbCAN-sub
GH76_e13	GH76:46|CBM6:1		-	334	WP_008767170.1	420	1.2405085924335766e-181	1	331	61	395	0.9910179640718564	dbCAN-sub
GH76_e13	GH76:46|CBM6:1		-	334	WP_008767173.1	428	3.509740189560379e-173	1	332	65	404	0.994011976047904	dbCAN-sub
GH43_e180	GH43_31:31		-	262	WP_008767181.1	327	4.725684336765132e-146	1	261	46	306	0.9961832061068704	dbCAN-sub
GH43_e310	GH43_3:45	3.2.1.146:1	beta-galactan	288	WP_008767184.1	325	1.6861834476556903e-142	1	288	27	310	1.0	dbCAN-sub
GH159_e7	GH159:35|GH27:1|GH115:1		-	219	WP_008767185.1	341	2.0926478524530436e-46	2	218	34	260	0.9908675799086758	dbCAN-sub
GH146_e3	GH146:24		-	522	WP_008767196.1	655	0.0	1	522	51	572	1.0	dbCAN-sub
GH43_e80	GH43_26:12|GH106:7|CBM66:1		-	300	WP_008767197.1	1544	1.3616293759766602e-177	1	300	28	327	1.0	dbCAN-sub
GH106_e18	GH106:34|GH43_26:7		-	565	WP_008767197.1	1544	2.4874186868100407e-261	1	561	540	1105	0.9929203539823008	dbCAN-sub
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	WP_008767198.1	402	2.149719437725045e-156	2	324	71	393	0.9969135802469136	dbCAN-sub
GH154_e17	GH154:227|GH88:5|GH16_10:1		-	357	WP_008767201.1	407	1.7572567292620162e-163	1	356	27	384	0.9971988795518208	dbCAN-sub
GH105_e29	GH105:94|PL33_2:14|PL35:2		-	312	WP_008767206.1	360	1.0039822317202633e-142	2	312	49	359	0.9967948717948718	dbCAN-sub
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1		-	567	WP_008767207.1	604	9.977510010780227e-262	3	559	45	601	0.982363315696649	dbCAN-sub
GT4_e994	GT4:22|CE4:1		-	150	WP_008767224.1	399	1.524148334067241e-48	2	149	211	355	0.9866666666666668	dbCAN-sub
GT4_e3623	GT4:9		-	149	WP_008767225.1	377	3.2895212499895286e-35	2	145	202	348	0.9664429530201344	dbCAN-sub
GT4_e1535	GT4:69		-	146	WP_008767234.1	421	4.944503677032144e-66	2	145	241	384	0.9863013698630136	dbCAN-sub
GH92_e40	GH92:5	3.2.1.24:1	host glycan	482	WP_008767236.1	897	2.7731325447982292e-289	1	482	413	892	1.0	dbCAN-sub
GH76_e42	GH76:132	3.2.1.101:2	alpha-mannan	309	WP_008767237.1	396	1.0944805770337412e-61	7	306	71	366	0.970873786407767	dbCAN-sub
GH115_e4	GH115:122	3.2.1.-:1	arabinogalactan	758	WP_008767247.1	789	0.0	2	758	27	778	0.9986807387862796	dbCAN-sub
GH43_e205	GH43_24:47		-	237	WP_008767248.1	460	2.7711741617011882e-132	1	237	49	286	1.0	dbCAN-sub
GH105_e29	GH105:94|PL33_2:14|PL35:2		-	312	WP_008767250.1	980	4.0321592667948274e-149	2	312	50	366	0.9967948717948718	dbCAN-sub
PL33_e4	PL33_2:15|GH105:14		-	148	WP_008767250.1	980	1.8586322724402079e-81	1	148	771	919	1.0	dbCAN-sub
PL8_e42	PL8_3:29		-	251	WP_008767251.1	719	1.014646189017731e-129	1	251	346	597	1.0	dbCAN-sub
GH2_e108	GH2:150|CBM32:1|GH29:1		-	605	WP_008767256.1	702	0.0	2	605	21	622	0.9983471074380166	dbCAN-sub
CBM32_e47	CBM32:7		host glycan	140	WP_008767292.1	298	4.106982002033304e-20	8	139	149	287	0.9428571428571428	dbCAN-sub
GH154_e2	GH154:70|GH105:20|GH16_3:1		-	361	WP_008767299.1	415	4.0962893553426704e-200	1	360	31	393	0.997229916897507	dbCAN-sub
GH18_e39	GH18:22		-	262	WP_008767322.1	321	1.0016631503433356e-178	1	262	51	312	1.0	dbCAN-sub
GH31_e15	GH31:19|CBM32:1|CBM51:1		-	432	WP_008767349.1	712	2.563609565991177e-233	1	432	203	633	1.0	dbCAN-sub
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1		-	567	WP_008767356.1	734	4.496981828311501e-232	1	560	42	607	0.9876543209876544	dbCAN-sub
GH43_e30	GH43:26	3.2.1.55:1	xylan	315	WP_008767358.1	376	2.13736757386176e-180	2	314	46	365	0.9936507936507936	dbCAN-sub
GH43_e217	GH43_31:34		-	273	WP_008767372.1	329	2.2562837451321813e-156	1	272	38	305	0.9963369963369964	dbCAN-sub
CE4_e140	CE4:231		-	111	WP_008767469.1	204	1.133984927167549e-51	2	109	24	131	0.972972972972973	dbCAN-sub
PL8_e13	PL8_2:53	4.2.2.20:2	-	247	WP_008767535.1	1025	3.4969188288176584e-133	1	247	619	863	1.0	dbCAN-sub
PL29_e9	PL29:31	4.2.2.20:1	-	318	WP_008767539.1	868	3.215655713049924e-129	1	317	346	702	0.9968553459119496	dbCAN-sub
GT2			-	128	WP_008767570.1	336	6.560036956476933e-55	1	120	12	130	0.9375	dbCAN-sub
CE4_e54	CE4:19|CBM50:1		-	122	WP_008767591.1	262	1.1804311385455108e-17	19	101	33	108	0.680327868852459	dbCAN-sub
GT2			-	144	WP_008767592.1	633	4.0827172758196536e-68	1	144	405	548	1.0	dbCAN-sub
GH43_e5	GH43_26:84		-	310	WP_008767655.1	365	3.370032851729319e-170	1	309	35	343	0.9967741935483873	dbCAN-sub
GH109_e7	GH109:31		-	390	WP_008767660.1	430	1.0963972260854184e-27	2	146	44	188	0.3717948717948718	dbCAN-sub
GH76_e20	GH76:10		-	313	WP_008767687.1	492	1.8176448182989813e-198	1	313	165	476	1.0	dbCAN-sub
GH43_e5	GH43_26:84		-	310	WP_008767698.1	370	3.1398552575995204e-181	1	310	37	346	1.0	dbCAN-sub
GH29_e63	GH29:296|CBM13:1	3.2.1.63:1|3.2.1.51:1	host glycan	336	WP_008767711.1	438	2.9672767333735188e-173	2	336	24	356	0.9970238095238096	dbCAN-sub
GH3_e88	GH3:482	3.2.1.37:15|3.2.1.55:3|3.2.1.21:1	arabinan;beta-glucan;xylan	228	WP_008767763.1	954	2.5242211489864384e-72	4	224	209	426	0.9692982456140352	dbCAN-sub
CE20_e1	CE20:285		-	245	WP_008767764.1	572	1.549882693408256e-86	1	245	106	448	1.0	dbCAN-sub
GH2_e5	GH2:23		-	770	WP_008767767.1	1231	0.0	1	770	236	1009	1.0	dbCAN-sub
GH32_e16	GH32:1098|CBM66:301|CBM38:114	3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3	fructan	316	WP_008767782.1	610	2.004482923245684e-145	3	313	150	452	0.9841772151898734	dbCAN-sub
GT4_e2447	GT4:18		-	144	WP_008767823.1	392	4.631653974596513e-45	2	131	222	353	0.9027777777777778	dbCAN-sub
GH18_e389	GH18:18		-	237	WP_008767894.1	554	2.939556620528308e-133	1	236	298	534	0.9957805907172996	dbCAN-sub
GH27_e4	GH27:6|CBM51:1		-	314	WP_009039942.1	845	1.4781017765339514e-180	1	314	522	820	1.0	dbCAN-sub
GT4_e3479	GT4:25		-	152	WP_009039952.1	371	3.390349383058194e-70	1	151	188	338	0.993421052631579	dbCAN-sub
