Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results
PUL0140|AYN23385.1	3.2.1.55:2|-	GH43_10(5-273)+CBM91(317-513)	GH43_e2(7-274)+CBM91_e2(318-512)	CBM91+GH43_10	3	GH43_10|CBM91_e2
PUL0227|AFM44649.1	3.2.1.37:15|3.2.1.55:3|3.2.1.21:1	GH3(95-321)	GH3_e88(96-321)	GH3+3.2.1.37	3	GH3_e88
PUL0227|AFM44650.1	3.2.1.139:12|3.2.1.131:10	GH67(10-687)	GH67_e1(10-688)	GH67+3.2.1.131	3	GH67_e1
PUL0227|AFM44659.1	-	CE4(12-135)	CE4_e329(12-129)	-	2	CE4_e329
PUL0229|ABV90485.1	3.2.1.139:12|3.2.1.131:10	GH67(4-684)	GH67_e1(8-684)	GH67+3.2.1.139	3	GH67_e1
PUL0229|ABV90486.1	3.2.1.8:22	GH10(10-332)	GH10_e135(12-332)	GH10+3.2.1.8	3	GH10_e135
PUL0229|ABV90487.1	3.2.1.37:2|3.2.1.55:2|-	GH43_12(12-288)+CBM91(322-518)	GH43_e67(13-289)+CBM91_e28(323-518)	CBM91+GH43_12	3	GH43_12|CBM91_e28
PUL0262|ALJ61518.1	3.2.1.8:4	GH10(456-716)	GH10_e5(455-717)	GH10	3	GH10_e5
PUL0262|ALJ61519.1	3.2.1.8:21|3.2.1.55:1	GH10(31-369)	GH10_e83(34-369)	GH10	3	GH10_e83
PUL0262|ALJ61520.1	3.2.1.8:2	GH5_21(62-359)	GH5_e243(68-350)	GH5_21	3	GH5_21
PUL0262|ALJ61521.1	-	CE1(37-288)	CE1_e22(47-281)	-	2	CE1_e22
PUL0262|ALJ61522.1	3.1.1.72:6|3.1.1.73:2|3.2.1.-:3|3.2.1.63:2	CE6(86-196)+GH95(279-1010)	CE6_e2(88-196)+GH95_e1(280-1010)	CE6+GH95	3	CE6_e2|GH95_e1
PUL0262|ALJ61523.1	3.2.1.8:3|3.2.1.4:2	GH8(83-408)	GH8_e37(95-409)	GH8	3	GH8_e37
PUL0263|ALJ61540.1	3.2.1.8:4|3.2.1.8:4|3.2.1.8:1	GH10(490-742)	CBM22_e4(169-281)+CBM22_e4(322-436)+GH10_e28(491-743)	CBM22+GH10	3	CBM22_e4|CBM22_e4|GH10_e28
PUL0274|ACS45887.1	3.2.1.55:1	GH43_12(11-366)	GH43_e260(12-366)	GH43_12	3	GH43_12
PUL0274|ACS45892.1	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(332-539)	GH43_e285(4-304)+CBM91_e24(334-538)	CBM91+GH43_11	3	GH43_11|CBM91_e24
PUL0274|ACS45893.1	-	CE20(81-199)+CE20(377-500)	CE20_e33(83-502)	CE20	3	CE20_e33
PUL0274|ACS45895.1	3.2.1.55:2|-	GH43_10(5-273)+CBM91(317-513)	GH43_e2(7-274)+CBM91_e2(318-512)	CBM91+GH43_10	3	GH43_10|CBM91_e2
PUL0289|ABQ06884.1	3.2.1.22:1|3.2.1.88:1	GH97(9-645)	GH97_e18(18-645)	GH97	3	GH97_e18
PUL0289|ABQ06885.1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(57-302)	GH3_e0(56-304)	GH3	3	GH3_e0
PUL0289|ABQ06886.1	-|-	GH43_10(25-293)+CBM91(321-516)	GH43_e101(27-294)+CBM91_e51(331-514)	CBM91+GH43_10	3	GH43_10|CBM91_e51
PUL0289|ABQ06887.1	3.2.1.185:1	GH146(34-542)	GH146_e0(35-543)	GH146	3	GH146_e0
PUL0289|ABQ06888.1	3.2.1.131:6	GH115(35-818)	GH115_e0(36-826)	GH115	3	GH115_e0
PUL0289|ABQ06889.1	3.1.1.72:6|3.1.1.73:2|-	CE6(90-200)+CE1(314-533)	CE6_e2(91-201)+CE1_e22(323-536)	CE0+CE6+3.1.1.72	3	CE6_e2|CE1_e22
PUL0289|ABQ06890.1	-	-	-	CE15	1	-
PUL0289|ABQ06891.1	3.2.1.55:7|3.2.1.8:1|-	GH43_12(58-352)+CBM91(390-568)	GH43_e124(59-353)+CBM91_e46(390-568)	CBM91+GH43_12	3	GH43_12|CBM91_e46
PUL0294|PKD09793.1	3.2.1.37:3|-	GH120(315-404)	GH120_e0(9-58)+GH120_e3(317-404)	GH120	3	GH120_e0|GH120_e3
PUL0294|PKD09795.1	3.2.1.55:1	GH43_12(21-367)	GH43_e260(21-368)	GH43_12	3	GH43_12
PUL0294|PKD09796.1	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(332-538)	GH43_e285(5-305)+CBM91_e24(334-538)	CBM91+GH43_11	3	GH43_11|CBM91_e24
PUL0328|APU67020.1	3.2.1.-:2	GH127(112-576)	GH127_e5(349-577)	CBM0	3	GH127_e5
PUL0328|APU67021.1	-	-	GH43_e21(78-227)	CBM0	2	GH43_e21
PUL0328|APU67023.1	-	GH43_26(42-338)	GH43_e151(43-339)	GH43_26	3	GH43_26
PUL0328|APU67024.1	-	GH2(53-547)	GH2_e14(47-603)	GH2	3	GH2_e14
PUL0328|APU67025.1	3.2.1.146:3	GH5_13(69-343)	GH5_e221(70-344)	GH5_13	3	GH5_13
PUL0329|APU67041.1	-|-	GH43_10(28-293)+CBM91(328-514)	GH43_e101(29-294)+CBM91_e51(331-514)	CBM91+GH43_10	3	GH43_10|CBM91_e51
PUL0329|APU67042.1	3.2.1.55:7|3.2.1.8:1|-	GH43_12(64-359)+CBM91(396-575)	GH43_e124(65-360)+CBM91_e46(397-574)	CBM91+GH43_12	3	GH43_12|CBM91_e46
PUL0329|APU67044.1	-	CE20(102-223)+CE20(388-534)	CE20_e20(103-535)	CE20	3	CE20_e20
PUL0329|APU67045.1	3.2.1.37:19|3.2.1.55:4	GH43_1(69-378)	GH43_e53(70-379)	GH43_1	3	GH43_1
PUL0329|APU67048.1	-	-	-	GT4	1	-
PUL0329|APU67056.1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(67-307)	GH3_e0(66-309)	GH3	3	GH3_e0
PUL0329|APU67057.1	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(45-715)	GH67_e0(45-714)	GH67	3	GH67_e0
PUL0329|APU67059.1	-	-	-	GH35	1	-
PUL0329|APU67060.1	3.2.1.8:1	GH10(44-371)	GH10_e7(45-372)	GH10	3	GH10_e7
PUL0329|APU67061.1	3.2.1.131:6	GH115(46-926)	GH115_e0(48-930)	GH115	3	GH115_e0
PUL0329|APU67062.1	3.1.1.-:2|3.1.1.72:1	CE15(73-438)	CE15_e14(75-438)	CE15	3	CE15_e14
PUL0335|SIP56315.1	-	-	-	GH101	1	-
PUL0335|SIP56320.1	3.2.1.54:1|3.2.1.135:1	GH13_46(162-484)	GH13_e102(164-484)	GH13_46	3	GH13_46
PUL0335|SIP56331.1	3.2.1.3:2|3.2.1.20:2	GH97(13-702)	GH97_e22(19-702)	GH97	3	GH97_e22
PUL0335|SIP56335.1	-	-	-	GH13_31	1	-
PUL0335|SIP56336.1	3.2.1.21:20|3.2.1.-:6	GH3(92-315)	GH3_e1(94-315)	GH3	3	GH3_e1
PUL0335|SIP56337.1	3.2.1.39:1	GH158(39-169)	GH158_e5(40-169)	GH158	3	GH158_e5
PUL0335|SIP56338.1	3.2.1.39:1	GH16_3(76-311)	GH16_e240(77-312)	GH16_3	3	GH16_3
PUL0336|SIP56344.1	-	-	-	GH13_31	1	-
PUL0336|SIP56345.1	3.2.1.21:20|3.2.1.-:6	GH3(89-312)	GH3_e1(91-312)	GH3	3	GH3_e1
PUL0336|SIP56346.1	3.2.1.39:1	GH158(39-169)	GH158_e5(40-169)	GH158	3	GH158_e5
PUL0336|SIP56347.1	3.2.1.39:1	GH16_3(76-311)	GH16_e240(77-312)	GH16_3	3	GH16_3
PUL0336|SIP56353.1	-	GT2(4-168)	GT2(5-168)	GT2	3	GT2
PUL0337|SIP56386.1	-	GT2(4-168)	GT2(5-168)	GT2	3	GT2
PUL0337|SIP56392.1	3.2.1.39:1	GH16_3(76-311)	GH16_e240(77-312)	GH16_3	3	GH16_3
PUL0337|SIP56393.1	3.2.1.39:1	GH158(39-169)	GH158_e5(40-169)	GH158	3	GH158_e5
PUL0337|SIP56394.1	3.2.1.21:20|3.2.1.-:6	GH3(89-312)	GH3_e1(91-312)	GH3	3	GH3_e1
PUL0337|SIP56395.1	-	-	-	GH13_31	1	-
PUL0338|SIP56409.1	-	GT2(4-168)	GT2(5-168)	GT2	3	GT2
PUL0338|SIP56415.1	3.2.1.39:1	GH16_3(76-311)	GH16_e240(77-312)	GH16_3	3	GH16_3
PUL0338|SIP56416.1	3.2.1.39:1	GH158(39-169)	GH158_e5(40-169)	GH158	3	GH158_e5
PUL0338|SIP56417.1	3.2.1.21:20|3.2.1.-:6	GH3(89-312)	GH3_e1(91-312)	GH3	3	GH3_e1
PUL0338|SIP56418.1	-	-	-	GH13_31	1	-
PUL0338|SIP56422.1	3.2.1.3:2|3.2.1.20:2	GH97(13-702)	GH97_e22(19-702)	GH97	3	GH97_e22
PUL0339|SIP56437.1	3.2.1.3:2|3.2.1.20:2	GH97(14-703)	GH97_e22(19-703)	GH97	3	GH97_e22
PUL0339|SIP56439.1	-	-	-	GH13_31	1	-
PUL0339|SIP56440.1	3.2.1.21:20|3.2.1.-:6	GH3(92-315)	GH3_e1(94-315)	GH3	3	GH3_e1
PUL0339|SIP56442.1	3.2.1.39:1	GH16_3(258-491)	GH16_e240(259-492)	GH16_3	3	GH16_3
PUL0339|SIP56449.1	3.2.1.52:18|3.2.1.-:1	GH20(162-528)	GH20_e12(161-529)	GH20	3	GH20_e12
PUL0342|WP_013064096.1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(57-302)	GH3_e0(56-306)	GH3+3.2.1.37+3.2.1.55	3	GH3_e0
PUL0342|WP_013064566.1	3.2.1.-:3|3.2.1.63:2	GH95(19-758)	GH95_e1(19-758)	GH95	3	GH95_e1
PUL0342|WP_013065621.1	3.2.1.8:2|3.2.1.8:5|3.1.1.73:2|-	GH10(33-367)+CE1(507-722)	GH10_e109(35-368)+CBM48_e44(402-469)+CE1_e22(516-719)	CBM48+CE0+GH10+3.2.1.8	3	GH10_e109|CBM48_e44|CE1_e22
PUL0345|EDV05054.1	3.2.1.8:5|3.2.1.8:5|3.2.1.8:1	GH10(493-751)	CBM4_e6(168-296)+CBM4_e6(321-447)+GH10_e28(494-752)	CBM4+GH10+3.2.1.8	3	CBM4_e6|CBM4_e6|GH10_e28
PUL0345|EDV05056.1	-	GH35(46-246)	GH35_e44(47-226)	GH35	3	GH35_e44
PUL0345|EDV05057.1	-	CE20(117-257)+CE20(426-551)	CE20_e6(118-550)	CE20	3	CE20_e6
PUL0345|EDV05058.1	-	-	-	GH43_1	1	-
PUL0345|EDV05059.1	3.2.1.8:21|3.2.1.55:1|3.2.1.55:7|3.2.1.8:1|-	GH10(30-368)+GH43_12(410-704)+CBM91(733-908)	GH10_e83(31-368)+GH43_e124(412-706)+CBM91_e46(730-907)	CBM91+GH10+GH43_12+3.2.1.55	3	GH10_e83|GH43_12|CBM91_e46
PUL0345|EDV05060.1	3.2.1.37:19|3.2.1.55:4	GH43_1(8-318)	GH43_e53(8-318)	GH43_1+3.2.1.37	3	GH43_1
PUL0345|EDV05061.1	-	GH109(1-149)	-	-	1	-
PUL0345|EDV05062.1	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(49-640)	GH67_e0(67-641)	GH67	3	GH67_e0
PUL0345|EDV05067.1	3.2.1.8:3|3.2.1.4:2	GH8(84-409)	GH8_e37(96-410)	GH8+3.2.1.8	3	GH8_e37
PUL0345|EDV05068.1	3.1.1.72:6|3.1.1.73:2|3.2.1.-:3|3.2.1.63:2	CE6(73-183)+GH95(266-997)	CE6_e2(75-183)+GH95_e1(267-997)	CE6+GH95	3	CE6_e2|GH95_e1
PUL0345|EDV05069.1	-	CE1(38-289)	CE1_e22(48-282)	-	2	CE1_e22
PUL0345|EDV05070.1	3.2.1.8:2	GH5_21(70-355)	GH5_e243(76-356)	GH5_21+3.2.1.8	3	GH5_21
PUL0345|EDV05072.1	3.2.1.8:5|3.2.1.8:4	GH10(482-741)	CBM4_e6(312-433)+GH10_e5(481-742)	CBM0+GH10	3	CBM4_e6|GH10_e5
PUL0345|EDV05079.1	-	CE20(98-223)+CE20(405-530)	CE20_e6(99-529)	CE20	3	CE20_e6
PUL0345|EDV05080.1	3.2.1.131:6	GH115(49-827)	GH115_e0(51-835)	GH115	3	GH115_e0
PUL0346|CCG34969.1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1	GH43_29(32-158)	GH43_e59(33-158)	GH43_29	3	GH43_29
PUL0346|CCG34977.1	3.2.1.55:7|3.2.1.8:1|-	GH43_12(71-366)+CBM91(397-576)	GH43_e124(72-367)+CBM91_e46(399-577)	CBM91+GH43_12	3	GH43_12|CBM91_e46
PUL0346|CCG34978.1	3.2.1.37:19|3.2.1.55:4	GH43_1(8-317)	GH43_e53(8-318)	GH43_1	3	GH43_1
PUL0346|CCG34979.1	3.2.1.8:21|3.2.1.55:1	GH10(30-368)	GH10_e83(32-368)	GH10	3	GH10_e83
PUL0346|CCG34981.1	-	-	-	GH43_1	1	-
PUL0346|CCG34983.1	3.2.1.-:1	GH16_3(17-243)	GH16_e321(19-244)	GH16_3	3	GH16_3
PUL0364|AAM43336.1	3.2.1.-:1	GH10(25-373)	GH10_e125(26-374)	AAY51245.1+GH10	3	GH10_e125
PUL0364|AAM43337.1	3.2.1.23:2	GH2(81-738)	GH2_e127(81-899)	AAM43337.1+GH2	3	GH2_e127
PUL0364|AAM43339.1	3.2.1.8:6	GH10(41-319)	GH10_e0(37-319)	AAM43339.1+GH10	3	GH10_e0
PUL0364|AAM43342.1	-	-	-	GH43_1	1	-
PUL0364|AAM43343.1	3.2.1.37:19|3.2.1.55:4	GH43_1(21-330)	GH43_e53(22-330)	GH43_1	3	GH43_1
PUL0390|WP_004082543.1	3.2.1.139:12|3.2.1.131:10	GH67(5-670)	GH67_e1(7-671)	GH67+3.2.1.131+3.2.1.139	3	GH67_e1
PUL0390|WP_004082550.1	3.2.1.8:20|3.2.1.37:1|3.2.1.8:20|3.2.1.37:1|3.2.1.8:29|3.2.1.4:5|3.2.1.55:1|3.2.1.37:1|3.2.1.-:1|3.2.1.8:13|3.2.1.37:1|3.2.1.8:13|3.2.1.37:1	CBM22(56-174)+CBM22(205-335)+GH10(370-691)+CBM9(729-867)+CBM9(882-1057)	CBM22_e1(56-178)+CBM22_e1(206-335)+GH10_e141(373-691)+CBM9_e1(713-868)+CBM9_e1(883-1057)	CBM22+CBM9+GH10+3.2.1.8	3	CBM22_e1|CBM22_e1|GH10_e141|CBM9_e1|CBM9_e1
PUL0390|WP_004082552.1	-	CBM22(33-126)	CBM22_e3(33-127)	CBM22	3	CBM22_e3
PUL0390|WP_004082568.1	3.2.1.8:15	GH10(28-337)	GH10_e3(31-337)	GH10+3.2.1.8	3	GH10_e3
PUL0390|WP_004082594.1	3.2.1.37:15|3.2.1.55:3|3.2.1.21:1	GH3(89-315)	GH3_e88(90-316)	AAD35170.1+GH3+3.2.1.37	3	GH3_e88
PUL0390|WP_004082599.1	3.1.1.72:4	CE7(3-319)	CE7_e23(5-319)	AAD35171.1+CE7+3.1.1.72	3	CE7_e23
PUL0392|CBK69516.1	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(38-681)	GH67_e0(69-681)	GH67	3	GH67_e0
PUL0392|CBK69517.1	-	-	-	GH43_1	1	-
PUL0392|CBK69518.1	-	CE20(101-263)+CE20(416-542)	CE20_e6(102-542)	CE20	3	CE20_e6
PUL0392|CBK69519.1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(202-526)	CBM48_e14(46-126)+GH13_e95(203-527)	GH13_14	3	CBM48_e14|GH13_14
PUL0402|BAL51422.1	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(4-305)+CBM91(333-539)	GH43_e285(5-306)+CBM91_e24(335-538)	CBM91+GH43_11	3	GH43_11|CBM91_e24
PUL0411|CAA89207.1	3.2.1.8:21|3.2.1.55:1	GH10(26-366)	GH10_e83(27-366)	GH10+3.2.1.8	3	GH10_e83
PUL0411|CAA89208.1	3.2.1.37:19|3.2.1.55:4	GH43_1(9-315)	GH43_e53(9-316)	GH43_1+3.2.1.37	3	GH43_1
PUL0414|AFK83726.1	3.2.1.8:21|3.2.1.55:1	GH10(33-293)	GH10_e83(31-294)	GH10	3	GH10_e83
PUL0414|AFK83727.1	-	-	-	GT2	1	-
PUL0414|AFK83736.1	3.2.1.21:51|3.2.1.38:2|3.2.1.-:1	GH1(5-438)	GH1_e107(6-438)	GH1	3	GH1_e107
PUL0414|AFK83737.1	3.2.1.8:1	GH10(119-462)	GH10_e126(121-463)	GH10+3.2.1.8	3	GH10_e126
PUL0414|AFK83738.1	3.2.1.8:1	GH10(44-372)	GH10_e126(45-372)	GH10+3.2.1.8	3	GH10_e126
PUL0414|AFK83739.1	3.2.1.8:1	GH10(141-499)	GH10_e126(143-500)	GH10+3.2.1.8	3	GH10_e126
PUL0414|AFK83742.1	2.4.1.20:14|2.4.1.49:1	GH94(2-578)	GH94_e12(3-587)	GH94	3	GH94_e12
PUL0414|AFK83743.1	-	-	-	GH94	1	-
PUL0415|EDO13795.1	3.2.1.52:18|3.2.1.-:1|-	GH20(151-498)	GH20_e12(150-498)+CBM32_e198(584-675)	GH20	3	GH20_e12|CBM32_e198
PUL0415|EDO13796.1	3.2.1.52:18|3.2.1.-:1	GH20(154-509)	GH20_e12(153-510)	GH20	3	GH20_e12
PUL0456|WP_006281621.1	3.2.1.37:19|3.2.1.55:4	GH43_1(9-315)	GH43_e53(9-316)	GH43_1+3.2.1.37	3	GH43_1
PUL0456|WP_006281625.1	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	GH67(82-628)	GH67_e0(82-628)	GH67+3.2.1.139	3	GH67_e0
PUL0456|WP_039869723.1	3.2.1.8:21|3.2.1.55:1	GH10(26-366)	GH10_e83(27-366)	GH10	3	GH10_e83
PUL0456|WP_094448662.1	3.2.1.55:1|-	GH43_10(21-286)+CBM91(314-515)	GH43_e82(22-287)+CBM91_e4(315-515)	CBM91+CE6+GH43_10	3	GH43_10|CBM91_e4
PUL0457|WP_017261048.1	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(332-538)	GH43_e285(4-305)+CBM91_e24(334-537)	CBM91+GH43_11	3	GH43_11|CBM91_e24
PUL0474|WP_012023638.1	-	GH30_1(69-486)	GH30_e1(72-486)	GH30_1	3	GH30_1
PUL0474|WP_012023639.1	-	GH30_1(68-486)	GH30_e1(71-486)	GH30_1	3	GH30_1
PUL0474|WP_012023640.1	3.2.1.21:4	GH3(108-338)	GH3_e208(111-339)	GH3	3	GH3_e208
PUL0474|WP_012023642.1	3.2.1.75:1	GH30_3(63-474)	GH30_e43(66-474)	GH30_3	3	GH30_3
PUL0474|WP_012023643.1	3.2.1.21:20|3.2.1.-:6	GH3(90-312)	GH3_e1(92-313)	GH3	3	GH3_e1
PUL0480|WP_012025838.1	3.2.1.21:20|3.2.1.-:6	GH3(105-325)	GH3_e1(106-326)	GH3	3	GH3_e1
PUL0480|WP_012025843.1	3.2.1.8:1	GH10(141-459)	GH10_e139(141-460)	GH10+3.2.1.8	3	GH10_e139
PUL0480|WP_012025844.1	-	GH16(53-300)	GH16_e209(54-300)	GH16	3	GH16_e209
PUL0480|WP_012025845.1	3.2.1.156:1	GH8(91-418)	GH8_e12(93-419)	GH8	3	GH8_e12
PUL0480|WP_012025846.1	-	-	-	GH43_1	1	-
PUL0508|BAD02389.1	3.2.1.37:4	GH3(97-320)	GH3_e50(100-321)	GH3+3.2.1.37	3	GH3_e50
PUL0520|AAQ62864.1	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(4-305)+CBM91(333-539)	GH43_e285(5-306)+CBM91_e24(335-538)	AAQ62864.1+CBM91+GH43_11	3	GH43_11|CBM91_e24
PUL0533|ALJ58215.1	3.2.1.131:6	GH115(43-835)	GH115_e0(43-842)	GH115	3	GH115_e0
PUL0533|ALJ58221.1	-	GH10(504-733)	GH10_e62(495-734)	GH10	3	GH10_e62
PUL0533|ALJ58222.1	-	GH30_8(136-542)	GH30_e5(137-501)	GH30_8	3	GH30_8
PUL0542|ABI49936.1	-	CE4(5-128)	CE4_e323(7-129)	CE4	3	CE4_e323
PUL0542|ABI49937.2	3.2.1.8:22	GH10(7-329)	GH10_e135(10-329)	GH10+3.2.1.8	3	GH10_e135
PUL0542|ABI49940.1	3.2.1.139:12|3.2.1.131:10	GH67(6-675)	GH67_e1(8-676)	GH67+3.2.1.131	3	GH67_e1
PUL0542|ABI49941.1	3.2.1.37:10	GH39(12-439)	GH39_e74(14-438)	GH39+3.2.1.37	3	GH39_e74
PUL0542|ABI49951.1	3.2.1.8:28	GH10(53-410)	GH10_e98(55-410)	GH10+3.2.1.8	3	GH10_e98
PUL0542|ABI49956.1	3.2.1.37:8	GH52(20-439)	GH52_e0(21-440)	GH52+3.2.1.37	3	GH52_e0
PUL0542|ABI49959.1	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(4-302)+CBM91(329-534)	GH43_e285(5-303)+CBM91_e24(331-534)	CBM91+GH43_11	3	GH43_11|CBM91_e24
PUL0553|CBK67940.1	3.2.1.55:1|-	GH43_10(30-299)+CBM91(325-528)	GH43_e82(31-300)+CBM91_e4(326-528)	CBM91+GH43_10	3	GH43_10|CBM91_e4
PUL0553|CBK67941.1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	GH3(59-304)	GH3_e0(59-308)	GH3	3	GH3_e0
PUL0553|CBK67943.1	3.2.1.55:7|3.2.1.8:1|-	GH43_12(45-339)+CBM91(375-554)	GH43_e124(46-340)+CBM91_e46(377-552)	CBM91+GH43_12	3	GH43_12|CBM91_e46
PUL0553|CBK67944.1	3.2.1.177:4	GH31_4(217-713)	GH31_e94(218-714)	GH31_4	3	GH31_4
PUL0553|CBK67945.1	3.2.1.22:1|3.2.1.88:1	GH97(23-656)	GH97_e18(27-656)	GH97	3	GH97_e18
PUL0553|CBK67946.1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1|3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	GH43_29(25-297)+CBM6(321-443)	GH43_e59(26-298)+CBM6_e0(321-443)	CBM6+GH43_29	3	GH43_29|CBM6_e0
PUL0553|CBK67947.1	3.2.1.55:7|3.2.1.8:1|-	GH43_12(30-240)+CBM91(274-451)	GH43_e124(30-241)+CBM91_e46(274-452)	CBM91+GH43_12	3	GH43_12|CBM91_e46
PUL0553|CBK67953.1	3.2.1.8:5|3.2.1.8:5|3.2.1.8:4	GH10(487-749)	CBM4_e6(141-252)+CBM4_e6(274-438)+GH10_e5(486-750)	CBM4+GH10	3	CBM4_e6|CBM4_e6|GH10_e5
PUL0553|CBK67955.1	3.2.1.8:2	GH5_21(63-354)	GH5_e243(69-349)	GH5_21	3	GH5_21
PUL0553|CBK67956.1	3.1.1.72:6|3.1.1.73:2|3.1.1.72:2|3.1.1.73:1|-	CE6(52-161)+CE1(374-603)	CE6_e2(53-163)+CBM48_e9(273-332)+CE1_e22(383-600)	CBM48+CE0+CE6	3	CE6_e2|CBM48_e9|CE1_e22
PUL0553|CBK67957.1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1|3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	GH43_29(26-313)+CBM6(335-461)	GH43_e59(27-314)+CBM6_e0(337-460)	CBM6+GH43_29	3	GH43_29|CBM6_e0
PUL0553|CBK67959.1	3.2.1.-:3|3.2.1.63:2	GH95(20-743)	GH95_e1(20-743)	GH95	3	GH95_e1
PUL0553|CBK67960.1	3.2.1.131:6	GH115(42-832)	GH115_e0(44-840)	GH115	3	GH115_e0
PUL0592|ACS99998.1	3.2.1.139:12|3.2.1.131:10	GH67(4-684)	GH67_e1(8-684)	GH67+3.2.1.139	3	GH67_e1
PUL0592|ACS99999.1	3.2.1.8:22	GH10(10-332)	GH10_e135(12-332)	GH10+3.2.1.8	3	GH10_e135
PUL0592|ACT00001.1	3.2.1.37:2|3.2.1.55:2|-	GH43_12(12-288)+CBM91(322-518)	GH43_e67(13-289)+CBM91_e28(323-518)	CBM91+GH43_12	3	GH43_12|CBM91_e28
PUL0594|ACT02231.1	3.2.1.55:37	GH51_1(8-498)	GH51_e0(6-499)	GH51_1+3.2.1.55	3	GH51_1
PUL0598|ADL50360.1	3.2.1.-:3|3.2.1.63:2	GH95(12-737)	GH95_e1(13-738)	GH95	3	GH95_e1
