HMM Name	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
HisKA	64	WP_008759736.1	515	2.951083541080914e-12	1	62	285	351	0.96875	STP
HATPase_c	111	WP_008759736.1	515	8.0696908824975475e-25	2	109	400	511	0.972972972972973	STP
MarR	59	WP_008759738.1	148	7.106133182652078e-11	1	57	39	95	0.9661016949152542	STP
AAA	132	WP_008759760.1	470	6.875304022351082e-07	2	123	170	282	0.9242424242424242	STP
B12-binding	121	WP_008759796.1	715	8.080779696246042e-15	2	116	588	700	0.9504132231404959	STP
Penicillinase_R	115	WP_008759873.1	121	1.1054065869198239e-26	1	115	4	117	1.0	STP
HD	122	WP_008759882.1	409	3.8883626377371865e-08	1	73	55	130	0.5983606557377049	STP
TrmB	68	WP_008759897.1	357	7.565153612470232e-05	8	59	298	349	0.7647058823529411	STP
cNMP_binding	88	WP_008759971.1	220	6.784567747896506e-09	3	80	35	114	0.8863636363636364	STP
Sigma70_r2	71	WP_008760019.1	183	4.084753227905424e-16	2	69	27	92	0.9577464788732394	STP
Sigma70_r4_2	54	WP_008760019.1	183	2.1429050623138147e-15	2	54	123	175	0.9814814814814815	STP
CBS	57	WP_008760040.1	418	5.683110506311385e-07	7	55	275	323	0.8596491228070176	STP
HTH_8	42	WP_008760045.1	413	8.069269020088771e-16	1	42	369	410	1.0	STP
Pribosyltran	159	WP_008760055.1	178	1.7313767465066097e-25	9	158	18	163	0.9433962264150944	STP
Peptidase_M23	96	WP_008760060.1	212	5.085833201438988e-28	2	96	77	171	0.9895833333333334	STP
Sigma70_r2	71	WP_008760068.1	183	4.336758246024479e-09	5	68	19	81	0.9014084507042254	STP
Sigma70_r4_2	54	WP_008760068.1	183	4.883847021511958e-17	4	52	119	167	0.9074074074074074	STP
HD	122	WP_008760083.1	511	1.3231183769389279e-17	2	120	328	418	0.9754098360655737	STP
HTH_1	60	WP_008760345.1	298	1.5984976277935077e-18	3	60	5	62	0.9666666666666667	STP
LysR_substrate	209	WP_008760345.1	298	4.5139761195680583e-32	5	204	90	291	0.9569377990430622	STP
Sigma70_r2	71	WP_008760363.1	178	3.0397427218726806e-18	1	69	22	88	0.971830985915493	STP
Sigma70_r4_2	54	WP_008760363.1	178	3.954508494057657e-13	3	53	120	170	0.9444444444444444	STP
TrkA_C	70	WP_008760366.1	524	4.216622610392677e-12	4	67	454	515	0.9142857142857143	STP
Reg_prop	24	WP_008760378.1	1353	3.9219867492692126e-05	2	24	260	282	0.9583333333333334	STP
Reg_prop	24	WP_008760378.1	1353	2.5610408206225175e-06	1	24	353	376	1.0	STP
Reg_prop	24	WP_008760378.1	1353	3.0267512537601712e-05	1	23	582	604	0.9583333333333334	STP
Y_Y_Y	66	WP_008760378.1	1353	2.0627230141722614e-20	1	65	717	780	0.9848484848484849	STP
HisKA	64	WP_008760378.1	1353	3.227623832529353e-12	2	62	836	898	0.953125	STP
HATPase_c	111	WP_008760378.1	1353	5.42662907549785e-26	3	110	948	1053	0.972972972972973	STP
Response_reg	112	WP_008760378.1	1353	2.322138315881437e-26	1	111	1105	1215	0.9910714285714286	STP
HTH_18	81	WP_008760378.1	1353	1.9600221828570565e-19	2	80	1272	1349	0.9753086419753086	STP
PALP	294	WP_008760379.1	456	1.6312780449352306e-49	5	294	80	417	0.9863945578231292	STP
Sigma70_r2	71	WP_008760422.1	182	5.263033854558888e-15	1	68	21	88	0.9577464788732394	STP
Sigma70_r4_2	54	WP_008760422.1	182	2.6658233933289037e-14	4	51	120	167	0.8888888888888888	STP
HTH_3	55	WP_008760436.1	101	2.248885568213893e-17	1	53	44	96	0.9636363636363636	STP
SIS	131	WP_008760452.1	277	1.2699922048797922e-10	50	127	126	205	0.5954198473282443	STP
Response_reg	112	WP_008760474.1	220	1.4224651721532717e-06	2	111	5	116	0.9821428571428571	STP
GerE	57	WP_008760474.1	220	2.1813703179823727e-17	2	57	152	207	0.9824561403508771	STP
FecR	96	WP_008760505.1	328	2.2881268150912423e-18	2	96	121	216	0.9895833333333334	STP
FUR	120	WP_008760530.1	142	2.449133310073534e-23	2	111	10	117	0.9166666666666666	STP
Nitroreductase	170	WP_008760532.1	211	2.2971618924169907e-23	2	170	42	209	0.9941176470588236	STP
Sigma70_r2	71	WP_008760619.1	173	1.3895134904057109e-13	5	69	13	75	0.9154929577464789	STP
Sigma70_r4_2	54	WP_008760619.1	173	1.7199765335852598e-15	3	53	105	155	0.9444444444444444	STP
Fer4	24	WP_008760626.1	75	5.853326234741626e-08	1	23	8	30	0.9583333333333334	STP
Fer4	24	WP_008760626.1	75	2.0664527154723104e-06	3	24	47	68	0.9166666666666666	STP
NUDIX	131	WP_008760645.1	225	1.040291562185422e-09	7	116	16	130	0.8396946564885496	STP
Pribosyltran	159	WP_008760704.1	190	5.277371369272422e-06	30	126	51	155	0.610062893081761	STP
CBS	57	WP_008760772.1	492	7.415219969113e-13	5	52	97	144	0.8421052631578947	STP
CBS	57	WP_008760772.1	492	1.6083371943258922e-08	5	54	157	208	0.8771929824561403	STP
HATPase_c	111	WP_008760778.1	640	9.747624185004188e-08	5	63	24	84	0.5315315315315315	STP
Aminotran_1_2	363	WP_008760855.1	393	5.602701650519133e-57	1	363	39	389	1.0	STP
CBS	57	WP_008760864.1	598	2.3674731348157825e-06	4	53	471	521	0.8771929824561403	STP
CBS	57	WP_008760864.1	598	4.619714696617892e-06	2	52	535	585	0.8947368421052632	STP
NUDIX	131	WP_008760888.1	180	1.9816904997421373e-18	5	125	38	151	0.9236641221374046	STP
HTH_18	81	WP_008760890.1	287	1.5299542310841822e-18	1	79	205	282	0.9753086419753086	STP
Peptidase_M23	96	WP_008760911.1	322	8.985590433262612e-35	2	96	200	294	0.9895833333333334	STP
MerR	38	WP_008760912.1	113	1.2411109779948253e-08	1	38	13	50	1.0	STP
HD	122	WP_008760913.1	747	4.921303229931343e-07	2	122	61	160	0.9918032786885246	STP
CBS	57	WP_008760927.1	446	5.341784285994801e-06	2	51	134	188	0.8771929824561403	STP
CBS	57	WP_008760927.1	446	3.4869002264360146e-10	1	54	197	250	0.9473684210526315	STP
HTH_18	81	WP_008760939.1	298	2.7226957501934395e-20	1	80	211	289	0.9876543209876543	STP
Sigma70_r2	71	WP_008760954.1	174	1.0416048522071387e-10	1	67	6	70	0.9436619718309859	STP
Sigma70_r4_2	54	WP_008760954.1	174	1.492026416025241e-16	3	54	113	164	0.9629629629629629	STP
ACT	67	WP_008761035.1	187	2.5988729029319357e-11	1	64	7	70	0.9552238805970149	STP
AsnC_trans_reg	75	WP_008761061.1	159	4.1808502818486487e-17	2	74	73	142	0.9733333333333334	STP
Sigma70_r2	71	WP_008761066.1	182	4.526102473454087e-16	1	69	25	92	0.971830985915493	STP
Sigma70_r4_2	54	WP_008761066.1	182	1.6103398543275862e-13	3	54	118	169	0.9629629629629629	STP
Response_reg	112	WP_008761074.1	132	7.529330186415621e-23	1	110	13	122	0.9821428571428571	STP
HTH_3	55	WP_008761125.1	73	5.6996401948359765e-15	1	55	10	64	1.0	STP
FeS	33	WP_008761242.1	293	6.83656344266112e-09	1	24	44	67	0.7272727272727273	STP
Fer4	24	WP_008761242.1	293	2.2253017324139638e-07	1	24	166	189	1.0	STP
Fer4	24	WP_008761242.1	293	9.177889052484894e-07	8	24	221	237	0.7083333333333334	STP
Fer4	24	WP_008761242.1	293	1.5285280845373323e-07	2	23	244	265	0.9166666666666666	STP
Response_reg	112	WP_008761359.1	224	7.506642440539377e-27	1	112	4	115	1.0	STP
Trans_reg_C	77	WP_008761359.1	224	3.8158934233094147e-23	3	77	149	222	0.974025974025974	STP
TrkA_C	70	WP_008761361.1	490	6.979981140848106e-08	16	59	437	479	0.6285714285714286	STP
Pribosyltran	159	WP_008761422.1	312	2.1410072294703447e-16	27	124	161	250	0.6163522012578616	STP
Response_reg	112	WP_008761423.1	242	1.3749250518924755e-13	1	101	8	113	0.9017857142857143	STP
Sigma70_r2	71	WP_008761425.1	195	1.9994745635168977e-05	2	68	26	88	0.9436619718309859	STP
Sigma70_r4_2	54	WP_008761425.1	195	8.570468871167799e-12	2	54	127	179	0.9814814814814815	STP
FecR	96	WP_008761426.1	341	1.4524169671498052e-20	3	95	127	220	0.96875	STP
Penicillinase_R	115	WP_008761500.1	120	1.023248421895117e-31	1	114	4	116	0.991304347826087	STP
LacI	46	WP_008761511.1	355	1.033038088599924e-16	1	46	7	52	1.0	STP
Peripla_BP_1	279	WP_008761511.1	355	5.811834571862043e-08	4	191	67	268	0.6738351254480287	STP
Aminotran_1_2	363	WP_008761538.1	394	3.432559488025125e-58	2	363	43	384	0.9972451790633609	STP
Fer4	24	WP_008761731.1	251	5.204156649663252e-05	4	21	159	176	0.75	STP
Sigma70_r2	71	WP_008761748.1	169	2.3736991795295972e-12	2	66	18	79	0.9154929577464789	STP
Sigma70_r4_2	54	WP_008761748.1	169	5.697396838705334e-14	5	54	114	163	0.9259259259259259	STP
HATPase_c	111	WP_008761752.1	625	5.59146567342366e-13	3	108	49	179	0.954954954954955	STP
HATPase_c	111	WP_008761913.1	517	3.642507177321943e-17	3	107	413	515	0.9459459459459459	STP
PfkB	302	WP_008761960.1	307	2.2284210542519453e-71	2	300	9	300	0.9900662251655629	STP
Pribosyltran	159	WP_008761972.1	217	4.220889562865837e-09	27	133	70	181	0.6729559748427673	STP
HTH_3	55	WP_008761981.1	191	8.432453198287546e-13	1	53	11	63	0.9636363636363636	STP
FHA	69	WP_008761997.1	191	6.622304593997973e-15	2	69	114	180	0.9855072463768116	STP
Pkinase	264	WP_008761998.1	454	9.226966450258986e-52	1	253	4	252	0.9583333333333334	STP
FHA	69	WP_008761998.1	454	7.592609735773361e-09	1	54	275	332	0.782608695652174	STP
FHA	69	WP_008761999.1	175	3.132457571861391e-13	1	68	4	67	0.9855072463768116	STP
HD	122	WP_008762019.1	690	4.201280161119776e-18	1	121	481	624	0.9918032786885246	STP
Sigma70_r2	71	WP_008762155.1	167	4.913968968665521e-13	7	69	15	75	0.8873239436619719	STP
Sigma70_r4_2	54	WP_008762155.1	167	1.864534830161604e-11	3	54	109	159	0.9629629629629629	STP
cNMP_binding	88	WP_008762221.1	187	5.935860655025717e-12	3	88	30	116	0.9772727272727273	STP
HisKA	64	WP_008762235.1	869	2.2003513209319184e-18	2	64	647	713	0.984375	STP
HATPase_c	111	WP_008762235.1	869	5.225426997673e-24	2	108	760	865	0.963963963963964	STP
Response_reg	112	WP_008762237.1	449	1.319930767563827e-24	1	112	2	116	1.0	STP
AAA	132	WP_008762237.1	449	8.436169875117647e-07	1	111	165	283	0.8409090909090909	STP
HTH_8	42	WP_008762237.1	449	2.762490715407292e-15	1	42	404	445	1.0	STP
CBS	57	WP_008762280.1	450	1.5228196143084178e-05	1	52	223	277	0.9122807017543859	STP
CBS	57	WP_008762280.1	450	6.463232070113253e-05	10	56	296	342	0.8245614035087719	STP
HisKA	64	WP_008762293.1	593	1.1051137281736717e-12	2	63	369	434	0.96875	STP
HATPase_c	111	WP_008762293.1	593	4.40358435698033e-21	4	110	483	592	0.963963963963964	STP
Response_reg	112	WP_008762294.1	229	2.4470924785473244e-26	1	111	6	116	0.9910714285714286	STP
Trans_reg_C	77	WP_008762294.1	229	1.4670836953875632e-23	2	77	154	226	0.987012987012987	STP
Response_reg	112	WP_008762306.1	453	2.9122221546713483e-22	1	111	6	120	0.9910714285714286	STP
AAA	132	WP_008762306.1	453	1.3055666386063238e-05	1	127	177	314	0.9621212121212122	STP
HTH_8	42	WP_008762306.1	453	4.252153241172937e-16	2	42	411	451	0.9761904761904762	STP
Response_reg	112	WP_008762319.1	239	5.0435707245385684e-23	2	111	4	109	0.9821428571428571	STP
LytTR	98	WP_008762319.1	239	2.2791103118911823e-17	2	94	143	229	0.9489795918367347	STP
cNMP_binding	88	WP_008762363.1	229	1.7489616720349527e-15	6	88	44	128	0.9431818181818182	STP
MarR	59	WP_008762363.1	229	8.679944310216854e-05	18	48	181	211	0.5254237288135594	STP
ACT	67	WP_008762395.1	285	1.1340653257176285e-06	3	48	7	50	0.6865671641791045	STP
Sigma70_r2	71	WP_008762480.1	190	1.2340872699090487e-05	2	69	29	94	0.9577464788732394	STP
Sigma70_r4_2	54	WP_008762480.1	190	3.875407612599586e-13	2	52	131	181	0.9444444444444444	STP
PfkB	302	WP_008762527.1	296	5.555489319660548e-30	25	295	17	277	0.8973509933774835	STP
SIS	131	WP_008762549.1	349	8.017548131458992e-20	6	128	44	159	0.9389312977099237	STP
SIS	131	WP_008762549.1	349	4.2662430122497405e-09	8	91	208	293	0.6412213740458015	STP
LacI	46	WP_008762561.1	347	1.035038733251191e-10	1	46	8	53	1.0	STP
Peripla_BP_3	164	WP_008762561.1	347	2.6501993782292332e-36	1	164	175	335	1.0	STP
Pribosyltran	159	WP_008762667.1	212	1.7264764746406111e-18	22	125	60	154	0.6540880503144654	STP
Sigma70_r2	71	WP_008762686.1	180	7.333880133605099e-05	2	66	10	71	0.9154929577464789	STP
Sigma70_r4_2	54	WP_008762686.1	180	1.2697915803419574e-15	3	54	114	165	0.9629629629629629	STP
Aminotran_1_2	363	WP_008762695.1	373	7.129537699253817e-06	25	202	44	222	0.4903581267217631	STP
Arg_repressor	70	WP_008762699.1	157	2.9267158216538347e-21	2	67	3	68	0.9428571428571428	STP
AraC_binding	136	WP_008762705.1	299	9.246480824442079e-13	21	126	60	165	0.7794117647058824	STP
HTH_18	81	WP_008762705.1	299	1.0937365627609616e-19	1	79	216	293	0.9753086419753086	STP
Response_reg	112	WP_008762735.1	457	1.7164641601602653e-26	1	111	5	114	0.9910714285714286	STP
AAA	132	WP_008762735.1	457	6.863777097658959e-05	1	129	177	316	0.9772727272727273	STP
HTH_8	42	WP_008762735.1	457	3.4980131747560416e-15	3	40	414	451	0.9047619047619048	STP
HEM4	232	WP_008762834.1	248	6.793166177568721e-38	7	231	24	236	0.9698275862068966	STP
Pribosyltran	159	WP_008762874.1	176	2.9660040927903147e-15	7	120	33	149	0.7169811320754716	STP
AAA	132	WP_008762892.1	343	8.489944408468519e-18	1	131	59	183	0.9924242424242424	STP
PfkB	302	WP_008762907.1	308	1.76911153494549e-32	33	297	24	297	0.8774834437086093	STP
SIS	131	WP_008762908.1	201	2.994633843953031e-22	3	130	37	169	0.9770992366412213	STP
Aminotran_1_2	363	WP_008762980.1	369	2.126671828716306e-06	42	194	37	163	0.4214876033057851	STP
HxlR	91	WP_008763033.1	115	7.06095136361535e-29	2	88	19	106	0.9560439560439561	STP
PfkB	302	WP_008763049.1	341	3.5016304039819797e-32	2	289	3	312	0.9536423841059603	STP
Hemerythrin	131	WP_008763082.1	234	1.0326145201811666e-12	2	131	81	222	0.9923664122137404	STP
Response_reg	112	WP_008763087.1	121	1.3151527118655767e-22	1	111	5	116	0.9910714285714286	STP
Glycos_trans_3N	63	WP_008763093.1	332	6.965581557380825e-11	1	61	2	62	0.9682539682539683	STP
Pyr_redox_2	292	WP_008763133.1	446	1.3429664946974038e-14	1	174	144	314	0.5958904109589042	STP
ACT	67	WP_008763158.1	141	4.926896387611486e-05	2	29	71	98	0.417910447761194	STP
TPR_1	34	WP_008763207.1	272	3.5547473614809802e-06	3	32	60	89	0.8823529411764706	STP
TPR_1	34	WP_008763207.1	272	4.405948323222234e-05	1	30	228	257	0.8823529411764706	STP
HTH_18	81	WP_008763211.1	154	1.3113010795970446e-17	1	80	66	147	0.9876543209876543	STP
Fer4	24	WP_008763223.1	489	7.782213978208848e-07	2	23	146	167	0.9166666666666666	STP
Fer4	24	WP_008763223.1	489	1.637847067482468e-10	3	23	193	213	0.875	STP
HTH_18	81	WP_008763406.1	300	3.0925202860472986e-21	1	80	220	298	0.9876543209876543	STP
TrkA_C	70	WP_008763411.1	555	1.2195847577977552e-09	7	70	209	272	0.9142857142857143	STP
TrkA_C	70	WP_008763411.1	555	9.817772806837366e-13	6	70	300	365	0.9285714285714286	STP
Response_reg	112	WP_008763423.1	232	2.0302274621349503e-17	3	110	7	110	0.9642857142857143	STP
LytTR	98	WP_008763423.1	232	8.771578566682201e-20	2	97	137	228	0.9795918367346939	STP
Sigma70_r2	71	WP_008763441.1	167	2.8386772131265303e-14	7	67	15	73	0.8591549295774648	STP
Sigma70_r4_2	54	WP_008763441.1	167	9.508454915825737e-13	3	54	109	159	0.9629629629629629	STP
Glyoxalase	128	WP_008763467.1	147	6.430255198226844e-12	5	128	6	126	0.96875	STP
Aminotran_1_2	363	WP_008763512.1	438	2.9939778251416586e-23	20	348	59	413	0.90633608815427	STP
BetR	148	WP_008763527.1	319	4.117152531616571e-05	16	70	14	69	0.3716216216216216	STP
Response_reg	112	WP_008763530.1	377	4.6746038714759016e-30	1	111	12	123	0.9910714285714286	STP
HATPase_c	111	WP_008763530.1	377	1.3049350035997612e-23	2	109	265	374	0.972972972972973	STP
Sigma70_r2	71	WP_008763535.1	202	5.8300307531865055e-09	2	66	32	94	0.9154929577464789	STP
Sigma70_r4_2	54	WP_008763535.1	202	8.359802331878941e-16	4	54	129	179	0.9444444444444444	STP
FecR	96	WP_008763536.1	330	8.59536022905111e-21	3	96	118	212	0.9791666666666666	STP
TPR_2	34	WP_008763548.1	488	2.942816071336693e-06	4	33	270	299	0.8823529411764706	STP
FUR	120	WP_008763608.1	139	9.915927722123387e-05	3	95	14	109	0.775	STP
Glucokinase	316	WP_008763623.1	326	2.797094180057349e-05	4	265	14	271	0.8291139240506329	STP
Sigma70_r2	71	WP_008763624.1	158	6.611040808042896e-11	2	68	12	76	0.9436619718309859	STP
Sigma70_r4_2	54	WP_008763624.1	158	1.5108980915968438e-09	4	54	103	152	0.9444444444444444	STP
Response_reg	112	WP_008763641.1	446	2.1983971661913568e-25	1	108	4	110	0.9642857142857143	STP
AAA	132	WP_008763641.1	446	6.265814743977296e-09	1	126	166	297	0.9545454545454546	STP
HTH_8	42	WP_008763641.1	446	9.748200050555014e-13	2	42	404	444	0.9761904761904762	STP
Sigma70_r2	71	WP_008763658.1	169	6.454648905495019e-14	6	68	14	74	0.8873239436619719	STP
Sigma70_r4_2	54	WP_008763658.1	169	3.026246928581827e-15	3	53	106	156	0.9444444444444444	STP
HATPase_c	111	WP_008763685.1	653	1.9948276788924553e-22	4	94	41	149	0.8198198198198198	STP
Sigma70_r2	71	WP_008763722.1	167	2.2265876803928357e-14	6	67	14	73	0.8732394366197183	STP
Sigma70_r4_2	54	WP_008763722.1	167	6.969840077575562e-14	3	54	109	159	0.9629629629629629	STP
GerE	57	WP_008763753.1	200	1.2931726308994295e-18	2	57	134	189	0.9824561403508771	STP
Aminotran_1_2	363	WP_008763773.1	428	5.692259884026917e-09	18	238	37	227	0.6088154269972452	STP
MarR	59	WP_008763774.1	156	1.1227131494937268e-06	5	50	11	56	0.7796610169491526	STP
AsnC_trans_reg	75	WP_008763774.1	156	8.683090179043449e-21	3	74	75	146	0.96	STP
Nitroreductase	170	WP_008763940.1	245	9.09693022250694e-16	2	170	6	160	0.9941176470588236	STP
Sigma70_r2	71	WP_008763953.1	182	1.0779028986487938e-07	2	70	26	92	0.971830985915493	STP
Sigma70_r4_2	54	WP_008763953.1	182	6.409389262686554e-14	6	54	126	174	0.9074074074074074	STP
FecR	96	WP_008763955.1	290	5.698420733270436e-20	8	95	84	172	0.9166666666666666	STP
GerE	57	WP_008763964.1	257	7.554831381795356e-18	2	56	196	250	0.9649122807017544	STP
Sigma70_r2	71	WP_008763967.1	164	5.852911998176502e-13	1	69	8	74	0.971830985915493	STP
Sigma70_r4_2	54	WP_008763967.1	164	8.621017184621133e-15	2	54	104	155	0.9814814814814815	STP
cNMP_binding	88	WP_008763969.1	189	2.57249368168919e-15	2	86	27	113	0.9659090909090909	STP
Y_Y_Y	66	WP_008764069.1	1377	4.751603819039674e-10	8	66	728	783	0.8939393939393939	STP
HisKA	64	WP_008764069.1	1377	5.5252463897746445e-09	2	64	845	910	0.984375	STP
HATPase_c	111	WP_008764069.1	1377	1.0842072237594432e-17	4	109	959	1069	0.954954954954955	STP
Response_reg	112	WP_008764069.1	1377	1.282350477348822e-25	2	111	1127	1236	0.9821428571428571	STP
HTH_18	81	WP_008764069.1	1377	4.2987454157733676e-15	2	79	1294	1371	0.9629629629629629	STP
PAS	113	WP_008764093.1	479	2.3808898924339264e-07	2	66	137	199	0.5752212389380531	STP
HisKA	64	WP_008764093.1	479	2.8286542307879158e-15	1	64	257	325	1.0	STP
HATPase_c	111	WP_008764093.1	479	1.5293815266612972e-18	2	108	373	478	0.963963963963964	STP
AAA	132	WP_008764111.1	414	8.149163660098276e-16	1	123	115	261	0.9318181818181818	STP
CbiA	128	WP_008764152.1	365	1.909657564107715e-15	3	128	103	326	0.984375	STP
Penicillinase_R	115	WP_008764156.1	121	6.174273012219586e-34	1	114	4	116	0.991304347826087	STP
TPR_1	34	WP_008764184.1	320	6.1964466352647284e-09	2	34	232	264	0.9705882352941176	STP
GAF	133	WP_008764296.1	931	1.8350984698416408e-09	2	133	157	300	0.9924812030075187	STP
HisKA	64	WP_008764296.1	931	9.523193418762805e-19	2	64	710	774	0.984375	STP
HATPase_c	111	WP_008764296.1	931	3.5495847910665123e-29	2	108	820	923	0.963963963963964	STP
TrkA_C	70	WP_008764324.1	446	3.603354415887002e-07	9	69	161	221	0.8714285714285714	STP
TrkA_C	70	WP_008764324.1	446	1.3892135767627945e-12	1	69	378	445	0.9857142857142858	STP
NTP_transf_2	95	WP_008764355.1	104	2.6768396599936046e-10	1	66	7	69	0.6947368421052632	STP
Arc	50	WP_008764408.1	70	1.2752933119182214e-05	6	49	10	53	0.88	STP
HTH_3	55	WP_008764435.1	61	7.233287018896458e-06	18	53	20	55	0.6545454545454545	STP
TPR_1	34	WP_008764436.1	484	2.5850516852184334e-05	2	27	434	459	0.7647058823529411	STP
HATPase_c	111	WP_008764437.1	1385	5.847618005447868e-10	2	110	950	1059	0.9819819819819819	STP
Response_reg	112	WP_008764437.1	1385	5.50433337111528e-24	1	111	1132	1242	0.9910714285714286	STP
HTH_18	81	WP_008764437.1	1385	5.012205868273737e-17	1	78	1308	1384	0.9629629629629629	STP
FecR	96	WP_008764448.1	217	4.385838470775532e-12	9	96	19	105	0.9166666666666666	STP
Sigma70_r4_2	54	WP_008764449.1	181	1.8197651806964522e-14	3	53	118	168	0.9444444444444444	STP
Pyr_redox_2	292	WP_008764496.1	763	1.1639372526928363e-36	2	290	444	747	0.9897260273972602	STP
Sigma70_r2	71	WP_008764520.1	191	5.278664411600605e-07	1	65	27	88	0.9154929577464789	STP
Sigma70_r4_2	54	WP_008764520.1	191	1.737779897526027e-19	3	54	123	174	0.9629629629629629	STP
FecR	96	WP_008764521.1	342	2.4944551913340888e-17	2	95	121	216	0.9791666666666666	STP
PfkB	302	WP_008764616.1	290	3.501272138748363e-07	173	283	128	248	0.3675496688741722	STP
Sigma70_r2	71	WP_008764619.1	190	1.0529242856476908e-09	1	70	32	98	0.9859154929577465	STP
Sigma70_r4_2	54	WP_008764619.1	190	8.657410807718124e-14	2	54	129	181	0.9814814814814815	STP
Response_reg	112	WP_008764714.1	234	5.41070659248021e-21	2	111	6	111	0.9821428571428571	STP
LytTR	98	WP_008764714.1	234	4.7819233956989927e-20	4	95	138	223	0.9387755102040817	STP
Sigma70_r2	71	WP_008764719.1	187	1.16364318868547e-18	1	69	25	91	0.971830985915493	STP
Sigma70_r4_2	54	WP_008764719.1	187	4.489228145096071e-11	2	53	124	175	0.9629629629629629	STP
TrkA_C	70	WP_008764744.1	757	1.327363429038934e-10	2	67	593	660	0.9428571428571428	STP
TrkA_C	70	WP_008764744.1	757	5.808862509701189e-14	3	65	682	746	0.9	STP
AAA	132	WP_008764749.1	862	1.4957419183529128e-14	2	126	201	333	0.946969696969697	STP
AAA	132	WP_008764749.1	862	1.8910087102549567e-08	2	111	600	718	0.8333333333333334	STP
Aminotran_1_2	363	WP_008764891.1	385	4.5132939777733394e-46	10	356	34	373	0.9559228650137741	STP
HTH_18	81	WP_008764893.1	305	3.32506988644596e-19	2	79	223	299	0.9629629629629629	STP
cNMP_binding	88	WP_008764900.1	187	2.9286540379891174e-07	2	86	28	113	0.9659090909090909	STP
cNMP_binding	88	WP_008764903.1	182	9.537110345857012e-12	2	87	29	109	0.9772727272727273	STP
HTH_18	81	WP_008764904.1	292	7.295080299852861e-20	1	80	210	288	0.9876543209876543	STP
Response_reg	112	WP_008764979.1	566	2.4220907094159524e-15	1	109	311	419	0.9732142857142857	STP
HTH_18	81	WP_008764979.1	566	3.15540859269349e-14	1	77	486	561	0.9506172839506173	STP
FecR	96	WP_008764986.1	328	5.947399566332175e-16	7	95	121	210	0.9270833333333334	STP
Sigma70_r2	71	WP_008764987.1	183	1.820613747478555e-09	2	68	18	82	0.9436619718309859	STP
Sigma70_r4_2	54	WP_008764987.1	183	4.149249229675353e-15	3	51	119	167	0.9074074074074074	STP
HisKA	64	WP_008765000.1	1039	6.570075464344245e-18	2	64	679	743	0.984375	STP
HATPase_c	111	WP_008765000.1	1039	1.8380257243768156e-28	3	110	791	895	0.972972972972973	STP
Response_reg	112	WP_008765000.1	1039	6.848751927406929e-25	1	111	920	1028	0.9910714285714286	STP
TrkA_C	70	WP_008765024.1	532	8.742263320870546e-10	5	69	196	260	0.9285714285714286	STP
TrkA_C	70	WP_008765024.1	532	6.610705340458443e-12	11	70	285	345	0.8571428571428571	STP
