CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Gene Strand	Gene Annotation
CGC3	CAZyme	NC_004663.1	WP_008760470.1	156800	157618	+	CAZyme|CE1_e22+PEPTIDASE|S09.UPW
CGC4	TC	NC_004663.1	WP_008760476.1	163152	164579	-	TC|2.A.35.1.6
CGC4	null	NC_004663.1	WP_008760477.1	164674	165546	-	null
CGC4	null	NC_004663.1	WP_008760478.1	165668	166102	-	null
CGC4	TC	NC_004663.1	WP_008766719.1	166150	167325	-	TC|2.A.1.36.3
CGC4	CAZyme	NC_004663.1	WP_011107146.1	167345	169663	-	CAZyme|GT51_e13
CGC5	TC	NC_004663.1	WP_008760494.1	186456	187001	+	TC|9.B.29.3.6
CGC5	null	NC_004663.1	WP_008760495.1	187011	187463	+	null
CGC5	STP	NC_004663.1	WP_011107153.1	187553	190300	+	STP|B12-binding_2+SULFATLAS|S1_27
CGC5	STP	NC_004663.1	WP_008766706.1	190313	190912	+	STP|Nitroreductase
CGC5	null	NC_004663.1	WP_008766705.1	190984	191109	+	null
CGC5	TC	NC_004663.1	WP_008760499.1	191106	192656	+	TC|2.A.21.2.4
CGC5	CAZyme	NC_004663.1	WP_011107154.1	192751	194139	-	CAZyme|GH23_e996
CGC5	null	NC_004663.1	WP_011107155.1	194157	194774	-	null
CGC5	null	NC_004663.1	WP_008760502.1	194876	195175	+	null
CGC5	TC	NC_004663.1	WP_048693189.1	195191	197245	+	TC|5.A.1.1.3
CGC5	null	NC_004663.1	WP_008766240.1	197341	198045	-	null
CGC5	TF	NC_004663.1	WP_008766239.1	198238	198840	+	TF|GerE+STP|Sigma70_r2+STP|Sigma70_r4_2
CGC5	STP	NC_004663.1	WP_008760505.1	198925	199911	+	STP|FecR
CGC5	TC	NC_004663.1	WP_011107158.1	200124	203564	+	TC|1.B.14.6.17
CGC5	TC	NC_004663.1	WP_008760507.1	203588	204979	+	TC|8.A.46.1.3+SULFATLAS|S1_27
CGC5	null	NC_004663.1	WP_008766238.1	205007	206974	+	null
CGC5	null	NC_004663.1	WP_008766237.1	206981	207862	+	null
CGC5	null	NC_004663.1	WP_008766236.1	207864	208922	+	null
CGC5	null	NC_004663.1	WP_011107159.1	208943	209842	+	null
CGC5	TC	NC_004663.1	WP_011107160.1	209855	211201	+	TC|2.A.1.4.6
CGC6	CAZyme	NC_004663.1	WP_008760550.1	276813	277556	-	CAZyme|GT2+TC|9.B.27.2.12
CGC6	TC	NC_004663.1	WP_008766199.1	277801	281184	+	TC|3.A.11.1.5
CGC7	CAZyme	NC_004663.1	WP_225011857.1	293200	294711	+	CAZyme|PL27_e0
CGC7	CAZyme	NC_004663.1	WP_008766191.1	294837	296585	-	CAZyme|GH43_24|CBM32_e51
CGC7	CAZyme	NC_004663.1	WP_008766190.1	296627	298108	-	CAZyme|GH43_24+SULFATLAS|S1_6
CGC7	null	NC_004663.1	WP_008766189.1	298121	299581	-	null
CGC7	TC	NC_004663.1	WP_172461657.1	299930	303976	+	TC|9.B.238.3.1+TF|HTH_AraC+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC7	TC	NC_004663.1	WP_008766187.1	304251	307184	+	TC|1.B.14.6.17
CGC7	null	NC_004663.1	WP_008766186.1	307218	308756	+	null
CGC7	null	NC_004663.1	WP_008766185.1	308770	309564	+	null
CGC7	null	NC_004663.1	WP_008766184.1	309548	310582	+	null
CGC7	TC	NC_004663.1	WP_008766183.1	310606	313776	+	TC|1.B.14.6.17
CGC8	TC	NC_004663.1	WP_008766172.1	330174	331592	+	TC|1.A.30.2.9
CGC8	null	NC_004663.1	WP_008760581.1	331576	332022	+	null
CGC8	TC	NC_004663.1	WP_008760582.1	332027	332452	+	TC|1.A.30.2.10
CGC8	null	NC_004663.1	WP_008766171.1	332427	333950	+	null
CGC8	null	NC_004663.1	WP_072067513.1	333952	334173	+	null
CGC8	TC	NC_004663.1	WP_008766170.1	334208	336898	-	TC|1.C.105.2.12
CGC8	CAZyme	NC_004663.1	WP_008766169.1	337216	339555	+	CAZyme|GH35_e43|CBM32_e42+SULFATLAS|S1_20
CGC8	null	NC_004663.1	WP_008766168.1	339758	340723	+	null
CGC8	null	NC_004663.1	WP_008760589.1	341115	341864	+	null
CGC8	null	NC_004663.1	WP_008766167.1	341869	343101	+	null
CGC8	null	NC_004663.1	WP_008766166.1	343140	344570	+	null
CGC8	TC	NC_004663.1	WP_008766165.1	344839	345732	+	TC|3.A.1.148.3
CGC8	TC	NC_004663.1	WP_008766164.1	345748	349053	+	TC|9.B.359.3.3
CGC8	TC	NC_004663.1	WP_008760594.1	349074	350570	+	TC|2.A.6.3.14
CGC8	TC	NC_004663.1	WP_008760595.1	350578	351639	+	TC|2.A.6.1.6
CGC8	TC	NC_004663.1	WP_008766163.1	351688	354804	+	TC|2.A.6.3.6
CGC8	null	NC_004663.1	WP_008766161.1	359533	360234	+	null
CGC8	null	NC_004663.1	WP_008766160.1	360384	362600	-	null
CGC8	TC	NC_004663.1	WP_008766159.1	362872	364107	+	TC|2.A.6.2.29
CGC8	TC	NC_004663.1	WP_008766158.1	364111	367215	+	TC|2.A.6.2.22
CGC8	TC	NC_004663.1	WP_008766157.1	367215	368588	+	TC|2.A.6.2.20
CGC8	null	NC_004663.1	WP_008760603.1	368717	370363	+	null
CGC8	CAZyme	NC_004663.1	WP_008766156.1	370521	371414	+	CAZyme|GH25_e217
CGC9	TC	NC_004663.1	WP_008760612.1	380228	381832	+	TC|1.B.9.4.2
CGC9	TC	NC_004663.1	WP_008766148.1	382145	385333	+	TC|1.B.14.6.13
CGC9	null	NC_004663.1	WP_008766146.1	387094	387897	-	null
CGC9	null	NC_004663.1	WP_008760614.1	387935	388405	-	null
CGC9	CAZyme	NC_004663.1	WP_008760615.1	388527	389513	-	CAZyme|GH109_e7
CGC10	CAZyme	NC_004663.1	WP_011107206.1	403243	405093	+	CAZyme|GH141_e0
CGC10	CAZyme	NC_004663.1	WP_011107207.1	405215	407461	+	CAZyme|GH31_3
CGC10	STP	NC_004663.1	WP_008766133.1	407471	409279	+	STP|B12-binding_2+STP|B12-binding
CGC10	TC	NC_004663.1	WP_008766132.1	409308	410879	+	TC|2.A.21.3.19
CGC11	TC	NC_004663.1	WP_008766122.1	427031	428725	-	TC|2.A.21.3.19
CGC11	SULFATLAS	NC_004663.1	WP_011107212.1	428751	429890	-	SULFATLAS|S1_22
CGC11	null	NC_004663.1	WP_008765456.1	430495	431388	-	null
CGC11	null	NC_004663.1	WP_008765457.1	431421	431783	-	null
CGC11	CAZyme	NC_004663.1	WP_011107215.1	432012	433937	-	CAZyme|GH43_4
CGC11	null	NC_004663.1	WP_011107216.1	433972	435777	-	null
CGC11	TC	NC_004663.1	WP_011107217.1	435803	438952	-	TC|1.B.14.6.17
CGC11	null	NC_004663.1	WP_008760650.1	438957	440732	-	null
CGC11	TC	NC_004663.1	WP_011107218.1	440745	443828	-	TC|1.B.14.6.17
CGC11	null	NC_004663.1	WP_225011977.1	443848	446157	-	null
CGC11	TC	NC_004663.1	WP_011107220.1	446387	450649	-	TC|9.B.238.3.1+TF|HTH_AraC+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC11	CAZyme	NC_004663.1	WP_011107221.1	450805	452346	+	CAZyme|GH43_4
CGC11	CAZyme	NC_004663.1	WP_011107222.1	452372	454354	+	CAZyme|GH51_2
CGC11	CAZyme	NC_004663.1	WP_172461659.1	454377	455321	+	CAZyme|GH43_29
CGC11	null	NC_004663.1	WP_011107224.1	455441	456595	-	null
CGC11	TC	NC_004663.1	WP_008760657.1	456639	457949	-	TC|2.A.1.7.2
CGC12	CAZyme	NC_004663.1	WP_011107241.1	480554	481705	+	CAZyme|GT4_e3066
CGC12	CAZyme	NC_004663.1	WP_011107242.1	481722	482828	+	CAZyme|GT4_e4001
CGC12	null	NC_004663.1	WP_011107243.1	482830	483435	+	null
CGC12	CAZyme	NC_004663.1	WP_011107244.1	483453	484547	+	CAZyme|GT4_e1576
CGC12	null	NC_004663.1	WP_011107246.1	485128	486117	+	null
CGC12	null	NC_004663.1	WP_011107247.1	486123	486569	+	null
CGC12	TC	NC_004663.1	WP_011107248.1	486611	487405	+	TC|1.B.18.3.3
CGC13	TC	NC_004663.1	WP_008766062.1	524995	526401	+	TC|2.A.1.1.55
CGC13	null	NC_004663.1	WP_008766045.1	526439	527629	+	null
CGC13	CAZyme	NC_004663.1	WP_011107267.1	527678	529870	+	CAZyme|GH89_e5+TC|2.A.29.14.11
CGC13	TC	NC_004663.1	WP_011107268.1	530005	533124	+	TC|1.B.14.6.17
CGC14	CAZyme	NC_004663.1	WP_008766053.1	540038	541138	+	CAZyme|CE2_e2
CGC14	null	NC_004663.1	WP_008766054.1	541795	543204	-	null
CGC14	CAZyme	NC_004663.1	WP_008766055.1	543201	545855	-	CAZyme|CE20_e34+SULFATLAS|S1_25
CGC14	null	NC_004663.1	WP_008766056.1	545867	547300	-	null
CGC14	null	NC_004663.1	WP_008766057.1	547436	548839	-	null
CGC14	null	NC_004663.1	WP_011107272.1	548886	550583	-	null
CGC14	null	NC_004663.1	WP_008766059.1	550603	552264	-	null
CGC14	TC	NC_004663.1	WP_008766060.1	552283	555507	-	TC|1.B.14.6.17
CGC14	null	NC_004663.1	WP_008766061.1	555562	556725	-	null
CGC14	CAZyme	NC_004663.1	WP_008766031.1	557455	559089	+	CAZyme|CBM93|GH33_e121+SULFATLAS|S1_8
CGC14	CAZyme	NC_004663.1	WP_011107274.1	559086	561098	+	CAZyme|GH20_e112+SULFATLAS|S1_16
CGC14	CAZyme	NC_004663.1	WP_162303186.1	561113	563188	+	CAZyme|CE20_e16+SULFATLAS|S1_8
CGC14	CAZyme	NC_004663.1	WP_011107276.1	563266	565860	+	CAZyme|GH2_e80
CGC14	CAZyme	NC_004663.1	WP_011107277.1	565899	568223	+	CAZyme|GH20_e12+SULFATLAS|S1_16
CGC14	CAZyme	NC_004663.1	WP_011107278.1	568223	570298	+	CAZyme|GH20_e12|CBM32_e198+SULFATLAS|S1_16
CGC14	CAZyme	NC_004663.1	WP_011107279.1	570314	572833	+	CAZyme|GH2_e137+SULFATLAS|S1_20
CGC14	null	NC_004663.1	WP_008766024.1	573167	573721	+	null
CGC14	null	NC_004663.1	WP_011107280.1	573896	574783	+	null
CGC14	null	NC_004663.1	WP_011107281.1	574814	575383	+	null
CGC14	null	NC_004663.1	WP_011107282.1	575387	576241	+	null
CGC14	TC	NC_004663.1	WP_008766020.1	576244	577356	+	TC|9.B.18.2.4
CGC14	null	NC_004663.1	WP_016267807.1	577496	579028	+	null
CGC14	STP	NC_004663.1	WP_008766018.1	579055	580221	+	STP|Fer4
CGC14	null	NC_004663.1	WP_008766017.1	580260	581522	+	null
CGC14	null	NC_004663.1	WP_011107284.1	581522	582751	+	null
CGC14	CAZyme	NC_004663.1	WP_008766015.1	582758	583972	+	CAZyme|GT4_e1438
CGC14	null	NC_004663.1	WP_008766014.1	583980	584738	+	null
CGC14	CAZyme	NC_004663.1	WP_008766013.1	584748	585689	+	CAZyme|GT2
CGC14	null	NC_004663.1	WP_008766012.1	585720	586766	+	null
CGC14	STP	NC_004663.1	WP_011107285.1	586780	587373	+	STP|SIS
CGC14	null	NC_004663.1	WP_011107286.1	587378	588085	+	null
CGC14	null	NC_004663.1	WP_011107287.1	588101	588571	+	null
CGC14	CAZyme	NC_004663.1	WP_011107288.1	588568	589674	+	CAZyme|GT4_e1427
CGC14	CAZyme	NC_004663.1	WP_011107289.1	589831	590655	+	CAZyme|GT2|GT2
CGC14	TC	NC_004663.1	WP_008766006.1	590713	592119	+	TC|9.B.18.1.1
CGC14	TC	NC_004663.1	WP_008766005.1	592173	592973	+	TC|1.B.18.3.3
CGC14	TC	NC_004663.1	WP_011107290.1	592986	595424	+	TC|8.A.3.3.4
CGC14	TC	NC_004663.1	WP_011107291.1	595675	598419	+	TC|1.B.14.6.1
CGC14	TC	NC_004663.1	WP_011107292.1	598438	600171	+	TC|8.A.46.1.1
CGC15	TC	NC_004663.1	WP_011107297.1	613244	615391	-	TC|1.B.14.10.1+PEPTIDASE|M14.UNB
CGC15	null	NC_004663.1	WP_008765021.1	615409	616071	-	null
CGC15	null	NC_004663.1	WP_011107298.1	616088	616972	-	null
CGC15	TC	NC_004663.1	WP_008765023.1	617477	618376	+	TC|2.A.4.1.7
CGC15	TC	NC_004663.1	WP_008765024.1	618425	620023	+	TC|2.A.81.1.2
CGC15	null	NC_004663.1	WP_008763067.1	620099	620455	+	null
CGC15	TC	NC_004663.1	WP_008765025.1	620545	622872	+	TC|1.B.14.1.4+PEPTIDASE|M14.UNB
CGC15	null	NC_004663.1	WP_011107300.1	622994	623335	+	null
CGC15	TC	NC_004663.1	WP_008765027.1	623432	625771	+	TC|1.B.14.1.4+PEPTIDASE|M14.UNB
CGC15	null	NC_004663.1	WP_008765028.1	626052	626621	+	null
CGC15	CAZyme	NC_004663.1	WP_011107301.1	626800	629103	+	CAZyme|GH20_e12+SULFATLAS|S1_16
CGC15	STP	NC_004663.1	WP_011107302.1	629234	629842	+	STP|TetR_N
CGC15	TC	NC_004663.1	WP_011107303.1	629904	631733	+	TC|3.A.1.135.11
CGC15	TC	NC_004663.1	WP_011107304.1	631730	633460	+	TC|3.A.1.135.11
CGC16	CAZyme	NC_004663.1	WP_011107334.1	712455	714221	-	CAZyme|CBM50_e831|CBM50_e831|CBM50_e831+PEPTIDASE|C40.UPW
CGC16	TC	NC_004663.1	WP_032813763.1	714379	717204	+	TC|3.A.1.122.27
CGC16	null	NC_004663.1	WP_008763164.1	717247	717726	+	null
CGC16	TC	NC_004663.1	WP_011107335.1	717802	719316	+	TC|2.A.17.1.7
CGC16	null	NC_004663.1	WP_008765089.1	719407	719904	-	null
CGC16	TF	NC_004663.1	WP_032813353.1	720072	720398	+	TF|PadR
CGC16	TC	NC_004663.1	WP_008765091.1	720420	721514	+	TC|9.B.270.1.1
CGC16	null	NC_004663.1	WP_008765092.1	721668	722666	+	null
CGC16	null	NC_004663.1	WP_011107336.1	722686	723195	+	null
CGC16	null	NC_004663.1	WP_172461663.1	723300	724004	+	null
CGC16	PEPTIDASE	NC_004663.1	WP_011107338.1	724150	726249	-	PEPTIDASE|S09.UPD
CGC16	TC	NC_004663.1	WP_011107339.1	726297	727628	-	TC|2.A.66.1.28
CGC16	TC	NC_004663.1	WP_008763174.1	727714	729570	-	TC|2.A.9.3.1
CGC16	PEPTIDASE	NC_004663.1	WP_008763175.1	729633	731246	-	PEPTIDASE|C26.964
CGC16	TC	NC_004663.1	WP_011107340.1	731431	732882	+	TC|9.B.168.1.2
CGC17	CAZyme	NC_004663.1	WP_070750708.1	749938	751098	+	CAZyme|GT4_e999+TC|2.A.38.4.5
CGC17	CAZyme	NC_004663.1	WP_011107353.1	751630	752769	+	CAZyme|GT94_e2
CGC17	CAZyme	NC_004663.1	WP_011107354.1	752791	753981	+	CAZyme|GT4_e2546
CGC17	null	NC_004663.1	WP_225011961.1	754584	754889	+	null
CGC17	TC	NC_004663.1	WP_011107355.1	755202	755795	+	TC|9.B.18.1.3
CGC17	null	NC_004663.1	WP_011107356.1	755823	757097	+	null
CGC17	TC	NC_004663.1	WP_011107357.1	757320	758273	+	TC|1.B.18.3.3
CGC17	TC	NC_004663.1	WP_011107358.1	758286	760724	+	TC|8.A.3.3.4
CGC17	null	NC_004663.1	WP_011107359.1	760881	761399	+	null
CGC17	null	NC_004663.1	WP_008765124.1	761434	761526	+	null
CGC17	null	NC_004663.1	WP_008765125.1	761757	762182	+	null
CGC17	TC	NC_004663.1	WP_008761242.1	762189	763070	+	TC|3.D.6.1.2+STP|Fer4
CGC17	TC	NC_004663.1	WP_011107360.1	763095	764432	+	TC|3.D.6.1.5
CGC17	TC	NC_004663.1	WP_008761244.1	764439	765431	+	TC|3.D.6.1.5
CGC17	TC	NC_004663.1	WP_032813361.1	765428	766141	+	TC|3.D.6.1.2
CGC17	TC	NC_004663.1	WP_008761246.1	766159	766743	+	TC|3.D.6.1.5
CGC17	TC	NC_004663.1	WP_008761247.1	766766	767338	+	TC|3.D.6.1.2
CGC18	CAZyme	NC_004663.1	WP_055229875.1	822423	824366	+	CAZyme|CBM62_e0
CGC18	null	NC_004663.1	WP_011107390.1	824498	825586	+	null
CGC18	TC	NC_004663.1	WP_011107391.1	825613	828720	+	TC|2.A.6.3.6
CGC18	null	NC_004663.1	WP_008761349.1	828717	830216	+	null
CGC18	TC	NC_004663.1	WP_011107392.1	830248	833493	+	TC|2.A.6.3.15
CGC19	CAZyme	NC_004663.1	WP_008765558.1	836314	837480	+	CAZyme|CE9_e7+PEPTIDASE|M38.UPW
CGC19	CAZyme	NC_004663.1	WP_011107394.1	837499	838671	+	CAZyme|CE9_e7+PEPTIDASE|M38.UNW
CGC19	TC	NC_004663.1	WP_011107395.1	838793	839152	-	TC|8.A.88.2.3
CGC19	TC	NC_004663.1	WP_011107396.1	839386	840648	+	TC|2.A.6.1.5
CGC19	TC	NC_004663.1	WP_008765562.1	840704	841798	+	TC|3.A.1.122.35
CGC19	TC	NC_004663.1	WP_008765563.1	841814	844939	+	TC|2.A.6.1.17
CGC19	SULFATLAS	NC_004663.1	WP_008765564.1	845037	846368	-	SULFATLAS|S1_15
CGC19	TF	NC_004663.1	WP_008761359.1	846392	847066	-	TF|Trans_reg_C+STP|Response_reg+STP|Trans_reg_C
CGC19	CAZyme	NC_004663.1	WP_008765565.1	847186	849201	+	CAZyme|GH97_e10
CGC19	TC	NC_004663.1	WP_011107399.1	849389	851053	-	TC|4.C.1.1.4
CGC19	TC	NC_004663.1	WP_008761361.1	851405	852877	-	TC|2.A.36.6.11
CGC19	TC	NC_004663.1	WP_008765567.1	853046	854230	+	TC|2.A.40.1.4
CGC19	null	NC_004663.1	WP_008761363.1	854378	856009	-	null
CGC19	TF	NC_004663.1	WP_008765568.1	856207	856875	-	TF|0037767+STP|cNMP_binding
CGC19	STP	NC_004663.1	WP_011107401.1	856887	858203	-	STP|HATPase_c
CGC19	TC	NC_004663.1	WP_011107402.1	858200	859543	-	TC|3.A.23.1.1+STP|Response_reg+STP|AAA+STP|HTH_8
CGC19	null	NC_004663.1	WP_008761367.1	859612	860415	-	null
CGC19	null	NC_004663.1	WP_008761368.1	860396	861199	-	null
CGC19	null	NC_004663.1	WP_032850355.1	861496	863805	+	null
CGC19	TC	NC_004663.1	WP_008761370.1	863846	864520	+	TC|3.A.1.122.20
CGC19	null	NC_004663.1	WP_011107404.1	864533	866848	+	null
CGC19	TC	NC_004663.1	WP_008761372.1	866986	868356	-	TC|2.A.66.1.32
CGC20	TC	NC_004663.1	WP_008761424.1	932936	934390	+	TC|2.A.68.1.2
CGC20	STP	NC_004663.1	WP_008761425.1	934484	935071	+	STP|Sigma70_r2+STP|Sigma70_r4_2
CGC20	STP	NC_004663.1	WP_008761426.1	935148	936173	+	STP|FecR
CGC20	TC	NC_004663.1	WP_162303190.1	936299	939685	+	TC|1.B.14.6.17
CGC20	TC	NC_004663.1	WP_011107430.1	939715	941520	+	TC|8.A.46.3.4
CGC20	SULFATLAS	NC_004663.1	WP_161800184.1	941594	943042	+	SULFATLAS|S1_7
CGC20	CAZyme	NC_004663.1	WP_011107432.1	943044	945092	+	CAZyme|GH2_e122+SULFATLAS|S1_20
CGC21	CAZyme	NC_004663.1	WP_011107440.1	960466	962478	+	CAZyme|CBM48_e32|GH13_8
CGC21	null	NC_004663.1	WP_008761473.1	962540	963016	-	null
CGC21	CAZyme	NC_004663.1	WP_008765636.1	963212	964909	-	CAZyme|GH13_38+TC|8.A.9.1.2
CGC22	TC	NC_004663.1	WP_011107494.1	1044639	1046015	-	TC|3.A.23.1.1+TF|0037176+STP|Response_reg+STP|AAA+STP|HTH_8
CGC22	null	NC_004663.1	WP_011107495.1	1046230	1047702	+	null
CGC22	null	NC_004663.1	WP_008761527.1	1047752	1049002	+	null
CGC22	null	NC_004663.1	WP_011107496.1	1049017	1051392	+	null
CGC22	TC	NC_004663.1	WP_008761529.1	1051442	1052116	+	TC|3.A.1.122.20
CGC22	null	NC_004663.1	WP_011107497.1	1052134	1054479	+	null
CGC22	null	NC_004663.1	WP_011107498.1	1054495	1056828	+	null
CGC22	null	NC_004663.1	WP_011107499.1	1056852	1059260	+	null
CGC22	null	NC_004663.1	WP_011107500.1	1059288	1061645	+	null
CGC22	CAZyme	NC_004663.1	WP_011107501.1	1061861	1063183	-	CAZyme|CBM32_e10
CGC22	null	NC_004663.1	WP_011107502.1	1063214	1065112	-	null
CGC22	TC	NC_004663.1	WP_011107503.1	1065133	1068345	-	TC|1.B.14.6.17
CGC23	TC	NC_004663.1	WP_008761569.1	1116891	1117919	-	TC|1.A.13.4.1
CGC23	null	NC_004663.1	WP_011107514.1	1117964	1118947	-	null
CGC23	null	NC_004663.1	WP_011107515.1	1118992	1120080	-	null
CGC23	null	NC_004663.1	WP_008761572.1	1120080	1120949	-	null
CGC23	null	NC_004663.1	WP_008761573.1	1121037	1122032	-	null
CGC23	CAZyme	NC_004663.1	WP_008765733.1	1122272	1123735	-	CAZyme|CBM50_e801
CGC23	null	NC_004663.1	WP_008761575.1	1123751	1124023	-	null
CGC23	null	NC_004663.1	WP_008765734.1	1124016	1125326	-	null
CGC23	TC	NC_004663.1	WP_011107516.1	1125323	1126282	-	TC|3.A.5.1.1
CGC24	TC	NC_004663.1	WP_008765759.1	1184080	1187214	-	TC|9.B.142.9.16
CGC24	null	NC_004663.1	WP_011107549.1	1187356	1188444	-	null
CGC24	null	NC_004663.1	WP_008761607.1	1188745	1189365	+	null
CGC24	null	NC_004663.1	WP_008765761.1	1189438	1190235	-	null
CGC24	TC	NC_004663.1	WP_008765762.1	1190382	1191191	+	TC|1.A.115.1.3
CGC24	null	NC_004663.1	WP_008765763.1	1191305	1192033	-	null
CGC24	null	NC_004663.1	WP_008761611.1	1192047	1192541	-	null
CGC24	TC	NC_004663.1	WP_008765764.1	1192543	1193310	-	TC|2.A.79.2.1
CGC24	null	NC_004663.1	WP_008765765.1	1193416	1194669	+	null
CGC24	null	NC_004663.1	WP_008765766.1	1194776	1195027	-	null
CGC24	STP	NC_004663.1	WP_008765767.1	1195110	1195661	-	STP|Sigma70_r2+STP|Sigma70_r4_2
CGC24	CAZyme	NC_004663.1	WP_008765768.1	1195838	1198933	-	CAZyme|PL29_e7
CGC24	CAZyme	NC_004663.1	WP_008765769.1	1199001	1200683	-	CAZyme|PL1_2
CGC24	TC	NC_004663.1	WP_008765770.1	1200747	1205165	-	TC|9.B.238.3.7+TF|HTH_AraC+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC24	null	NC_004663.1	WP_008765771.1	1205423	1205674	-	null
CGC24	CAZyme	NC_004663.1	WP_008765772.1	1205904	1208552	-	CAZyme|GH2_e50+SULFATLAS|S1_20
CGC24	CAZyme	NC_004663.1	WP_008765773.1	1208581	1210992	-	CAZyme|GH139_e0
CGC24	CAZyme	NC_004663.1	WP_008765774.1	1211002	1212435	-	CAZyme|CE20_e10+SULFATLAS|S1_7
CGC24	CAZyme	NC_004663.1	WP_370448176.1	1212438	1215722	-	CAZyme|GH106_e44
CGC24	null	NC_004663.1	WP_008765776.1	1215879	1217393	-	null
CGC24	TC	NC_004663.1	WP_011107551.1	1217557	1220208	-	TC|3.A.3.4.5
CGC24	STP	NC_004663.1	WP_008765778.1	1220329	1221696	-	STP|HisKA+STP|HATPase_c
