HMM Name	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
HisKA	64	PUL0342|PRU_RS14015	1334	4.4834334882406466e-14	2	64	811	875	0.984375	STP
HATPase_c	111	PUL0342|PRU_RS14015	1334	1.2400144763383617e-22	3	109	923	1030	0.963963963963964	STP
Response_reg	112	PUL0342|PRU_RS14015	1334	2.101784820340088e-25	2	110	1084	1192	0.9732142857142857	STP
HTH_18	81	PUL0342|PRU_RS14015	1334	4.123658190358754e-26	1	80	1251	1329	0.9876543209876543	STP
Reg_prop	24	PUL0345|BACINT_04208	1331	4.4393663856622845e-05	1	23	544	566	0.9583333333333334	STP
Y_Y_Y	66	PUL0345|BACINT_04208	1331	7.558841134091266e-13	2	66	683	743	0.9848484848484849	STP
HisKA	64	PUL0345|BACINT_04208	1331	1.7614744924157032e-13	2	64	794	858	0.984375	STP
HATPase_c	111	PUL0345|BACINT_04208	1331	1.2970302416130747e-23	2	110	905	1025	0.9819819819819819	STP
Response_reg	112	PUL0345|BACINT_04208	1331	1.164782924424317e-27	1	110	1073	1182	0.9821428571428571	STP
HTH_18	81	PUL0345|BACINT_04208	1331	5.090905923105563e-20	1	79	1241	1318	0.9753086419753086	STP
Sigma70_r2	71	PUL0392|BXY_46570	171	1.6361211918717477e-10	1	69	11	77	0.971830985915493	STP
Sigma70_r4_2	54	PUL0392|BXY_46570	171	1.8637936556335788e-13	3	53	108	158	0.9444444444444444	STP
SBP_bac_1	315	PUL0414|AFK83733.1	521	9.69431540222677e-12	9	313	53	369	0.9682539682539683	STP
ATPase_2	233	PUL0414|AFK83741.1	420	1.0987009570946301e-07	2	94	4	95	0.39914163090128757	STP
AAA	132	PUL0414|AFK83746.1	332	6.052526030392385e-06	3	128	42	190	0.9545454545454546	STP
AraC_binding	136	PUL0456|PBR_RS03355	302	1.1462102682252396e-15	24	93	58	128	0.5147058823529411	STP
HTH_18	81	PUL0456|PBR_RS03355	302	2.7297754279419916e-19	1	79	219	296	0.9753086419753086	STP
PfkB	302	PUL0542|kdgK	314	2.0510843216354645e-56	3	301	2	297	0.9900662251655629	STP
AAA	132	PUL0542|orfC	266	7.295506456208676e-05	2	69	46	133	0.5151515151515151	STP
GntR	64	PUL0542|uxuR	249	8.428294828692833e-20	3	64	38	98	0.96875	STP
Response_reg	112	PUL0542|xynC	259	6.763118120104963e-31	1	112	6	119	1.0	STP
HTH_18	81	PUL0542|xynC	259	2.496949615026951e-25	1	80	176	254	0.9876543209876543	STP
dCache_1	249	PUL0542|xynD	575	3.2618615760876296e-10	6	247	45	259	0.9718875502008032	STP
HATPase_c	111	PUL0542|xynD	575	1.4114765857233239e-11	9	109	462	568	0.9099099099099099	STP
SBP_bac_1	315	PUL0542|xynE	441	2.067797092595247e-37	2	310	52	352	0.9809523809523809	STP
Reg_prop	24	PUL0553|BXY_29350	1339	2.4603003197375055e-05	2	24	30	52	0.9583333333333334	STP
Reg_prop	24	PUL0553|BXY_29350	1339	6.7998264148892e-06	4	24	341	361	0.875	STP
Reg_prop	24	PUL0553|BXY_29350	1339	7.517982455055412e-05	2	23	516	537	0.9166666666666666	STP
Y_Y_Y	66	PUL0553|BXY_29350	1339	7.104451428911364e-10	5	63	700	754	0.8939393939393939	STP
HisKA	64	PUL0553|BXY_29350	1339	5.074165116251497e-12	2	64	808	872	0.984375	STP
HATPase_c	111	PUL0553|BXY_29350	1339	5.888017256689787e-23	3	110	920	1039	0.972972972972973	STP
Response_reg	112	PUL0553|BXY_29350	1339	5.759389791542902e-28	1	111	1085	1195	0.9910714285714286	STP
HTH_18	81	PUL0553|BXY_29350	1339	1.813065473606845e-22	3	80	1255	1331	0.9629629629629629	STP
GntR	64	PUL0602|Geoth_2255	232	5.034849880368189e-20	3	64	21	81	0.96875	STP
PfkB	302	PUL0602|Geoth_2257	317	5.470259416888158e-73	3	301	2	300	0.9900662251655629	STP
SBP_bac_1	315	PUL0602|Geoth_2262	548	1.4995117803004765e-18	13	306	66	373	0.9333333333333333	STP
SBP_bac_1	315	PUL0602|Geoth_2270	440	6.339397855581576e-37	2	310	51	351	0.9809523809523809	STP
Response_reg	112	PUL0602|Geoth_2271	262	1.441350694781144e-29	1	111	6	117	0.9910714285714286	STP
HTH_18	81	PUL0602|Geoth_2271	262	4.0955939011860595e-25	1	80	175	253	0.9876543209876543	STP
dCache_1	249	PUL0602|Geoth_2272	601	9.597676604090921e-11	3	248	67	285	0.9879518072289156	STP
HATPase_c	111	PUL0602|Geoth_2272	601	1.0393581890206769e-11	9	109	487	596	0.9099099099099099	STP
Sigma70_r4_2	54	PUL0610|Rmar_1075	187	2.3389730308819445e-19	2	54	123	175	0.9814814814814815	STP
FecR	96	PUL0610|Rmar_1076	347	9.913029025452313e-21	2	96	127	222	0.9895833333333334	STP
Reg_prop	24	PUL0625|HPS56_11615	1292	4.551674144094904e-06	3	23	32	52	0.875	STP
Reg_prop	24	PUL0625|HPS56_11615	1292	6.966798951657914e-05	1	22	462	483	0.9166666666666666	STP
Y_Y_Y	66	PUL0625|HPS56_11615	1292	6.732208916906265e-06	1	48	687	732	0.7272727272727273	STP
HisKA	64	PUL0625|HPS56_11615	1292	1.013110491508228e-09	3	63	789	853	0.953125	STP
HATPase_c	111	PUL0625|HPS56_11615	1292	2.614431668166135e-22	2	110	901	1012	0.9819819819819819	STP
Response_reg	112	PUL0625|HPS56_11615	1292	3.835038493122675e-24	1	111	1042	1152	0.9910714285714286	STP
HTH_18	81	PUL0625|HPS56_11615	1292	1.6442799232044574e-24	3	79	1212	1287	0.9506172839506173	STP
Reg_prop	24	PUL0669|HMPREF1016_RS10705	1365	7.724163660756926e-05	2	24	33	55	0.9583333333333334	STP
Reg_prop	24	PUL0669|HMPREF1016_RS10705	1365	6.513804587690266e-05	4	23	396	415	0.8333333333333334	STP
Reg_prop	24	PUL0669|HMPREF1016_RS10705	1365	7.943251338802533e-06	1	23	580	602	0.9583333333333334	STP
Y_Y_Y	66	PUL0669|HMPREF1016_RS10705	1365	3.9563864479649904e-10	2	65	719	778	0.9696969696969697	STP
HisKA	64	PUL0669|HMPREF1016_RS10705	1365	1.8379783272113933e-13	2	64	830	894	0.984375	STP
HATPase_c	111	PUL0669|HMPREF1016_RS10705	1365	4.433257761177204e-25	2	110	941	1062	0.9819819819819819	STP
Response_reg	112	PUL0669|HMPREF1016_RS10705	1365	2.8626025005791093e-26	1	109	1108	1216	0.9732142857142857	STP
HTH_18	81	PUL0669|HMPREF1016_RS10705	1365	1.7537771871950718e-21	2	80	1277	1354	0.9753086419753086	STP
Y_Y_Y	66	PUL0669|HMPREF1016_RS10730	1035	1.7461231459831276e-19	1	66	703	770	1.0	STP
HisKA	64	PUL0669|HMPREF1016_RS10730	1035	1.0943268658800183e-05	1	55	817	873	0.859375	STP
HTH_18	81	PUL0669|HMPREF1016_RS10730	1035	3.3978735690905634e-19	1	80	953	1030	0.9876543209876543	STP
