Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
PUL0342|PRU_RS14005	ADE82109.1|GH3|3.2.1.37|3.2.1.55	100.0	861	0	0	1	861	1	861	0.0	1761
PUL0345|BACINT_04197	EDV05054.1|CBM4|GH10|3.2.1.8	100.0	782	0	0	1	782	1	782	0.0	1614
PUL0345|BACINT_04199	QDO69423.1|GH35	95.2	587	23	1	1	582	1	587	0.0	1142
PUL0345|BACINT_04200	QDO69422.1|CE20	99.6	556	2	0	1	556	1	556	0.0	1145
PUL0345|BACINT_04201	QBR44577.1|GH43_1	41.5	499	282	8	1	497	7	497	1.8e-113	359
PUL0345|BACINT_04202	EDV05059.1|CBM91|GH10|GH43_12|3.2.1.55	100.0	910	0	0	1	910	1	910	0.0	1917
PUL0345|BACINT_04203	EDV05060.1|GH43_1|3.2.1.37	100.0	325	0	0	1	325	1	325	1.13e-256	699
PUL0345|BACINT_04205	UCB33599.1|GH67	100.0	676	0	0	1	676	1	676	0.0	1414
PUL0345|BACINT_04210	EDV05067.1|GH8|3.2.1.8	100.0	418	0	0	1	418	1	418	0.0	883
PUL0345|BACINT_04211	UCB41903.1|CE6|GH95	99.4	1061	6	0	1	1061	1	1061	0.0	2159
PUL0345|BACINT_04213	EDV05070.1|GH5_21|3.2.1.8	100.0	660	0	0	1	660	1	660	0.0	1332
PUL0345|BACINT_04215	AXH21505.1|CBM0|GH10	100.0	746	0	0	1	746	1	746	0.0	1514
PUL0345|BACINT_04222	QDO69406.1|CE20	99.4	640	4	0	1	640	1	640	0.0	1308
PUL0345|BACINT_04223	EDV05080.1|GH115	100.0	848	0	0	1	848	1	848	0.0	1753
PUL0364|XCC4115	AAY51245.1|GH10	100.0	385	0	0	1	385	1	385	5.959999999999999e-287	781
PUL0364|XCC4116	AAM43337.1|GH2	100.0	963	0	0	1	963	1	963	0.0	1947
PUL0364|XCC4118	AAM43339.1|GH10	100.0	330	0	0	1	330	1	330	3.35e-247	676
PUL0364|XCC4121	UZK05741.1|GH43_1	73.2	485	130	0	8	492	14	498	2.12e-248	705
PUL0364|XCC4122	QCX73067.1|GH43_1	100.0	344	0	0	1	344	1	344	6.9e-263	716
PUL0392|BXY_46590	UVQ10730.1|GH67	100.0	713	0	0	1	713	1	713	0.0	1491
PUL0392|BXY_46610	UZK05741.1|GH43_1	43.7	494	265	5	2	490	8	493	1.89e-123	385
PUL0392|BXY_46620	WET84505.1|CE20	100.0	548	0	0	1	548	1	548	0.0	1136
PUL0392|BXY_46630	WET84504.1|GH13_14	100.0	668	0	0	1	668	1	668	0.0	1379
PUL0402|lilo_1425	BAL51422.1|CBM91|GH43_11	100.0	559	0	0	1	559	1	559	0.0	1173
PUL0411|xynA	CAA89207.1|GH10|3.2.1.8	100.0	369	0	0	1	369	1	369	3.83e-284	772
PUL0411|xynB	CAA89208.1|GH43_1|3.2.1.37	100.0	319	0	0	1	319	1	319	2.36e-255	695
PUL0414|AFK83726.1	AFK83726.1|GH10	100.0	401	0	0	1	401	1	401	3.86e-307	833
PUL0414|AFK83727.1	AGL63871.1|GT2	47.1	448	225	4	323	768	545	982	2.9e-119	388
PUL0414|AFK83736.1	AFK83736.1|GH1	100.0	443	0	0	1	443	1	443	0.0	927
PUL0414|AFK83737.1	AFK83737.1|GH10|3.2.1.8	100.0	476	0	0	1	476	1	476	0.0	958
PUL0415|BACOVA_00559	UVQ35602.1|GH20	100.0	691	0	0	1	691	1	691	0.0	1419
PUL0415|BACOVA_00560	UWN90297.1|GH20	100.0	774	0	0	1	774	1	774	0.0	1583
PUL0456|PBR_RS14860	UKK82140.1|CBM91|CE6|GH43_10	100.0	520	0	0	1	520	266	785	0.0	1096
PUL0456|PBR_RS02970	CAA89208.1|GH43_1|3.2.1.37	100.0	319	0	0	1	319	1	319	2.36e-255	695
PUL0456|PBR_RS02975	UKK79612.1|GH10	100.0	369	0	0	1	369	1	369	1.9e-284	773
PUL0456|PBR_RS02990	ADI70674.1|GH67|3.2.1.139	100.0	629	0	0	1	629	1	629	0.0	1325
PUL0533|BcellWH2_00953	ALJ58215.1|GH115	100.0	859	0	0	1	859	1	859	0.0	1767
PUL0533|BcellWH2_00959	ALJ58221.1|GH10	100.0	737	0	0	1	737	1	737	0.0	1489
PUL0533|BcellWH2_00960	UVP50800.1|GH30_8	100.0	546	0	0	1	546	1	546	0.0	1134
PUL0542|axe1	ABI49936.1|CE4	100.0	204	0	0	1	204	1	204	1.8499999999999998e-147	413
PUL0542|xynB2	ABI49956.1|GH52|3.2.1.37	100.0	705	0	0	1	705	1	705	0.0	1457
PUL0542|xynA2	ABI49937.1|GH10|3.2.1.8	100.0	331	0	0	1	331	1	331	1.01e-253	692
PUL0542|aguA	ABI49940.1|GH67|3.2.1.131	100.0	679	0	0	1	679	1	679	0.0	1406
PUL0542|xynB1	ABI49941.1|GH39|3.2.1.37	100.0	504	0	0	1	504	1	504	0.0	1029
PUL0542|xynA	ABI49951.1|GH10|3.2.1.8	100.0	412	0	0	1	412	1	412	4.24e-312	847
PUL0542|xynB3	WMJ15555.1|CBM91|GH43_11	100.0	535	0	0	1	535	1	535	0.0	1144
PUL0553|BXY_29170	CBK67940.1|CBM91|GH43_10	100.0	534	0	0	1	534	1	534	0.0	1117
PUL0553|BXY_29180	CBK67941.1|GH3	100.0	861	0	0	1	861	1	861	0.0	1754
PUL0553|BXY_29200	CBK67943.1|CBM91|GH43_12	100.0	555	0	0	1	555	1	555	0.0	1171
PUL0553|BXY_29210	CBK67944.1|GH31_4	100.0	814	0	0	1	814	1	814	0.0	1706
PUL0553|BXY_29220	CBK67945.1|GH97	100.0	658	0	0	1	658	1	658	0.0	1344
PUL0553|BXY_29230	QRM99014.1|CBM6|GH43_29	100.0	443	0	0	1	443	1	443	0.0	952
PUL0553|BXY_29240	CBK67947.1|CBM91|GH43_12	100.0	452	0	0	1	452	1	452	0.0	948
PUL0553|BXY_29300	CBK67953.1|CBM4|GH10	100.0	754	0	0	1	754	1	754	0.0	1553
PUL0553|BXY_29320	CBK67955.1|GH5_21	100.0	652	0	0	1	652	1	652	0.0	1342
PUL0553|BXY_29330	CBK67956.1|CBM48|CE0|CE6	100.0	607	0	0	1	607	1	607	0.0	1279
PUL0553|BXY_29340	QRM99005.1|CBM6|GH43_29	100.0	461	0	0	1	461	1	461	0.0	983
PUL0553|BXY_29360	CBK67959.1|GH95	100.0	811	0	0	1	811	1	811	0.0	1660
PUL0553|BXY_29370	CBK67960.1|GH115	100.0	856	0	0	1	856	1	856	0.0	1767
PUL0599|Clocel_2595	BAV13131.1|CBM91|GH43_11	100.0	528	0	0	1	528	1	528	0.0	1117
PUL0602|Geoth_2250	AEH48179.1|GH10	100.0	412	0	0	1	412	1	412	0.0	862
PUL0602|Geoth_2258	AEH48187.1|GH39	100.0	503	0	0	1	503	1	503	0.0	1028
PUL0602|Geoth_2259	AEH48188.1|GH67	100.0	683	0	0	1	683	1	683	0.0	1423
PUL0602|Geoth_2264	AEI87756.1|GH10	100.0	331	0	0	1	331	1	331	1.1299999999999999e-250	684
PUL0602|Geoth_2265	AEH48193.1|GH52	100.0	705	0	0	1	705	1	705	0.0	1455
PUL0602|Geoth_2266	AEH48194.1|CE4	100.0	206	0	0	1	206	1	206	2.16e-147	413
PUL0610|Rmar_1068	ACY47960.1|CBM6|CBM91|GH43_15	100.0	797	0	0	1	797	1	797	0.0	1675
PUL0610|Rmar_1069	ACY47961.1|CBM4|GH10|3.2.1.8	100.0	997	0	0	1	997	1	997	0.0	2030
PUL0610|Rmar_1069	ACY47961.1|CBM4|GH10|3.2.1.8	100.0	997	0	0	1	997	1	997	0.0	2030
PUL0610|Rmar_1069	ACY47961.1|CBM4|GH10|3.2.1.8	100.0	997	0	0	1	997	1	997	0.0	2030
PUL0610|Rmar_1069	ACY47961.1|CBM4|GH10|3.2.1.8	100.0	997	0	0	1	997	1	997	0.0	2030
PUL0610|Rmar_1069	ACY47961.1|CBM4|GH10|3.2.1.8	100.0	997	0	0	1	997	1	997	0.0	2030
PUL0610|Rmar_1074	ACY47966.1|GH10	100.0	498	0	0	1	498	1	498	0.0	1036
PUL0610|Rmar_1079	ACY47971.1|GH67	100.0	726	0	0	1	726	1	726	0.0	1508
PUL0610|Rmar_1080	ACY47972.1|GH3|3.2.1.37	100.0	792	0	0	1	792	1	792	0.0	1569
PUL0610|Rmar_1081	ACY47973.1|GH3|3.2.1.37	100.0	784	0	0	1	784	1	784	0.0	1558
PUL0617|HPS57_08475	CCG34756.1|GH67	64.2	642	218	4	7	639	5	643	1.58e-308	857
PUL0617|HPS57_08490	AAB08023.1|GH10|3.2.1.8	52.0	377	153	7	1	370	3	358	3.22e-127	375
PUL0617|HPS57_08495	ANJ46994.1|GH43_1	73.5	317	83	1	7	323	6	321	7.37e-183	512
PUL0617|HPS57_08500	BDI75066.1|GH43_35	69.6	682	202	4	10	689	34	712	0.0	997
PUL0617|HPS57_08510	UBF09302.1|GH5_21	56.7	432	168	6	1	419	1	426	2.0599999999999998e-168	492
PUL0617|HPS57_08515	UWN89389.1|GH10	51.8	716	312	15	17	716	21	719	3.9099999999999995e-239	687
PUL0619|HPS55_08890	UKK53873.1|CBM32|GH35	69.9	798	217	9	5	800	2	778	0.0	1145
PUL0620|HPS55_09945	AGB28806.1|GH128	47.2	1221	610	17	15	1213	17	1224	0.0	1043
PUL0620|HPS55_09960	AGB28798.1|GH43_19|GH51_2	57.8	1436	586	10	1	1427	1	1425	0.0	1660
PUL0622|HPS55_11545	UKK51479.1|PL11	53.8	1471	642	20	6	1460	15	1464	0.0	1492
PUL0622|HPS55_11550	BCS85397.1|GH3	67.3	841	269	3	21	860	3	838	0.0	1184
PUL0622|HPS55_11560	UKK55640.1|CBM13|GH43_7	70.7	482	133	3	1	477	1	479	4.94e-257	713
PUL0622|HPS55_11565	AGB28791.1|PL11_1	60.2	674	242	10	1	671	1	651	2.0000000000000001e-283	805
PUL0622|HPS55_11570	SCV08447.1|GH2	57.1	1010	380	6	1	991	11	986	0.0	1175
PUL0624|HPS56_01555	QQY39493.1|GH43_24	68.6	360	104	3	17	373	22	375	3.02e-190	536
PUL0624|HPS56_01565	AGB28798.1|GH43_19|GH51_2	64.6	1416	490	8	9	1415	11	1424	0.0	1885
PUL0624|HPS56_01605	AGB28806.1|GH128	46.0	1220	619	20	23	1222	26	1225	0.0	1045
PUL0625|HPS56_11565	BCS85404.1|CBM91|GH43_12	69.9	535	154	3	19	546	20	554	1.68e-279	776
PUL0625|HPS56_11570	BCS85271.1|GH115	65.9	823	263	9	19	833	21	833	0.0	1120
PUL0625|HPS56_11575	UWO00304.1|CBM91|GH43_10|GH51_2	69.0	686	207	2	13	692	7	692	0.0	1021
PUL0625|HPS56_11580	UCB40799.1|GH97	66.1	629	206	3	13	634	18	646	1.95e-310	862
PUL0625|HPS56_11585	UVQ12580.1|CBM6|GH43_29	71.6	440	124	1	17	456	22	460	1.3199999999999998e-242	675
PUL0625|HPS56_11590	UBZ12997.1|CBM48|CE0|CE6	40.7	619	299	11	38	621	318	903	1.4499999999999999e-152	468
PUL0625|HPS56_11595	UPS45859.1|GH95	65.5	821	270	4	4	812	1	820	0.0	1117
PUL0625|HPS56_11600	UKK54353.1|GH115	64.0	842	288	8	5	839	5	838	0.0	1109
PUL0625|HPS56_11620	UKK66676.1|CE1	50.0	354	162	6	11	351	4	355	2.44e-107	333
PUL0625|HPS56_11625	UPS45052.1|GH30_8	54.9	497	204	10	1	483	1	491	2.66e-180	521
PUL0630|BN138_224	CCO21321.1|CBM4|GH10|3.2.1.8	100.0	776	0	0	1	776	1	776	0.0	1574
PUL0630|BN138_225	CCO21154.1|GH115	100.0	790	0	0	1	790	1	790	0.0	1637
PUL0630|BN138_226	CCO21289.1|CE20|GH11|3.2.1.8	100.0	841	0	0	1	841	1	841	0.0	1745
PUL0630|BN138_228	CCO21151.1|GH10|3.2.1.8	100.0	376	0	0	1	376	1	376	5.0799999999999995e-288	783
PUL0630|BN138_229	CCO21213.1|GH43_1	100.0	318	0	0	1	318	1	318	1.17e-250	683
PUL0669|HMPREF1016_RS10680	QUT46121.1|GH35	99.5	569	3	0	1	569	1	569	0.0	1154
PUL0669|HMPREF1016_RS10685	QRQ48273.1|CE20	99.4	543	3	0	1	543	1	543	0.0	1121
PUL0669|HMPREF1016_RS10690	QNR95809.1|GH43_1	42.8	491	273	7	8	497	14	497	1.99e-116	367
PUL0669|HMPREF1016_RS10695	QRQ48275.1|GH43_1	99.7	323	1	0	1	323	1	323	6.53e-255	694
PUL0669|HMPREF1016_RS10700	QUT46117.1|GH67	99.7	651	2	0	1	651	44	694	0.0	1365
PUL0669|HMPREF1016_RS10710	QRQ48278.1|GH115	99.4	860	5	0	1	860	1	860	0.0	1744
PUL0669|HMPREF1016_RS10715	QRQ50431.1|CE6|GH95	99.9	716	1	0	1	716	348	1063	0.0	1469
PUL0669|HMPREF1016_RS20970	QUT46100.1|CE6|GH95	99.2	367	3	0	1	367	1	367	2.8e-265	752
PUL0669|HMPREF1016_RS19820	EFV29552.1|CE15|GH8|3.2.1.156	100.0	813	0	0	1	813	1	813	0.0	1683
PUL0669|HMPREF1016_RS10725	UWN89398.1|GH97	99.7	648	2	0	1	648	1	648	0.0	1338
PUL0669|HMPREF1016_RS10735	QRQ48282.1|GH31_4	100.0	817	0	0	1	817	1	817	0.0	1687
PUL0669|HMPREF1016_RS10740	QUT46095.1|CBM91|GH43_10	100.0	797	0	0	1	797	1	797	0.0	1635
PUL0669|HMPREF1016_RS10745	URM36442.1|CBM48|CE0	67.7	387	117	3	1	382	5	388	6.51e-192	540
PUL0669|HMPREF1016_RS10765	QRQ48287.1|GH5_21	100.0	662	0	0	1	662	1	662	0.0	1362
PUL0669|HMPREF1016_RS10770	QUT46089.1|GH10	100.0	719	0	0	1	719	1	719	0.0	1453
PUL0669|HMPREF1016_RS10800	QRQ48294.1|CBM91|GH43_12	100.0	577	0	0	1	577	1	577	0.0	1207
