Subfam Name	Subfam Composition	Subfam EC	Substrate	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
CBM22_e4	CBM22:20|GH10:20|CBM3:6	3.2.1.8:4	xylan;beta-glucan	129	PUL0263|BcellWH2_04323	772	8.572834366922862e-28	3	118	322	436	0.8992248062015504	dbCAN-sub
GH10_e28	GH10:6|CBM4:3|CBM22:2	3.2.1.8:1	xylan	257	PUL0263|BcellWH2_04323	772	2.361354809463112e-151	1	257	491	743	1.0	dbCAN-sub
GH97_e18	GH97:183|GH146:3|GH43_19:3|CE6:2	3.2.1.22:1|3.2.1.88:1	alpha-glucan;arabinan	633	PUL0289|Fjoh_3873	647	0.0	6	632	18	645	0.990521327014218	dbCAN-sub
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	arabinan;beta-glucan;xylan	251	PUL0289|Fjoh_3874	864	2.554717807918379e-113	3	246	56	304	0.9721115537848606	dbCAN-sub
GH43_e101	GH43_10:132|CBM22:17|CBM6:15|GH43_16:11|CBM2:10|GH10:5|GH43_2:4|GH43:3|GH62:2|CBM88:2|CBM9:2|CE6:1|GH8:1|CBM60:1		-	267	PUL0289|Fjoh_3875	518	3.063168782127082e-133	1	267	27	294	1.0	dbCAN-sub
CBM91_e51	CBM91:206|GH43_10:196|CBM22:29|CBM6:17|GH43_16:15|GH43:7|CBM2:6|CE0:2|CBM13:2|CBM88:2|CBM9:2|GH43_29:1|CE6:1|CBM5:1|GH30_10:1		xylan	186	PUL0289|Fjoh_3875	518	8.302460837626657e-91	2	185	331	514	0.989247311827957	dbCAN-sub
GH146_e0	GH146:409|GH97:3|GH43_19:1|GH43_34:1|CBM13:1	3.2.1.185:1	arabinan	511	PUL0289|Fjoh_3876	765	1.2604736229975796e-246	1	511	35	543	1.0	dbCAN-sub
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	PUL0289|Fjoh_3877	841	1.951416812680312e-295	3	645	36	826	0.9953560371517028	dbCAN-sub
CE6_e2	CE6:151|CE0:39|CBM48:38|GH95:11|GH51:3|GH97:2|GH43_10:2|GH43_17:1|CBM5:1|CBM4:1|GH10:1|GH43_28:1|CBM88:1|CBM9:1	3.1.1.72:6|3.1.1.73:2	xylan	111	PUL0289|Fjoh_3878	560	1.1127503443857731e-57	1	111	91	201	1.0	dbCAN-sub
CE1_e22	CE1:6|CBM48:2|CE0:2		-	206	PUL0289|Fjoh_3878	560	1.1374397831992363e-84	2	206	323	536	0.9951456310679612	dbCAN-sub
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	xylan	295	PUL0289|Fjoh_3880	571	2.5629774052015277e-167	1	295	59	353	1.0	dbCAN-sub
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1		xylan	179	PUL0289|Fjoh_3880	571	2.49440119720032e-83	1	179	390	568	1.0	dbCAN-sub
GH127_e5	GH127:146	3.2.1.-:2	pectin	539	PUL0328|GRFL_0296	722	7.913856147107953e-35	314	538	349	577	0.4174397031539889	dbCAN-sub
GH43_e21	GH43_31:29		-	429	PUL0328|GRFL_0297	813	8.195520857920454e-23	231	384	78	227	0.358974358974359	dbCAN-sub
GH43_e151	GH43_26:83|GH43_34:4|GH43:1|GH2:1		-	303	PUL0328|GRFL_0299	366	9.106555895113645e-148	1	303	43	339	1.0	dbCAN-sub
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1		-	567	PUL0328|GRFL_0300	606	6.43258339274855e-262	3	559	47	603	0.982363315696649	dbCAN-sub
GH5_e221	GH5_13:549|GH5:3|GH93:1	3.2.1.146:3	arabinogalactan	274	PUL0328|GRFL_0301	391	2.2505568889670245e-140	1	274	70	344	1.0	dbCAN-sub
GH43_e101	GH43_10:132|CBM22:17|CBM6:15|GH43_16:11|CBM2:10|GH10:5|GH43_2:4|GH43:3|GH62:2|CBM88:2|CBM9:2|CE6:1|GH8:1|CBM60:1		-	267	PUL0329|GRFL_0317	516	2.624907466604183e-129	1	267	29	294	1.0	dbCAN-sub
CBM91_e51	CBM91:206|GH43_10:196|CBM22:29|CBM6:17|GH43_16:15|GH43:7|CBM2:6|CE0:2|CBM13:2|CBM88:2|CBM9:2|GH43_29:1|CE6:1|CBM5:1|GH30_10:1		xylan	186	PUL0329|GRFL_0317	516	2.0664379767846442e-85	2	185	331	514	0.989247311827957	dbCAN-sub
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	xylan	295	PUL0329|GRFL_0318	581	1.023845625823749e-167	1	295	65	360	1.0	dbCAN-sub
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1		xylan	179	PUL0329|GRFL_0318	581	1.5077562433045243e-78	1	178	397	574	0.994413407821229	dbCAN-sub
CE20_e20	CE20:241		-	236	PUL0329|GRFL_0320	648	7.793885252924162e-94	1	235	103	535	0.9957627118644068	dbCAN-sub
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan	310	PUL0329|GRFL_0321	391	5.1696979456913635e-163	1	310	70	379	1.0	dbCAN-sub
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	arabinan;beta-glucan;xylan	251	PUL0329|GRFL_0332	735	3.301770382450697e-124	3	245	66	309	0.9681274900398408	dbCAN-sub
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan	668	PUL0329|GRFL_0333	743	0.0	1	667	45	714	0.998502994011976	dbCAN-sub
GH10_e7	GH10:66|CBM22:2|CBM4:1|CBM9:1|CBM13:1	3.2.1.8:1	xylan	329	PUL0329|GRFL_0336	382	1.506176263566581e-161	1	328	45	372	0.9969604863221884	dbCAN-sub
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	PUL0329|GRFL_0337	947	0.0	2	641	48	930	0.9907120743034056	dbCAN-sub
CE15_e14	CE15:93|CBM9:2|GH115:1|CE3:1|CBM0:1	3.1.1.-:2|3.1.1.72:1	-	369	PUL0329|GRFL_0338	439	3.4809277695308717e-152	1	369	75	438	1.0	dbCAN-sub
GH13_e102	GH13:48	3.2.1.54:1|3.2.1.135:1	alpha-glucan	320	PUL0335|SIP56320.1	616	1.8599829261652578e-163	1	319	164	484	0.996875	dbCAN-sub
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	alpha-glucan	689	PUL0335|SIP56331.1	717	0.0	5	688	19	702	0.9927431059506532	dbCAN-sub
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan;xyloglucan	222	PUL0335|SIP56336.1	750	1.008808622374765e-106	1	222	94	315	1.0	dbCAN-sub
GH158_e5	GH158:16	3.2.1.39:1	beta-glucan	132	PUL0335|SIP56337.1	430	4.0570847230058575e-81	2	131	40	169	0.9848484848484848	dbCAN-sub
GH16_e240	GH16_3:45|GH16:4|GH16_24:1|CBM88:1	3.2.1.39:1	beta-glucan	230	PUL0335|SIP56338.1	314	3.0203395961352303e-106	1	230	77	312	1.0	dbCAN-sub
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan;xyloglucan	222	PUL0336|SIP56345.1	747	1.0011423433241528e-106	1	222	91	312	1.0	dbCAN-sub
GH158_e5	GH158:16	3.2.1.39:1	beta-glucan	132	PUL0336|SIP56346.1	430	4.0570847230058575e-81	2	131	40	169	0.9848484848484848	dbCAN-sub
GH16_e240	GH16_3:45|GH16:4|GH16_24:1|CBM88:1	3.2.1.39:1	beta-glucan	230	PUL0336|SIP56347.1	314	3.0203395961352303e-106	1	230	77	312	1.0	dbCAN-sub
GT2			-	162	PUL0336|SIP56353.1	317	1.1403122746058074e-81	1	162	5	168	1.0	dbCAN-sub
GT2			-	162	PUL0337|SIP56386.1	317	1.1403122746058074e-81	1	162	5	168	1.0	dbCAN-sub
GH16_e240	GH16_3:45|GH16:4|GH16_24:1|CBM88:1	3.2.1.39:1	beta-glucan	230	PUL0337|SIP56392.1	314	3.0203395961352303e-106	1	230	77	312	1.0	dbCAN-sub
GH158_e5	GH158:16	3.2.1.39:1	beta-glucan	132	PUL0337|SIP56393.1	430	4.0570847230058575e-81	2	131	40	169	0.9848484848484848	dbCAN-sub
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan;xyloglucan	222	PUL0337|SIP56394.1	747	1.0011423433241528e-106	1	222	91	312	1.0	dbCAN-sub
GT2			-	162	PUL0338|SIP56409.1	317	1.1403122746058074e-81	1	162	5	168	1.0	dbCAN-sub
GH16_e240	GH16_3:45|GH16:4|GH16_24:1|CBM88:1	3.2.1.39:1	beta-glucan	230	PUL0338|SIP56415.1	314	3.0203395961352303e-106	1	230	77	312	1.0	dbCAN-sub
GH158_e5	GH158:16	3.2.1.39:1	beta-glucan	132	PUL0338|SIP56416.1	430	4.0570847230058575e-81	2	131	40	169	0.9848484848484848	dbCAN-sub
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan;xyloglucan	222	PUL0338|SIP56417.1	747	1.0011423433241528e-106	1	222	91	312	1.0	dbCAN-sub
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	alpha-glucan	689	PUL0338|SIP56422.1	717	0.0	5	688	19	702	0.9927431059506532	dbCAN-sub
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	alpha-glucan	689	PUL0339|SIP56437.1	718	0.0	4	688	19	703	0.9941944847605224	dbCAN-sub
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan;xyloglucan	222	PUL0339|SIP56440.1	750	2.8230709099140064e-106	1	222	94	315	1.0	dbCAN-sub
GH16_e240	GH16_3:45|GH16:4|GH16_24:1|CBM88:1	3.2.1.39:1	beta-glucan	230	PUL0339|SIP56442.1	496	1.5296944739883476e-109	1	230	259	492	1.0	dbCAN-sub
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan	351	PUL0339|SIP56449.1	814	1.6229759290314837e-167	2	349	161	529	0.9914529914529916	dbCAN-sub
GH10_e109	GH10:54|CBM48:3|CE0:3|CBM85:1	3.2.1.8:2	xylan	324	PUL0342|PRU_RS13995	726	8.485125610795399e-174	1	324	35	368	1.0	dbCAN-sub
CBM48_e44	CBM48:75|CE0:72|GH10:18	3.2.1.8:5|3.1.1.73:2	alpha-glucan	68	PUL0342|PRU_RS13995	726	5.482167227170559e-41	1	68	402	469	1.0	dbCAN-sub
CE1_e22	CE1:6|CBM48:2|CE0:2		-	206	PUL0342|PRU_RS13995	726	2.626162485234605e-44	2	204	516	719	0.9854368932038836	dbCAN-sub
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	alpha-galactan;beta-fucosides	743	PUL0342|PRU_RS14000	821	6.3422509252587615e-301	2	729	19	758	0.9798115746971736	dbCAN-sub
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	arabinan;beta-glucan;xylan	251	PUL0342|PRU_RS14005	861	2.090550540895458e-107	3	247	56	306	0.9760956175298804	dbCAN-sub
CBM4_e6	CBM4:22|GH10:22|CBM0:7	3.2.1.8:5	xylan;beta-glucan	122	PUL0345|BACINT_04197	782	5.742829962239822e-26	1	121	168	296	0.9918032786885246	dbCAN-sub
CBM4_e6	CBM4:22|GH10:22|CBM0:7	3.2.1.8:5	xylan;beta-glucan	122	PUL0345|BACINT_04197	782	1.9549171092379204e-24	1	120	321	447	0.9836065573770492	dbCAN-sub
GH10_e28	GH10:6|CBM4:3|CBM22:2	3.2.1.8:1	xylan	257	PUL0345|BACINT_04197	782	1.8892059239683253e-151	1	257	494	752	1.0	dbCAN-sub
GH35_e44	GH35:96		-	181	PUL0345|BACINT_04199	582	1.8694569814021058e-89	1	180	47	226	0.994475138121547	dbCAN-sub
CE20_e6	CE20:16		-	232	PUL0345|BACINT_04200	556	6.518481450210888e-82	1	231	118	550	0.9956896551724138	dbCAN-sub
GH10_e83	GH10:216|GH43_12:4|GH43_1:3|CE0:2	3.2.1.8:21|3.2.1.55:1	xylan	341	PUL0345|BACINT_04202	910	1.0800143348999526e-164	1	340	31	368	0.997067448680352	dbCAN-sub
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	xylan	295	PUL0345|BACINT_04202	910	1.7542578685753015e-145	1	295	412	706	1.0	dbCAN-sub
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1		xylan	179	PUL0345|BACINT_04202	910	3.3374865660678314e-51	5	177	730	907	0.9664804469273744	dbCAN-sub
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan	310	PUL0345|BACINT_04203	325	4.0416160198180966e-157	1	309	8	318	0.9967741935483873	dbCAN-sub
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan	668	PUL0345|BACINT_04205	676	7.802612275420437e-292	83	667	67	641	0.875748502994012	dbCAN-sub
GH8_e37	GH8:24|CBM6:6|CBM36:6|GH26:2|GH5:1|GH5_55:1	3.2.1.8:3|3.2.1.4:2	cellulose;xylan	315	PUL0345|BACINT_04210	418	1.2639396466002304e-132	1	315	96	410	1.0	dbCAN-sub
CE6_e2	CE6:151|CE0:39|CBM48:38|GH95:11|GH51:3|GH97:2|GH43_10:2|GH43_17:1|CBM5:1|CBM4:1|GH10:1|GH43_28:1|CBM88:1|CBM9:1	3.1.1.72:6|3.1.1.73:2	xylan	111	PUL0345|BACINT_04211	1061	1.336454088851231e-57	2	110	75	183	0.981981981981982	dbCAN-sub
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	alpha-galactan;beta-fucosides	743	PUL0345|BACINT_04211	1061	0.0	2	729	267	997	0.9798115746971736	dbCAN-sub
CE1_e22	CE1:6|CBM48:2|CE0:2		-	206	PUL0345|BACINT_04212	294	3.397713513377248e-40	3	204	48	282	0.9805825242718448	dbCAN-sub
GH5_e243	GH5_21:28|GH43_10:5	3.2.1.8:2	xylan	275	PUL0345|BACINT_04213	660	1.4466376829474034e-164	1	275	76	356	1.0	dbCAN-sub
CBM4_e6	CBM4:22|GH10:22|CBM0:7	3.2.1.8:5	xylan;beta-glucan	122	PUL0345|BACINT_04215	746	1.5668045259112181e-22	2	112	312	433	0.9098360655737704	dbCAN-sub
GH10_e5	GH10:38|CBM4:15|CBM0:9	3.2.1.8:4	xylan	262	PUL0345|BACINT_04215	746	3.387744497692324e-137	1	262	481	742	1.0	dbCAN-sub
CE20_e6	CE20:16		-	232	PUL0345|BACINT_04222	641	4.909144019387949e-79	1	230	99	529	0.9913793103448276	dbCAN-sub
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	PUL0345|BACINT_04223	848	4.156972577716767e-297	2	645	51	835	0.9969040247678018	dbCAN-sub
GH10_e125	GH10:236	3.2.1.-:1	xylan	349	PUL0364|XCC4115	385	8.904489821246532e-196	1	349	26	374	1.0	dbCAN-sub
GH2_e127	GH2:646|CBM32:8|CBM35:1	3.2.1.23:2	beta-galactan	717	PUL0364|XCC4116	963	2.033454535258456e-289	6	716	81	899	0.99163179916318	dbCAN-sub
GH10_e0	GH10:443|CBM4:6|CBM6:3|CBM22:2	3.2.1.8:6	xylan	284	PUL0364|XCC4118	330	2.6938951732525308e-154	2	284	37	319	0.9964788732394366	dbCAN-sub
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan	310	PUL0364|XCC4122	344	1.4984163808036494e-154	1	309	22	330	0.9967741935483873	dbCAN-sub
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan	668	PUL0392|BXY_46590	713	0.0	80	667	69	681	0.8802395209580839	dbCAN-sub
CE20_e6	CE20:16		-	232	PUL0392|BXY_46620	548	2.403961555665555e-78	1	232	102	542	1.0	dbCAN-sub
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	alpha-glucan	92	PUL0392|BXY_46630	668	4.7554582980863105e-20	13	89	46	126	0.8369565217391305	dbCAN-sub
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	alpha-glucan	310	PUL0392|BXY_46630	668	1.6314799141450317e-143	1	310	203	527	1.0	dbCAN-sub
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	arabinan;xylan	292	PUL0402|lilo_1425	559	8.287392251927267e-140	1	292	5	306	1.0	dbCAN-sub
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1		xylan	200	PUL0402|lilo_1425	559	1.5006408968325514e-74	1	199	335	538	0.995	dbCAN-sub
GH10_e83	GH10:216|GH43_12:4|GH43_1:3|CE0:2	3.2.1.8:21|3.2.1.55:1	xylan	341	PUL0411|xynA	369	5.966909673420298e-161	1	340	27	366	0.997067448680352	dbCAN-sub
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan	310	PUL0411|xynB	319	1.0961316904836892e-139	4	310	9	316	0.9903225806451612	dbCAN-sub
GH10_e83	GH10:216|GH43_12:4|GH43_1:3|CE0:2	3.2.1.8:21|3.2.1.55:1	xylan	341	PUL0414|AFK83726.1	401	2.6423297491168454e-65	97	339	31	294	0.7126099706744868	dbCAN-sub
GH1_e107	GH1:2214|GH5_19:1	3.2.1.21:51|3.2.1.38:2|3.2.1.-:1	beta-fucosides;beta-glucan;polyphenol	435	PUL0414|AFK83736.1	443	2.0708392707868808e-187	1	433	6	438	0.9954022988505749	dbCAN-sub
GH10_e126	GH10:10|CBM22:1	3.2.1.8:1	xylan	336	PUL0414|AFK83737.1	476	1.402360939396678e-178	1	336	121	463	1.0	dbCAN-sub
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan	351	PUL0415|BACOVA_00559	691	4.212893709413171e-162	2	348	150	498	0.9886039886039886	dbCAN-sub
CBM32_e198	CBM32:19|GH20:19		host glycan	96	PUL0415|BACOVA_00559	691	3.9651371510404087e-22	2	94	584	675	0.96875	dbCAN-sub
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan	351	PUL0415|BACOVA_00560	774	9.902441484415195e-174	2	349	153	510	0.9914529914529916	dbCAN-sub
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan	310	PUL0456|PBR_RS02970	319	1.0961316904836892e-139	4	310	9	316	0.9903225806451612	dbCAN-sub
GH10_e83	GH10:216|GH43_12:4|GH43_1:3|CE0:2	3.2.1.8:21|3.2.1.55:1	xylan	341	PUL0456|PBR_RS02975	369	4.971463574749024e-161	1	340	27	366	0.997067448680352	dbCAN-sub
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan	668	PUL0456|PBR_RS02990	629	9.31661177220986e-258	107	666	82	628	0.8383233532934131	dbCAN-sub
GH43_e82	GH43_10:63|CBM6:1	3.2.1.55:1	xylan	267	PUL0456|PBR_RS14860	520	1.861481669753076e-134	1	267	22	287	1.0	dbCAN-sub
CBM91_e4	CBM91:98|GH43_10:98|CE6:5|CBM6:3|GH43_29:1		xylan	204	PUL0456|PBR_RS14860	520	4.457308670067572e-84	1	203	315	515	0.9950980392156864	dbCAN-sub
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	PUL0533|BcellWH2_00953	859	3.929984669465719e-277	5	644	43	842	0.9907120743034056	dbCAN-sub
GH10_e62	GH10:9		-	249	PUL0533|BcellWH2_00959	737	3.6472945428304456e-147	4	249	495	734	0.9879518072289156	dbCAN-sub
