Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
WP_008762326.1	QCW79542.1|GH101	55.4	462	206	0	52	513	607	1068	8.08e-172	518
WP_008762477.1	UYU98014.1|GH2	100.0	604	0	0	1	604	1	604	0.0	1285
WP_008762490.1	UBD13163.1|GH92	100.0	763	0	0	1	763	1	763	0.0	1608
WP_008762569.1	UYV00117.1|GT2	100.0	814	0	0	1	814	1	814	0.0	1630
WP_008762690.1	UVR93075.1|GH18	100.0	367	0	0	1	367	1	367	2.92e-287	780
WP_008762717.1	UML63037.1|GH130_3	100.0	383	0	0	1	383	1	383	4.5899999999999996e-299	811
WP_008762721.1	UVP61109.1|GH92	100.0	760	0	0	1	760	1	760	0.0	1589
WP_008762750.1	AIF26613.1|GT119	57.6	523	207	9	79	596	1	513	1.12e-198	591
WP_008763197.1	2817|Capep1_GeneCatalog_proteins_20160826.aa.fasta|GT2	52.0	471	216	4	3	463	10	480	1.62e-156	468
WP_008763215.1	CAN80640.1|GT47	44.6	424	225	8	2	417	940	1361	1.07e-103	340
WP_008763228.1	QYO62262.1|GH13	64.1	343	121	1	1	343	1	341	4.29e-140	417
WP_008763274.1	UVP28547.1|GH0	100.0	426	0	0	1	426	1	426	0.0	906
WP_008763294.1	BCG55022.1|GT2	66.9	369	122	0	1	369	6	374	2.1599999999999998e-176	510
WP_008763318.1	AHC21644.1|GH1	48.3	505	257	2	6	509	11	512	3.24e-162	476
WP_008763364.1	QCW79542.1|GH101	54.7	457	207	0	60	516	612	1068	8.15e-166	503
WP_008763529.1	ABM98857.1|GT4	65.6	305	105	0	2	306	7	311	2.35e-149	428
WP_008763540.1	UVO72500.1|GH18	100.0	375	0	0	1	375	1	375	1.9900000000000001e-289	786
WP_008763710.1	WOK04910.1|GT28	47.0	445	233	3	6	448	379	822	1.55e-129	400
WP_008763712.1	UML62732.1|GT119	100.0	438	0	0	1	438	1	438	1.52e-300	820
WP_008763973.1	UVQ27314.1|GH29	100.0	484	0	0	1	484	1	484	0.0	1010
WP_008764019.1	UYU86554.1|PL10_1	100.0	364	0	0	1	364	1	364	1.04e-274	748
WP_008764196.1	UVP30870.1|GH29	100.0	463	0	0	1	463	1	463	0.0	971
WP_008764202.1	UVS14660.1|GH92	100.0	779	0	0	1	779	1	779	0.0	1622
WP_008764235.1	QQA07900.1|CBM50|GH23	100.0	431	0	0	1	431	1	431	0.0	864
WP_008764238.1	UVS14699.1|GT19	100.0	378	0	0	1	378	1	378	3.2600000000000003e-276	753
WP_008764306.1	UVV86744.1|GH38	100.0	849	0	0	1	849	1	849	0.0	1766
WP_008764307.1	UML63318.1|GH92	100.0	782	0	0	1	782	1	782	0.0	1616
WP_008764308.1	UVQ71545.1|CBM32|GH2	100.0	1027	0	0	1	1027	1	1027	0.0	2108
WP_008764318.1	UVV86762.1|CE20	100.0	662	0	0	1	662	1	662	0.0	1353
WP_008764319.1	UVQ43913.1|GH92	100.0	757	0	0	1	757	1	757	0.0	1580
WP_008764320.1	QMW86447.1|GH92	100.0	717	0	0	1	717	1	717	0.0	1491
WP_008764376.1	SCV06544.1|GH97	59.3	514	200	4	17	527	18	525	5.26e-217	639
WP_008764387.1	QZU85089.1|PL9_1	100.0	535	0	0	1	535	1	535	0.0	1080
WP_008764390.1	QMW86516.1|PL26	100.0	1098	0	0	1	1098	1	1098	0.0	2277
WP_008764392.1	UVO75614.1|PL11_1	100.0	613	0	0	1	613	1	613	0.0	1293
WP_008764442.1	UVP30646.1|GH2	100.0	1124	0	0	1	1124	1	1124	0.0	2347
WP_008764444.1	UYU86681.1|CBM0	100.0	857	0	0	1	857	1	857	0.0	1719
WP_008764450.1	ALJ43383.1|GH110	100.0	615	0	0	1	615	1	615	0.0	1264
WP_008764451.1	UVP30655.1|GH109	100.0	419	0	0	1	419	1	419	0.0	877
WP_008764459.1	13268|Pensub1_GeneCatalog_proteins_20160929.aa.fasta|GH131	45.5	523	260	9	3	501	15	536	2.02e-139	425
WP_008764473.1	UYV00765.1|GT4	100.0	577	0	0	1	577	1	577	0.0	1176
WP_008764493.1	QMW86642.1|GH57	100.0	460	0	0	1	460	1	460	0.0	915
WP_008764525.1	UML63597.1|GH89	100.0	736	0	0	1	736	1	736	0.0	1513
WP_008764572.1	BDF71684.1|CBM50	56.3	327	142	1	36	361	36	362	9.01e-114	343
WP_008764740.1	UBD14138.1|GH97	100.0	719	0	0	1	719	1	719	0.0	1486
WP_008764749.1	1161|Capcor1_GeneCatalog_proteins_20160826.aa.fasta|GH76	47.0	860	437	7	6	855	7	857	5.28e-245	714
WP_008764765.1	201643|Melli1_GeneCatalog_proteins_20150227.aa.fasta|GT1	44.1	589	304	10	5	574	1316	1898	4.59e-136	444
WP_008764981.1	UVP28105.1|GH18	100.0	306	0	0	1	306	1	306	1.2700000000000001e-223	614
WP_008764982.1	UVO73075.1|GH18	100.0	508	0	0	1	508	1	508	0.0	1028
WP_008765197.1	CAD7252417.1|GH13_48	56.3	584	244	7	129	706	341	919	4.54e-192	592
WP_008765249.1	UYU99406.1|GH43_31	100.0	330	0	0	1	330	1	330	5.38e-253	690
WP_008765260.1	UVO70321.1|GT2	79.8	188	38	0	1	188	1	188	2.14e-103	308
WP_008765261.1	UVS14346.1|GT2	100.0	323	0	0	1	323	1	323	5.11e-243	664
WP_008765267.1	QMW85306.1|GT2	100.0	327	0	0	1	327	1	327	2.8399999999999998e-242	663
WP_008765269.1	QMW85304.1|GT2	100.0	266	0	0	1	266	1	266	5.28e-196	541
WP_008765270.1	UVS14355.1|GT8	100.0	309	0	0	1	309	1	309	1.1e-230	632
WP_008765272.1	UVQ70388.1|GT14	100.0	286	0	0	1	286	1	286	1.5999999999999998e-216	594
WP_008765273.1	QMW85301.1|GT14	100.0	288	0	0	1	288	1	288	7.93e-218	598
WP_008765275.1	UVS14359.1|GT2	100.0	332	0	0	1	332	1	332	9.22e-246	672
WP_008765276.1	UML62182.1|GT129	100.0	414	0	0	1	414	1	414	4.2999999999999996e-297	809
WP_008765277.1	UYU86119.1|GT4	100.0	379	0	0	1	379	1	379	2.15e-286	779
WP_008765278.1	UVV81139.1|GT0	100.0	370	0	0	1	370	1	370	1.05e-277	756
WP_008765279.1	UYU86121.1|GT4	100.0	383	0	0	1	383	1	383	4.01e-284	773
WP_008765332.1	UML60522.1|GT35	100.0	852	0	0	1	852	1	852	0.0	1774
WP_008765419.1	UYU87092.1|GT30	100.0	407	0	0	1	407	1	407	1.12e-309	840
WP_008765453.1	ARA85284.1|CE12	53.8	331	152	1	5	334	43	373	1.97e-118	359
WP_008765513.1	CAE6204650.1|GH28	51.4	601	282	5	2	593	745	1344	1.07e-205	617
WP_008765523.1	CAG7883609.1|GT1	57.0	901	354	6	3	901	170	1039	0.0	964
WP_008765558.1	UVR90240.1|CE9	100.0	388	0	0	1	388	1	388	1.7000000000000001e-283	772
WP_008765565.1	UVQ68721.1|GH97	100.0	671	0	0	1	671	1	671	0.0	1405
WP_008765636.1	UYU85178.1|GH13_38	100.0	565	0	0	1	565	1	565	0.0	1185
WP_008765716.1	ACT97502.1|GH78	87.6	226	28	0	812	1037	321	546	1.0999999999999999e-119	384
WP_008765726.1	AGL63717.1|GT4	49.3	625	297	7	192	813	106	713	7.51e-193	574
WP_008765733.1	UVQ68471.1|CBM50	100.0	487	0	0	1	487	1	487	2.97e-279	770
WP_008765769.1	UVV59894.1|PL1_2	100.0	560	0	0	1	560	1	560	0.0	1140
WP_008765772.1	ALJ42138.1|GH2	100.0	882	0	0	1	882	1	882	0.0	1813
WP_008765773.1	UVV83778.1|GH139	100.0	803	0	0	1	803	1	803	0.0	1684
WP_008765774.1	UVV83777.1|CE20	100.0	477	0	0	1	477	1	477	0.0	980
WP_008765808.1	UVV83745.1|GH78	100.0	953	0	0	1	953	1	953	0.0	1956
WP_008765809.1	UVQ68395.1|GH142|GH143	100.0	1109	0	0	1	1109	1	1109	0.0	2325
WP_008765812.1	UVQ68392.1|PL1_2	100.0	579	0	0	1	579	1	579	0.0	1214
WP_008765826.1	QUT38388.1|GH18	100.0	340	0	0	1	340	1	340	4.32e-264	719
WP_008765880.1	UVP27471.1|GT2	100.0	299	0	0	1	299	1	299	2.37e-220	605
WP_008765881.1	UVQ40856.1|GT2	100.0	395	0	0	1	395	1	395	2.42e-282	770
WP_008765892.1	UVQ82524.1|GT0	66.8	376	121	2	1	376	1	372	1.42e-178	506
WP_008765893.1	QMW88186.1|GT101	100.0	303	0	0	1	303	1	303	8.02e-230	629
WP_008765895.1	UVP27458.1|GT2	100.0	283	0	0	1	283	1	283	1.36e-211	582
WP_008765898.1	AAO76290.1|GT2	100.0	912	0	0	1	912	425	1336	0.0	1769
WP_008766013.1	AAO75580.1|GT2	100.0	313	0	0	1	313	1	313	2.8200000000000003e-235	644
WP_008766015.1	UVO72358.1|GT0	100.0	404	0	0	1	404	1	404	1.02e-299	815
WP_008766020.1	QWA11134.1|GT2	48.5	367	173	4	6	370	289	641	4.89e-113	348
WP_008766031.1	UYU86495.1|CBM93|GH33	100.0	544	0	0	1	544	1	544	0.0	1078
WP_008766053.1	UYU99963.1|CE2	100.0	366	0	0	1	366	1	366	1.55e-277	755
WP_008766055.1	UYU81713.1|CE20	100.0	884	0	0	1	884	1	884	0.0	1858
WP_008766062.1	CAG9867742.1|CBM93|GH33	92.5	307	23	0	1	307	1	307	5.2e-189	555
WP_008766156.1	QQA06967.1|GH25	100.0	297	0	0	1	297	1	297	3.65e-223	612
WP_008766169.1	QMW87348.1|CBM32|GH35	100.0	779	0	0	1	779	1	779	0.0	1622
WP_008766190.1	ALJ42646.1|GH43_24	100.0	493	0	0	1	493	1	493	0.0	1027
WP_008766191.1	UVP27235.1|GH43_24	100.0	582	0	0	1	582	1	582	0.0	1184
WP_008766207.1	UVP60126.1|GT4	100.0	158	0	0	1	158	1	158	6.3399999999999995e-112	319
WP_008766215.1	UVQ40562.1|GT1	100.0	375	0	0	1	375	1	375	6.319999999999999e-277	754
WP_008766267.1	QCW79542.1|GH101	53.0	462	211	1	55	510	607	1068	1.3500000000000002e-161	491
WP_008766346.1	BBF72686.1|GT2	53.0	338	154	3	3	338	8	342	4.68e-113	354
WP_008766584.1	UYU88361.1|GH127	100.0	687	0	0	1	687	1	687	0.0	1441
WP_008766598.1	UVP60810.1|GH43_24	100.0	345	0	0	1	345	1	345	1.78e-270	736
WP_008766599.1	UVQ69762.1|GH38	100.0	370	0	0	1	370	1	370	4.5000000000000003e-259	739
WP_008766732.1	WEA01439.1|CBM13	46.9	405	162	12	53	453	50	405	1.8600000000000002e-103	324
WP_008766740.1	UVQ67937.1|GH97	100.0	649	0	0	1	649	1	649	0.0	1330
WP_008766744.1	QMW87197.1|CBM6|GH28	100.0	1097	0	0	1	1097	1	1097	0.0	2248
WP_008766777.1	UVQ24042.1|GH18	100.0	313	0	0	1	313	1	313	6.43e-241	658
WP_008766874.1	UVQ67800.1|GH88	100.0	434	0	0	1	434	1	434	0.0	895
WP_008766895.1	UYU84591.1|CBM32	100.0	444	0	0	1	444	1	444	0.0	897
WP_008766924.1	UML63073.1|GT119	100.0	485	0	0	1	485	1	485	0.0	939
WP_008766952.1	QZU85561.1|GT32	100.0	233	0	0	1	233	1	233	7.52e-184	507
WP_008766953.1	QZU80127.1|GT32	100.0	224	0	0	1	224	1	224	1.15e-169	471
WP_008767002.1	UYV00210.1|GH13_46	100.0	617	0	0	1	617	1	617	0.0	1274
WP_008767003.1	QMW86074.1|GH97	100.0	738	0	0	1	738	1	738	0.0	1533
WP_008767015.1	UYU82245.1|GH105	100.0	381	0	0	1	381	1	381	3.1e-296	804
WP_008767016.1	UML62944.1|PL42	100.0	431	0	0	1	431	1	431	0.0	910
WP_008767017.1	UVQ27618.1|GH43_24	100.0	345	0	0	1	345	1	345	3.62e-269	733
WP_008767018.1	UYU82248.1|GH16_3|GH43_24	100.0	631	0	0	1	631	1	631	0.0	1348
WP_008767024.1	UVV86388.1|GH154	100.0	673	0	0	1	673	1	673	0.0	1382
WP_008767025.1	ALJ60895.1|GH105	70.7	547	156	1	43	585	383	929	5.75e-302	849
WP_008767026.1	UVV57703.1|GH43_34	100.0	333	0	0	1	333	1	333	3.1299999999999997e-258	704
WP_008767027.1	UYV00181.1|GH127	100.0	668	0	0	1	668	1	668	0.0	1392
WP_008767035.1	UYV00173.1|GH29	100.0	547	0	0	1	547	1	547	0.0	1169
WP_008767036.1	UVS13652.1|GH97	100.0	638	0	0	1	638	1	638	0.0	1320
WP_008767043.1	UVO75141.1|GH97	100.0	647	0	0	1	647	1	647	0.0	1346
WP_008767047.1	UYV00165.1|CBM91|GH43_19|GH43_9	100.0	811	0	0	1	811	1	811	0.0	1717
WP_008767048.1	UVQ71158.1|GH43_19	100.0	323	0	0	1	323	1	323	1.7799999999999998e-243	665
WP_008767049.1	UML62915.1|CBM32|GH35	100.0	778	0	0	1	778	1	778	0.0	1611
WP_008767086.1	UWP49468.1|GT2	58.0	460	172	6	2	459	824	1264	7.86e-167	508
WP_008767094.1	CAG9867742.1|CBM93|GH33	84.0	307	49	0	1	307	1	307	2.23e-170	507
WP_008767100.1	UVV57750.1|CE20	100.0	474	0	0	1	474	1	474	0.0	974
WP_008767151.1	UVP30037.1|GT121	100.0	529	0	0	1	529	1	529	0.0	1022
WP_008767165.1	UYU98031.1|GT121	100.0	537	0	0	1	537	1	537	0.0	1076
WP_008767170.1	UYU75570.1|GH76	100.0	420	0	0	1	420	1	420	0.0	862
WP_008767173.1	UVV81777.1|GH76	100.0	428	0	0	1	428	2	429	0.0	899
WP_008767181.1	UBD12631.1|GH43_31	100.0	327	0	0	1	327	1	327	1.42e-251	686
WP_008767184.1	UVQ42883.1|GH43_3	100.0	325	0	0	1	325	1	325	1.17e-249	681
WP_008767185.1	UYU99412.1|GH159	100.0	341	0	0	1	341	1	341	2.7200000000000003e-272	740
WP_008767196.1	QQA08878.1|GH146	100.0	655	0	0	1	655	1	655	0.0	1325
WP_008767197.1	UVQ42895.1|GH106|GH43_26	100.0	1544	0	0	1	1544	1	1544	0.0	3224
WP_008767198.1	UVQ70429.1|GH88	100.0	402	0	0	1	402	1	402	2.71e-303	823
WP_008767201.1	UYU86071.1|GH154	100.0	407	0	0	1	407	1	407	3.74e-308	836
WP_008767206.1	UVS26213.1|GH105	100.0	360	0	0	1	360	1	360	7.939999999999999e-277	753
WP_008767207.1	UVS14310.1|GH2	100.0	604	0	0	1	604	1	604	0.0	1261
WP_008767224.1	UVP29445.1|GT4	100.0	399	0	0	1	399	1	399	3.13e-296	805
WP_008767225.1	ADV42877.1|GT4	62.4	372	140	0	1	372	1	372	1.95e-158	455
WP_008767232.1	QLK59446.1|GT0	61.9	373	138	2	3	375	2	370	7.38e-163	466
WP_008767234.1	UYU99457.1|GT4	100.0	421	0	0	1	421	1	421	0.0	868
WP_008767236.1	QMW85374.1|GH92	100.0	897	0	0	1	897	1	897	0.0	1876
WP_008767237.1	UVQ70464.1|GH76	100.0	396	0	0	1	396	1	396	3.4100000000000004e-303	823
WP_008767247.1	UVS14275.1|GH115	100.0	789	0	0	1	789	1	789	0.0	1598
WP_008767248.1	UML62271.1|GH43_24	100.0	460	0	0	1	460	1	460	0.0	972
WP_008767250.1	QZU86492.1|GH105|PL33_2	100.0	980	0	0	1	980	1	980	0.0	1997
WP_008767251.1	UVP30832.1|PL8_3	100.0	719	0	0	1	719	1	719	0.0	1491
WP_008767256.1	UVS54119.1|GH2	100.0	702	0	0	1	702	1	702	0.0	1458
WP_008767292.1	UVQ42992.1|CBM32	100.0	298	0	0	1	298	1	298	3.95e-223	612
WP_008767299.1	UYU85970.1|GH154	100.0	415	0	0	1	415	1	415	1.54e-311	845
WP_008767322.1	UYU65230.1|GH18	100.0	321	0	0	1	321	1	321	5.89e-232	636
WP_008767323.1	WDE98580.1|GH29	38.8	510	283	11	21	517	19	512	4.4e-107	348
WP_008767349.1	UVP61718.1|GH31_14	100.0	712	0	0	1	712	1	712	0.0	1469
WP_008767356.1	UYU75859.1|GH2	100.0	734	0	0	1	734	1	734	0.0	1498
WP_008767358.1	QZU80937.1|GH43	100.0	376	0	0	1	376	1	376	1.26e-297	807
WP_008767372.1	QUT73221.1|GH43_31	100.0	329	0	0	1	329	1	329	1.7300000000000002e-253	691
WP_008767469.1	UBD12901.1|CE4	100.0	204	0	0	1	204	1	204	2.17e-155	433
WP_008767535.1	UML62613.1|PL8_2	100.0	1025	0	0	1	1025	1	1025	0.0	2096
WP_008767539.1	UVQ70850.1|PL29	100.0	868	0	0	1	868	1	868	0.0	1743
WP_008767570.1	UBD13025.1|GT2	100.0	336	0	0	1	336	1	336	2.7599999999999997e-249	681
WP_008767592.1	UYU79708.1|GT2	100.0	633	0	0	1	633	1	633	0.0	1262
WP_008767593.1	UVR92669.1|GT2	55.7	375	164	2	9	381	12	386	2.46e-144	429
WP_008767622.1	UVQ76108.1|GT121	38.5	512	305	6	18	526	6	510	3.72e-104	327
WP_008767655.1	UVS26660.1|GH43_26	100.0	365	0	0	1	365	1	365	6.38e-290	786
WP_008767669.1	WRQ53122.1|GH2	42.9	546	234	20	25	547	629	1119	5.26e-120	386
WP_008767670.1	QGJ70829.1|GH2	40.6	451	227	7	25	440	496	940	1.41e-104	347
WP_008767687.1	UBD13130.1|GH76	100.0	492	0	0	1	492	1	492	0.0	1007
WP_008767695.1	BCA48091.1|CBM0	65.2	687	239	0	148	834	16	702	0.0	981
WP_008767698.1	UYU84207.1|GH43_26	100.0	370	0	0	1	370	1	370	3.3e-290	788
WP_008767711.1	ALJ40737.1|GH29	100.0	438	0	0	1	438	1	438	0.0	930
WP_008767763.1	UVQ41905.1|GH3	100.0	954	0	0	1	954	1	954	0.0	1912
WP_008767764.1	UYU83216.1|CE20	100.0	572	0	0	1	572	1	572	0.0	1123
WP_008767767.1	ALJ40807.1|GH2	100.0	1231	0	0	1	1231	1	1231	0.0	2522
WP_008767768.1	UVP28550.1|CBM0	100.0	578	0	0	1	578	1	578	0.0	1184
WP_008767782.1	UVQ41887.1|GH32	100.0	610	0	0	1	610	1	610	0.0	1254
WP_008767789.1	AMJ18631.1|GT2	48.2	1200	568	16	9	1182	3	1174	0.0	1048
WP_008767801.1	2074615|Phoaln1_GeneCatalog_proteins_20160826.aa.fasta|GT1	34.1	1244	663	36	48	1210	66	1233	1.1900000000000001e-167	551
WP_008767823.1	UYU91123.1|GT4	100.0	392	0	0	1	392	1	392	2.95e-286	780
WP_008767894.1	UVQ41739.1|GH18	100.0	554	0	0	1	554	1	554	0.0	1120
WP_008767964.1	CAD7235639.1|GT2	45.2	542	288	7	10	549	135	669	1.0900000000000001e-155	467
WP_009039942.1	UML59533.1|GH27	100.0	845	0	0	1	845	1	845	0.0	1712
WP_009039952.1	QMW87128.1|GT4	100.0	371	0	0	1	371	1	371	1.96e-278	758
WP_009039953.1	UYU81643.1|GT0	100.0	373	0	0	1	373	1	373	4.31e-283	770
WP_009039954.1	UML59520.1|GT4	100.0	374	0	0	1	374	1	374	5.219999999999999e-280	762
WP_009039956.1	AAO75158.1|GT2	100.0	326	0	0	1	326	1	326	2.42e-238	653
WP_011107074.1	UML59513.1|GT2	100.0	310	0	0	1	310	1	310	7.379999999999999e-225	617
WP_011107076.1	QMW87123.1|GT2	100.0	158	0	0	1	158	1	158	5.87e-117	332
WP_011107077.1	UML59516.1|GT101	100.0	311	0	0	1	311	1	311	1.34e-232	637
WP_011107129.1	UBD09847.1|PL40	100.0	918	0	0	1	918	1	918	0.0	1871
WP_011107138.1	UYU64590.1|GH88	100.0	406	0	0	1	406	1	406	5.33e-312	846
WP_011107146.1	UML59627.1|GT51	100.0	772	0	0	1	772	1	772	0.0	1574
WP_011107153.1	CUS04494.1|GH39	57.5	913	373	7	9	914	14	918	0.0	997
WP_011107154.1	UVV82810.1|GH23	100.0	462	0	0	1	462	1	462	0.0	937
WP_011107188.1	UVV60166.1|PL27	100.0	202	0	0	1	202	1	202	2.06e-143	419
WP_011107206.1	UYU87210.1|GH141	100.0	616	0	0	1	616	1	616	0.0	1271
WP_011107207.1	QMW87394.1|GH31_3	100.0	748	0	0	1	748	1	748	0.0	1592
WP_011107210.1	UVS52648.1|GH51_1	100.0	514	0	0	1	514	1	514	0.0	1057
WP_011107211.1	UVQ68121.1|GH146	100.0	802	0	0	1	802	1	802	0.0	1641
WP_011107212.1	AXV50356.1|GH43_3	62.6	361	128	2	26	379	331	691	3.2399999999999997e-159	468
WP_011107215.1	UVS11360.1|GH43_4	100.0	641	0	0	1	641	1	641	0.0	1332
WP_011107221.1	UVO72222.1|GH43_4	100.0	513	0	0	1	513	1	513	0.0	1083
WP_011107222.1	WOG19987.1|GH51_2	100.0	660	0	0	1	660	1	660	0.0	1374
WP_011107229.1	CAI32746.1|GT4	52.4	433	167	5	6	438	1	394	4.1e-146	427
WP_011107231.1	VEJ19452.1|GT4	63.4	339	116	3	7	344	373	704	5.68e-136	408
WP_011107233.1	AOP03843.1|GT0	68.0	391	119	1	11	395	12	402	1.25e-192	543
WP_011107241.1	UYU86640.1|GT4	100.0	383	0	0	1	383	1	383	3.03e-279	761
WP_011107242.1	UML59848.1|GT0	100.0	368	0	0	1	368	1	368	1.22e-275	751
WP_011107244.1	UVO72249.1|GT4	100.0	364	0	0	1	364	1	364	7.88e-270	736
WP_011107262.1	CAN65674.1|GH28	42.9	546	282	7	73	614	111	630	6.35e-136	434
WP_011107267.1	UYU86340.1|GH89	100.0	730	0	0	1	730	1	730	0.0	1553
WP_011107274.1	AAO75563.1|GH20|3.2.1.52	100.0	670	0	0	1	670	1	670	0.0	1393
WP_011107276.1	UVQ68221.1|GH2	100.0	864	0	0	1	864	1	864	0.0	1785
WP_011107277.1	QMW87506.1|GH20	100.0	774	0	0	1	774	1	774	0.0	1587
WP_011107278.1	UVS11460.1|GH20	100.0	691	0	0	1	691	1	691	0.0	1409
WP_011107279.1	UYU91199.1|GH2	100.0	839	0	0	1	839	1	839	0.0	1734
WP_011107280.1	QAY63367.1|GT2	57.7	291	119	1	1	291	316	602	2.71e-111	339
WP_011107288.1	UML59930.1|GT4	100.0	368	0	0	1	368	1	368	4.2600000000000004e-276	752
WP_011107289.1	UYU62255.1|GT2	100.0	274	0	0	1	274	1	274	7.82e-202	556
WP_011107301.1	UYU95295.1|GH20	100.0	767	0	0	1	767	1	767	0.0	1571
WP_011107319.1	4571|Exoaq1_GeneCatalog_proteins_20160901.aa.fasta|GH89	45.7	383	180	4	4	384	53	409	1.19e-112	342
WP_011107334.1	UYU63865.1|CBM50	100.0	588	0	0	1	588	1	588	0.0	1161
WP_011107343.1	CAI32746.1|GT4	52.2	433	168	5	6	438	1	394	4.1e-146	427
WP_011107345.1	QQN33861.1|GT0	55.9	379	155	4	4	381	2	369	1.54e-142	416
WP_011107353.1	UVQ68785.1|GT4	100.0	379	0	0	1	379	1	379	1.01e-275	752
WP_011107354.1	UVP55341.1|GT4	100.0	396	0	0	1	396	1	396	2.5799999999999998e-298	810
WP_011107394.1	UYU85090.1|CE9	100.0	390	0	0	1	390	1	390	7.549999999999999e-288	783
WP_011107423.1	203|Pocchl1_GeneCatalog_proteins_20170916.aa.fasta|GH24	41.2	628	291	11	3	554	313	938	8.94e-141	436
WP_011107424.1	AMJ20543.1|GH13_11	49.5	426	195	3	1	423	1	409	6.45e-139	409
WP_011107425.1	UVQ68669.1|GT51	100.0	779	0	0	1	779	1	779	0.0	1564
WP_011107432.1	UYU85165.1|GH2	100.0	682	0	0	1	682	1	682	0.0	1426
WP_011107440.1	AAO75878.1|GH13_8	100.0	670	0	0	1	670	1	670	0.0	1414
WP_011107458.1	3824|Marbr1_GeneCatalog_proteins_20141203.aa.fasta|GT1	33.1	1119	612	27	12	1108	1181	2184	6.22e-175	573
WP_011107472.1	AVI59029.1|GT2	47.7	438	221	5	1	437	1	431	1.32e-130	389
WP_011107501.1	UYU95742.1|CBM32	100.0	440	0	0	1	440	1	440	0.0	882
WP_011107525.1	XAQ46651.1|GT2	49.9	473	208	4	1	467	1	450	1.15e-154	461
WP_011107553.1	QMW88016.1|GH2	100.0	950	0	0	1	950	1	950	0.0	1970
WP_011107554.1	UYU85552.1|GH2	100.0	1092	0	0	1	1092	1	1092	0.0	2259
WP_011107562.1	UVS11825.1|GH141	100.0	619	0	0	1	619	1	619	0.0	1301
WP_011107563.1	UYU60744.1|GH127	100.0	698	0	0	1	698	1	698	0.0	1446
WP_011107571.1	UYU85537.1|GH105	100.0	400	0	0	1	400	1	400	1.02e-306	832
WP_011107572.1	UVP27566.1|GH140	100.0	483	0	0	1	483	1	483	0.0	1024
