CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Gene Strand	Gene Annotation
CGC5	CAZyme	NC_004663.1	WP_008765772.1	1205904	1208552	-	CAZyme|GH2_e50+SULFATLAS|S1_20
CGC5	CAZyme	NC_004663.1	WP_008765773.1	1208581	1210992	-	CAZyme|GH139_e0
CGC5	CAZyme	NC_004663.1	WP_008765774.1	1211002	1212435	-	CAZyme|CE20_e10+SULFATLAS|S1_7
CGC5	CAZyme	NC_004663.1	WP_370448176.1	1212438	1215722	-	CAZyme|GH106_e44
CGC6	TF	NC_004663.1	WP_008765779.1	1221693	1222379	-	TF|Trans_reg_C+STP|Response_reg+STP|Trans_reg_C
CGC6	null	NC_004663.1	WP_032840993.1	1222502	1222918	+	null
CGC6	CAZyme	NC_004663.1	WP_011107553.1	1222940	1225792	-	CAZyme|GH2_e106+SULFATLAS|S1_19
CGC6	CAZyme	NC_004663.1	WP_011107554.1	1225844	1229122	-	CAZyme|GH2_e1+SULFATLAS|S1_19
CGC6	TC	NC_004663.1	WP_011107555.1	1229478	1230977	+	TC|9.B.238.3.6
CGC6	TF	NC_004663.1	WP_011107556.1	1230974	1231819	-	TF|HTH_AraC+STP|AraC_binding+STP|HTH_18
CGC6	CAZyme	NC_004663.1	WP_162303160.1	1232033	1236271	-	CAZyme|GH137_e0|GH2_e99|CBM57_e0|CBM97
CGC6	CAZyme	NC_004663.1	WP_162303161.1	1236402	1239101	-	CAZyme|GH138_e0
CGC7	CAZyme	NC_004663.1	WP_011107598.1	1332865	1335186	+	CAZyme|GH20_e12+SULFATLAS|S1_16
CGC7	STP	NC_004663.1	WP_008763536.1	1335246	1336238	-	STP|FecR
CGC7	TF	NC_004663.1	WP_008763535.1	1336402	1337010	+	TF|GerE+STP|Sigma70_r2+STP|Sigma70_r4_2
CGC8	TF	NC_004663.1	WP_225011821.1	1462994	1463299	+	TF|0038966
CGC8	CAZyme	NC_004663.1	WP_011107641.1	1463435	1464553	+	CAZyme|GT94_e7
CGC8	CAZyme	NC_004663.1	WP_054958832.1	1464600	1465544	+	CAZyme|GT2+TC|4.D.1.1.3
CGC8	TC	NC_004663.1	WP_008765891.1	1465568	1467043	+	TC|2.A.66.2.23
CGC8	CAZyme	NC_004663.1	WP_008765892.1	1467040	1468170	+	CAZyme|GT4_e1235
CGC8	CAZyme	NC_004663.1	WP_008765893.1	1468183	1469094	+	CAZyme|GT101_e12
CGC8	CAZyme	NC_004663.1	WP_011107643.1	1469098	1470252	+	CAZyme|GT4_e1077
CGC8	CAZyme	NC_004663.1	WP_008765895.1	1470264	1471115	+	CAZyme|GT2+TC|4.D.1.1.3
CGC9	CAZyme	NC_004663.1	WP_008767711.1	2313348	2314664	-	CAZyme|GH29_e63+SULFATLAS|S1_17
CGC9	null	NC_004663.1	WP_008763215.1	2314782	2316053	-	null
CGC9	TF	NC_004663.1	WP_008767710.1	2316050	2316538	-	TF|0041150
CGC10	TF	NC_004663.1	WP_008765464.1	2362093	2362683	-	TF|GerE+STP|Sigma70_r2+STP|Sigma70_r4_2
CGC10	CAZyme	NC_004663.1	WP_072067209.1	2362810	2365002	-	CAZyme|GH92_e0
CGC11	CAZyme	NC_004663.1	WP_011108035.1	2370306	2371532	-	CAZyme|GH76_e19
CGC11	TF	NC_004663.1	WP_008765470.1	2371809	2372267	-	TF|CSD
CGC12	TF	NC_004663.1	WP_008766583.1	2628782	2629759	-	TF|GntR+STP|Peripla_BP_3
CGC12	CAZyme	NC_004663.1	WP_008766584.1	2629926	2631989	+	CAZyme|GH127_e7
CGC13	TF	NC_004663.1	WP_008766589.1	2637169	2637903	-	TF|GntR
CGC13	null	NC_004663.1	WP_008766590.1	2638033	2640726	+	null
CGC13	CAZyme	NC_004663.1	WP_011108135.1	2640758	2643901	+	CAZyme|GH92_e21
CGC14	TF	NC_004663.1	WP_011108164.1	2762259	2762840	-	TF|GerE+STP|Sigma70_r2+STP|Sigma70_r4_2
CGC14	CAZyme	NC_004663.1	WP_011108165.1	2762989	2765265	-	CAZyme|GH92_e18
CGC15	CAZyme	NC_004663.1	WP_011108296.1	3043152	3046085	-	CAZyme|GH2_e98|CBM32_e133
CGC15	TC	NC_004663.1	WP_008763641.1	3046175	3047515	-	TC|3.A.23.1.1+TF|0037176+STP|Response_reg+STP|AAA+STP|HTH_8
CGC15	TF	NC_004663.1	WP_008765135.1	3050154	3050522	+	TF|0038701
CGC16	TC	NC_004663.1	WP_011108397.1	3258569	3259849	-	TC|3.A.23.1.1+TF|0037176+STP|Response_reg+STP|HTH_8
CGC16	STP	NC_004663.1	WP_011108398.1	3259854	3262226	-	STP|HisKA+STP|HATPase_c+STP|Response_reg
CGC16	CAZyme	NC_004663.1	WP_011108399.1	3262908	3264857	-	CAZyme|GH97_e5
CGC16	SULFATLAS	NC_004663.1	WP_011108400.1	3264883	3266193	-	SULFATLAS|S1_14
CGC16	CAZyme	NC_004663.1	WP_011108401.1	3266202	3268370	-	CAZyme|GH67_e0
CGC16	CAZyme	NC_004663.1	WP_011108402.1	3268467	3270020	-	CAZyme|GH76_e36
CGC17	TF	NC_004663.1	WP_011108407.1	3277939	3281976	-	TF|0035607+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC17	CAZyme	NC_004663.1	WP_011108408.1	3282187	3284469	+	CAZyme|GH92_e18
CGC17	null	NC_004663.1	WP_004304952.1	3284523	3285473	+	null
CGC17	CAZyme	NC_004663.1	WP_011108409.1	3285526	3286683	+	CAZyme|GH76_e42
CGC17	CAZyme	NC_004663.1	WP_011108410.1	3286743	3288188	+	CAZyme|GH125_e1
CGC18	CAZyme	NC_004663.1	WP_225011825.1	3515348	3516469	+	CAZyme|GH16_3+SULFATLAS|S1_19
CGC18	CAZyme	NC_004663.1	WP_011108502.1	3516595	3517638	+	CAZyme|GH18_e33
CGC18	TF	NC_004663.1	WP_011108503.1	3518178	3522095	-	TF|HTH_AraC+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC19	CAZyme	NC_004663.1	WP_008765249.1	3618732	3619724	-	CAZyme|GH43_31
CGC19	null	NC_004663.1	WP_224200505.1	3619770	3621038	-	null
CGC19	TF	NC_004663.1	WP_011108527.1	3621614	3625594	-	TF|0035607+STP|Reg_prop+STP|Reg_prop+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC19	CAZyme	NC_004663.1	WP_008767181.1	3626229	3627212	-	CAZyme|GH43_31+SULFATLAS|S1_7
CGC19	CAZyme	NC_004663.1	WP_011108528.1	3627234	3629267	-	CAZyme|GH182
CGC19	CAZyme	NC_004663.1	WP_008767184.1	3629527	3630504	-	CAZyme|GH43_3
CGC19	CAZyme	NC_004663.1	WP_008767185.1	3630640	3631665	-	CAZyme|GH159_e7+SULFATLAS|S1_4
CGC20	CAZyme	NC_004663.1	WP_011108530.1	3642019	3644565	-	CAZyme|GH116_e6
CGC20	null	NC_004663.1	WP_008767194.1	3644584	3646008	-	null
CGC20	TF	NC_004663.1	WP_008767195.1	3646091	3646972	-	TF|0036286+TF|0035607+STP|AraC_binding+STP|HTH_18
CGC20	CAZyme	NC_004663.1	WP_008767196.1	3647317	3649284	-	CAZyme|GH146_e3
CGC20	CAZyme	NC_004663.1	WP_008767197.1	3649296	3653930	-	CAZyme|GH43_26|GH106_e18+SULFATLAS|S1_22
CGC20	CAZyme	NC_004663.1	WP_008767198.1	3653945	3655153	-	CAZyme|GH88_e11+SULFATLAS|S1_27
CGC21	CAZyme	NC_004663.1	WP_008767206.1	3666005	3667087	-	CAZyme|GH105_e29+SULFATLAS|S1_16
CGC21	CAZyme	NC_004663.1	WP_008767207.1	3667119	3668933	-	CAZyme|GH2_e14+SULFATLAS|S1_22
CGC21	TF	NC_004663.1	WP_011108531.1	3669244	3673260	-	TF|HTH_AraC+TF|HTH_AraC+STP|Reg_prop+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC22	TF	NC_004663.1	WP_008767245.1	3724799	3725635	+	TF|HTH_AraC+STP|AraC_binding+STP|HTH_18
CGC22	CAZyme	NC_004663.1	WP_008767247.1	3725843	3728212	-	CAZyme|GH115_e4
CGC22	CAZyme	NC_004663.1	WP_008767248.1	3728218	3729600	-	CAZyme|GH43_24+SULFATLAS|S1_6
CGC22	null	NC_004663.1	WP_008761827.1	3730365	3731222	-	null
CGC22	CAZyme	NC_004663.1	WP_008767250.1	3731488	3734430	-	CAZyme|GH105_e29|PL33_2+SULFATLAS|S1_16
CGC22	CAZyme	NC_004663.1	WP_008767251.1	3734427	3736586	-	CAZyme|PL8_3
CGC23	CAZyme	NC_004663.1	WP_008767256.1	3743935	3746043	-	CAZyme|GH2_e108
CGC23	CAZyme	NC_004663.1	WP_032841307.1	3746063	3747493	-	CAZyme|GH29_e8+SULFATLAS|S1_17
CGC23	TC	NC_004663.1	WP_011108547.1	3747864	3751904	-	TC|9.B.259.2.2+TF|HTH_AraC+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC23	null	NC_004663.1	WP_011108548.1	3752330	3753103	+	null
CGC23	TF	NC_004663.1	WP_011108549.1	3753178	3753528	+	TF|0036286+STP|HTH_18
CGC24	CAZyme	NC_004663.1	WP_011108580.1	3798016	3800607	-	CAZyme|GH3_e0+SULFATLAS|S1_15
CGC24	TF	NC_004663.1	WP_011108581.1	3801071	3801646	-	TF|GerE+STP|Sigma70_r2+STP|Sigma70_r4_2
CGC25	TF	NC_004663.1	WP_011108607.1	3864475	3868605	+	TF|0035607+STP|Reg_prop+STP|Reg_prop+STP|Reg_prop+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC25	CAZyme	NC_004663.1	WP_008767322.1	3868574	3869539	-	CAZyme|GH18_e39
CGC26	CAZyme	NC_004663.1	WP_008767356.1	3925763	3927967	-	CAZyme|GH2_e14+SULFATLAS|S1_22
CGC26	SULFATLAS	NC_004663.1	WP_062694127.1	3928001	3929668	-	SULFATLAS|S1_4
CGC26	CAZyme	NC_004663.1	WP_008767358.1	3929665	3930795	-	CAZyme|GH43_e30+SULFATLAS|S1_7
CGC26	CAZyme	NC_004663.1	WP_306465282.1	3932466	3934463	-	CAZyme|GH51_2
CGC26	TC	NC_004663.1	WP_011108633.1	3934719	3938750	+	TC|9.B.238.3.3+TF|HTH_AraC+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC27	TF	NC_004663.1	WP_008767385.1	3979378	3980247	-	TF|0036286+TF|HTH_AraC+STP|AraC_binding+STP|HTH_18
CGC27	TC	NC_004663.1	WP_008767386.1	3980272	3981147	-	TC|2.A.7.3.47
CGC27	CAZyme	NC_004663.1	WP_011108647.1	3981331	3982770	-	CAZyme|CE20_e34+SULFATLAS|S1_7
CGC28	CAZyme	NC_004663.1	WP_011108651.1	3989587	3991794	-	CAZyme|GH92_e0
CGC28	CAZyme	NC_004663.1	WP_011108652.1	3991841	3993997	-	CAZyme|GH36_e24
CGC28	CAZyme	NC_004663.1	WP_011108653.1	3994022	3995968	-	CAZyme|CE20_e20+SULFATLAS|S1_7
CGC28	CAZyme	NC_004663.1	WP_048698132.1	3995977	3997998	-	CAZyme|GH36_e23
CGC28	TF	NC_004663.1	WP_011108655.1	3998176	4001991	-	TF|HTH_AraC+STP|Reg_prop+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC29	TF	NC_004663.1	WP_022251786.1	4017138	4017353	-	TF|0043707
CGC29	CAZyme	NC_004663.1	WP_011108674.1	4018183	4020609	+	CAZyme|GH95_e15+SULFATLAS|S1_7
CGC30	CAZyme	NC_004663.1	WP_011108684.1	4040676	4044560	+	CAZyme|GH31_18|CBM32_e89
CGC30	null	NC_004663.1	WP_011108685.1	4044771	4045532	+	null
CGC30	CAZyme	NC_004663.1	WP_011108686.1	4045654	4047087	-	CAZyme|CE20_e10+SULFATLAS|S1_7
CGC30	TF	NC_004663.1	WP_011108687.1	4047270	4051202	-	TF|HTH_AraC+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC30	CAZyme	NC_004663.1	WP_011108688.1	4051327	4053774	-	CAZyme|GH95_e0+SULFATLAS|S1_11
CGC31	CAZyme	NC_004663.1	WP_016269243.1	4229123	4231276	-	CAZyme|GH31_1
CGC31	CAZyme	NC_004663.1	WP_011108750.1	4231298	4233775	-	CAZyme|GH3_e137+SULFATLAS|S1_15
CGC31	CAZyme	NC_004663.1	WP_011108751.1	4233887	4235074	-	CAZyme|GH76_e42
CGC31	TC	NC_004663.1	WP_011108752.1	4235444	4239544	+	TC|2.A.21.9.2+TF|HTH_AraC+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC32	TF	NC_004663.1	WP_011108846.1	4461160	4465197	+	TF|0036286+TF|HTH_AraC+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC32	CAZyme	NC_004663.1	WP_008767655.1	4465787	4466884	+	CAZyme|GH43_26+SULFATLAS|S1_22
CGC33	CAZyme	NC_004663.1	WP_011108907.1	4676457	4677635	-	CAZyme|CE15_e7+PEPTIDASE|S09.UPW
CGC33	TF	NC_004663.1	WP_008767092.1	4677750	4678895	-	TF|0036286+TF|0035607+STP|Peripla_BP_3+STP|HTH_18
CGC34	CAZyme	NC_004663.1	WP_008767049.1	4732770	4735106	+	CAZyme|GH35_e43|CBM32_e42+SULFATLAS|S1_20
CGC34	CAZyme	NC_004663.1	WP_008767048.1	4735177	4736148	+	CAZyme|GH43_19
CGC34	CAZyme	NC_004663.1	WP_008767047.1	4736190	4738625	+	CAZyme|GH43_9|CBM91_e36|GH43_19
CGC34	CAZyme	NC_004663.1	WP_011108921.1	4738696	4741173	+	CAZyme|GH51_2
CGC34	CAZyme	NC_004663.1	WP_011108922.1	4742081	4744555	-	CAZyme|GH31_4
CGC34	TF	NC_004663.1	WP_011108923.1	4744640	4747354	-	TF|0035607+STP|Reg_prop+STP|Y_Y_Y+STP|HTH_18
CGC34	CAZyme	NC_004663.1	WP_008767043.1	4747582	4749525	+	CAZyme|GH97_e18
CGC34	CAZyme	NC_004663.1	WP_011108924.1	4749697	4751082	+	CAZyme|GH43_34|CBM32_e40
CGC34	null	NC_004663.1	WP_008767038.1	4751182	4751343	+	null
CGC34	CAZyme	NC_004663.1	WP_234135610.1	4751286	4752698	+	CAZyme|GH43_10|CBM91_e38+SULFATLAS|S1_7
CGC34	CAZyme	NC_004663.1	WP_008767036.1	4752710	4754626	+	CAZyme|GH97_e16+SULFATLAS|S1_8
CGC34	CAZyme	NC_004663.1	WP_008767035.1	4754745	4756388	+	CAZyme|GH29_e82+SULFATLAS|S1_14
CGC34	null	NC_004663.1	WP_008767034.1	4756400	4756789	+	null
CGC34	TF	NC_004663.1	WP_008767033.1	4756866	4757726	-	TF|0036286+STP|HTH_18
CGC35	CAZyme	NC_004663.1	WP_008767027.1	4766676	4768682	-	CAZyme|GH127_e4+SULFATLAS|S1_7
CGC35	CAZyme	NC_004663.1	WP_008767026.1	4768720	4769721	-	CAZyme|GH43_34
CGC35	null	NC_004663.1	WP_008767025.1	4769933	4771693	+	null
CGC35	CAZyme	NC_004663.1	WP_008767024.1	4771690	4773711	+	CAZyme|GH154_e20
CGC35	TC	NC_004663.1	WP_008767023.1	4773945	4778090	+	TC|9.B.34.1.7+TF|0035607+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC36	CAZyme	NC_004663.1	WP_008762717.1	4905117	4906268	-	CAZyme|GH130_3
CGC36	CAZyme	NC_004663.1	WP_011108967.1	4908210	4909373	-	CAZyme|GH76_e42
CGC36	null	NC_004663.1	WP_011108968.1	4909408	4910355	-	null
CGC36	CAZyme	NC_004663.1	WP_008762721.1	4910414	4912696	-	CAZyme|GH92_e18
CGC36	TF	NC_004663.1	WP_011108970.1	4912906	4916943	+	TF|HTH_AraC+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC37	CAZyme	NC_004663.1	WP_011108980.1	4933624	4935705	-	CAZyme|GH36_e10
CGC37	CAZyme	NC_004663.1	WP_011108981.1	4935716	4937098	-	CAZyme|GH29_e37|CBM32_e126+SULFATLAS|S1_14
CGC37	SULFATLAS	NC_004663.1	WP_011108982.1	4937104	4938573	-	SULFATLAS|S1_27
CGC37	TC	NC_004663.1	WP_070750721.1	4938807	4942907	+	TC|3.E.1.5.3+TF|0035607+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC37	TC	NC_004663.1	WP_008762735.1	4942909	4944282	-	TC|3.A.23.1.1+TF|HTH_8+STP|Response_reg+STP|AAA+STP|HTH_8
CGC38	CAZyme	NC_004663.1	WP_008764196.1	5140401	5141792	+	CAZyme|GH29_e74|CBM32_e191+SULFATLAS|S1_14
CGC38	TF	NC_004663.1	WP_011109039.1	5142097	5146044	+	TF|HTH_AraC+STP|Reg_prop+STP|Y_Y_Y+STP|HTH_18
CGC39	CAZyme	NC_004663.1	WP_011109041.1	5151875	5153401	+	CAZyme|CBM32_e210+PEPTIDASE|C02.UPA
CGC39	null	NC_004663.1	WP_008764200.1	5153427	5154662	+	null
CGC39	CAZyme	NC_004663.1	WP_008760881.1	5154944	5157229	+	CAZyme|GH92_e18
CGC39	CAZyme	NC_004663.1	WP_008764202.1	5157236	5159575	+	CAZyme|GH92_e0
CGC39	null	NC_004663.1	WP_008764203.1	5159605	5160399	+	null
CGC39	CAZyme	NC_004663.1	WP_061474357.1	5160413	5162752	+	CAZyme|GH92_e0
CGC39	TF	NC_004663.1	WP_011109043.1	5162880	5163671	-	TF|LytTR+STP|Response_reg+STP|LytTR
CGC40	CAZyme	NC_004663.1	WP_011109052.1	5196633	5198900	-	CAZyme|GH92_e18
CGC40	CAZyme	NC_004663.1	WP_011109053.1	5198998	5201274	-	CAZyme|GH92_e0
CGC40	STP	NC_004663.1	WP_162303128.1	5201306	5202316	-	STP|FecR
CGC40	TF	NC_004663.1	WP_011109055.1	5202354	5202908	-	TF|GerE+STP|Sigma70_r2+STP|Sigma70_r4_2
CGC40	CAZyme	NC_004663.1	WP_011109056.1	5202936	5205167	-	CAZyme|GH92_e0
CGC41	TF	NC_004663.1	WP_008760912.1	5209116	5209457	+	TF|0042546
CGC41	TC	NC_004663.1	WP_008760913.1	5209459	5211702	-	TC|3.A.23.6.1
CGC41	CAZyme	NC_004663.1	WP_008764235.1	5211775	5213070	-	CAZyme|GH23_e209|CBM50_e207
CGC42	TF	NC_004663.1	WP_008760954.1	5303772	5304296	+	TF|GerE+STP|Sigma70_r2+STP|Sigma70_r4_2
CGC42	null	NC_004663.1	WP_008760955.1	5304372	5304602	+	null
CGC42	CAZyme	NC_004663.1	WP_008764306.1	5304610	5307159	+	CAZyme|GH38_e23
CGC42	CAZyme	NC_004663.1	WP_008764307.1	5307194	5309542	+	CAZyme|GH92_e20
CGC42	CAZyme	NC_004663.1	WP_008764308.1	5309556	5312639	+	CAZyme|GH2_e98|CBM32_e133
CGC42	null	NC_004663.1	WP_008764309.1	5313405	5314808	+	null
CGC42	CAZyme	NC_004663.1	WP_011109093.1	5314879	5317557	+	CAZyme|CBM67_e28|GH78_e6
CGC42	CAZyme	NC_004663.1	WP_008764311.1	5317567	5318433	+	CAZyme|CE1_e22+PEPTIDASE|S09.UPW
CGC43	CAZyme	NC_004663.1	WP_008760990.1	5371714	5372913	+	CAZyme|GH105_e41
CGC43	CAZyme	NC_004663.1	WP_011109103.1	5372923	5373891	+	CAZyme|CE8_e86+PEPTIDASE|A02.UPW
CGC43	CAZyme	NC_004663.1	WP_061474328.1	5374032	5375744	+	CAZyme|CE12_e30|CE8_e86+SULFATLAS|S1_4
CGC43	TC	NC_004663.1	WP_011109105.1	5375810	5380345	+	TC|9.B.238.3.6+TF|HTH_AraC+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC44	CAZyme	NC_004663.1	WP_011109109.1	5388189	5389682	-	CAZyme|PL1_2
CGC44	CAZyme	NC_004663.1	WP_011109110.1	5389689	5391260	-	CAZyme|PL1_2
CGC44	TC	NC_004663.1	WP_011109111.1	5391544	5392338	+	TC|9.B.116.3.3
CGC44	TF	NC_004663.1	WP_011109112.1	5392342	5393154	+	TF|LytTR
CGC44	CAZyme	NC_004663.1	WP_224200600.1	5393782	5395284	+	CAZyme|PL1_2
CGC45	CAZyme	NC_004663.1	WP_011109116.1	5402817	5404403	+	CAZyme|GH28_e64+SULFATLAS|S1_15
CGC45	TC	NC_004663.1	WP_011109117.1	5404636	5408988	-	TC|9.B.34.1.7+TF|HTH_AraC+TF|HTH_AraC+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC46	CAZyme	NC_004663.1	WP_011109123.1	5427009	5428826	-	CAZyme|GH29_e30|CBM32_e126|CBM32_e126+SULFATLAS|S1_16
CGC46	TF	NC_004663.1	WP_011109124.1	5429325	5433257	+	TF|HTH_AraC+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC47	CAZyme	NC_004663.1	WP_008764387.1	5487885	5489492	+	CAZyme|PL9_e24
CGC47	null	NC_004663.1	WP_008764388.1	5489514	5490167	+	null
CGC47	CAZyme	NC_004663.1	WP_008764390.1	5490420	5493716	+	CAZyme|PL26_e0
CGC47	CAZyme	NC_004663.1	WP_032840507.1	5493795	5495429	-	CAZyme|CE12_e36|CE12_e36+SULFATLAS|S1_20
CGC47	CAZyme	NC_004663.1	WP_008764392.1	5496857	5498698	+	CAZyme|PL11_1
CGC47	CAZyme	NC_004663.1	WP_011109152.1	5498702	5500099	+	CAZyme|GH105_e7
CGC47	null	NC_004663.1	WP_008759851.1	5500130	5500444	+	null
CGC47	TF	NC_004663.1	WP_011109153.1	5500587	5504888	+	TF|HTH_AraC+STP|Reg_prop+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC47	CAZyme	NC_004663.1	WP_062695974.1	5505045	5506823	+	CAZyme|CE4_e17
CGC47	CAZyme	NC_004663.1	WP_370448178.1	5506868	5507674	+	CAZyme|CE20_e26+SULFATLAS|S1_9
CGC47	CAZyme	NC_004663.1	WP_011109155.1	5508327	5511296	-	CAZyme|GH2_e41+SULFATLAS|S1_20
CGC47	TC	NC_004663.1	WP_011109156.1	5511384	5515679	-	TC|9.B.334.1.2+TF|HTH_AraC+STP|Reg_prop+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC47	CAZyme	NC_004663.1	WP_011109157.1	5516024	5517337	+	CAZyme|PL9_1
CGC47	null	NC_004663.1	WP_011109158.1	5517450	5518100	-	null
CGC47	CAZyme	NC_004663.1	WP_011109159.1	5518174	5519850	-	CAZyme|GH43_10|CBM91_e10+SULFATLAS|S1_7
CGC47	null	NC_004663.1	WP_011109160.1	5520015	5521247	-	null
CGC47	CAZyme	NC_004663.1	WP_011109161.1	5521399	5523015	-	CAZyme|GH28_e64+SULFATLAS|S1_15
CGC48	CAZyme	NC_004663.1	WP_062695564.1	5711295	5713724	-	CAZyme|GH20_e12+SULFATLAS|S1_16
CGC48	TF	NC_004663.1	WP_011109206.1	5713882	5714583	-	TF|0038753+STP|cNMP_binding
CGC49	CAZyme	NC_004663.1	WP_011109236.1	5786139	5787779	-	CAZyme|GH20_e12+SULFATLAS|S1_16
CGC49	CAZyme	NC_004663.1	WP_011109237.1	5787985	5790198	+	CAZyme|GH84_e9
CGC49	TF	NC_004663.1	WP_011109238.1	5790293	5791180	-	TF|0035607+TF|HTH_AraC+STP|AraC_binding+STP|HTH_18
CGC50	TF	NC_004663.1	WP_011109350.1	6060322	6061863	-	TF|HTH_11
CGC50	SULFATLAS	NC_004663.1	WP_008766896.1	6062271	6063830	-	SULFATLAS|S1_15
CGC50	CAZyme	NC_004663.1	WP_008766895.1	6063874	6065208	-	CAZyme|CBM32_e66
CGC51	CAZyme	NC_004663.1	WP_008760377.1	6104875	6106983	-	CAZyme|PL12_2
CGC51	TC	NC_004663.1	WP_008760378.1	6107409	6111470	-	TC|3.E.1.5.3+TF|HTH_AraC+STP|Reg_prop+STP|Reg_prop+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC52	TC	NC_004663.1	WP_162303138.1	6126437	6129964	-	TC|9.B.238.3.3+TF|0036286+TF|HTH_AraC+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|HTH_18
CGC52	null	NC_004663.1	WP_008760389.1	6130115	6130666	+	null
CGC52	CAZyme	NC_004663.1	WP_055300818.1	6130802	6131980	+	CAZyme|PL13_e0
CGC53	CAZyme	NC_004663.1	WP_162303180.1	6188153	6190501	+	CAZyme|GH3_e1+SULFATLAS|S1_7
CGC53	null	NC_004663.1	WP_008766771.1	6190607	6191083	-	null
