Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
PO116_RS22870	QQA10529.1|GT2	99.7	304	1	0	1	304	1	304	9.06e-226	619
PO116_RS02495	UYU93346.1|GH2	99.2	1093	9	0	1	1093	1	1093	0.0	2244
PO116_RS06575	UVQ24543.1|CBM32	100	377	0	0	1	377	1	377	1.14e-274	749
PO116_RS06580	BCA48580.1|GH136	100	887	0	0	1	887	1	887	0.0	1781
PO116_RS06585	BCA48581.1|CBM67|GH136|GH78	100	1214	0	0	1	1214	1	1214	0.0	2543
PO116_RS06590	BCA48582.1|GH3	100	759	0	0	1	759	1	759	0.0	1506
PO116_RS06595	UVQ24539.1|GH35	100	559	0	0	1	559	1	559	0.0	1150
FE838_RS01115	ASV45029.1|GH23	28.4	1857	994	52	5	1764	1560	3177	2.82e-164	567
FE838_RS03920	QMW85306.1|GT2	100	326	0	0	2	327	2	327	9.25e-242	661
FE838_RS03950	QMW85311.1|GT2	100	323	0	0	1	323	1	323	2.02e-243	665
FE838_RS24055	ALJ40523.1|GH127	100	687	0	0	1	687	1	687	0.0	1441
BMZ52_RS00010	UYU63455.1|GT4	100	440	0	0	1	440	1	440	0.0	873
BMZ52_RS00015	UYU63456.1|GT2	100	321	0	0	1	321	1	321	3.21e-239	654
BMZ52_RS00030	UYU63459.1|GT4	100	365	0	0	1	365	1	365	1.16e-261	715
BMZ52_RS00035	UYU63460.1|GT4	100	383	0	0	1	383	1	383	2.42e-279	761
BMZ52_RS00040	UYU63461.1|GT4	100	408	0	0	1	408	1	408	2.27e-308	837
BMZ52_RS03455	QUT38127.1|GT51	98.4	248	0	1	1	244	1	248	2.65e-164	459
LI279_RS17945	UBD62507.1|GT4	100	376	0	0	1	376	1	376	4.81e-271	739
LI279_RS17950	UBD62508.1|GT2	100	334	0	0	1	334	1	334	9.63e-243	664
LI279_RS17960	UBD62510.1|GT8	100	314	0	0	1	314	1	314	2.64e-239	654
LI279_RS18000	UBD62518.1|GT4	99.4	352	2	0	1	352	1	352	1.29e-256	701
LI279_RS18025	QQA29206.1|GT26	100	232	0	0	1	232	1	232	1.30e-173	481
LI279_RS06835	AII63986.1|GH108	100	191	0	0	1	191	1	191	1.09e-138	389
NCZ39_RS15865	CCO09620.2|GH1	30.3	948	526	21	9	908	22	882	4.67e-103	348
KTG56_RS15420	UYU64514.1|PL9_1	100	437	0	0	1	437	1	437	0.0	913
PO060_RS03270	UVV78572.1|GH97	98.3	648	11	0	1	648	1	648	0.0	1316
PO060_RS05455	UYU64194.1|GH0	100	354	0	0	1	354	1	354	3.98e-252	690
BSIG_RS11150	UYU81972.1|GT11	100	306	0	0	1	306	1	306	2.54e-242	661
BSIG_RS11140	UYV01418.1|GT0	100	323	0	0	1	323	1	323	6.97e-235	644
BSIG_RS11125	UYU81977.1|GT4	100	354	0	0	1	354	1	354	3.87e-259	707
I2E52_RS18190	AJY87077.1|GH43_29	45.2	694	347	9	72	745	270	950	2.08e-202	602
I2E52_RS18225	ANU59603.1|GH105	81.8	346	63	0	8	353	31	376	3.33e-227	628
I2E52_RS18230	UWZ91587.1|GH105	57.0	568	221	4	44	610	387	932	2.95e-233	677
I2E52_RS18235	ALJ60891.1|GH136	65.5	505	167	2	10	514	10	507	3.09e-248	693
I2E52_RS18535	UVV82262.1|GH38	100	844	0	0	1	844	1	844	0.0	1748
I2E52_RS25100	QQA09957.1|GT2	100	319	0	0	1	319	1	319	3.74e-237	649
I2E52_RS25110	QQA09959.1|GT2	100	249	0	0	1	249	1	249	1.71e-182	505
I2E52_RS09275	UVV82812.1|PL27	100	708	0	0	1	708	1	708	0.0	1467
I2E52_RS13930	UYU64226.1|GH31_4	99.6	842	3	0	1	842	1	842	0.0	1731
K0F31_RS03950	UVS52528.1|GT2	100	352	0	0	1	352	1	352	6.76e-268	729
K0F31_RS03955	UVS52529.1|GT4	100	335	0	0	1	335	1	335	8.05e-256	697
DWW05_RS24310	UVQ41475.1|GT2	100	269	0	0	1	269	1	269	4.23e-202	556
DWW05_RS24320	UVQ41476.1|GT2	100	323	0	0	1	323	1	323	1.42e-243	665
NXX57_RS20330	UVP55549.1|GT4	100	394	0	0	1	394	1	394	5.81e-288	784
NXX57_RS20340	UVP55551.1|GT4	100	374	0	0	1	374	1	374	3.43e-279	760
NXX57_RS20345	UVP55552.1|GT2	99.6	263	1	0	1	263	1	263	4.94e-198	545
NXX57_RS20370	UVP55557.1|GT4	100	353	0	0	1	353	1	353	5.46e-254	694
NXX57_RS20390	UVP55561.1|GT4	100	364	0	0	1	364	1	364	2.02e-266	727
EH213_RS21765	QZU83014.1|GT4	100	365	0	0	1	365	1	365	4.59e-268	731
EH213_RS21770	UBD10956.1|GT4	100	351	0	0	1	351	1	351	2.52e-258	705
EH213_RS21820	QZU83002.1|GT4	100	380	0	0	1	380	1	380	1.14e-271	741
I2F88_RS16460	UVV78499.1|GH123	99.5	571	2	1	1	570	1	571	0.0	1147
HMPREF9007_RS03470	SNV24888.1|GT0	66.0	315	107	0	3	317	4	318	8.95e-157	446
HMPREF9007_RS03460	QEN42828.1|GT0	50.6	330	159	2	3	331	340	666	1.06e-103	323
HMPREF9007_RS13740	QUT38697.1|GT4	100	413	0	0	1	413	1	413	3.23e-306	832
HMPREF9007_RS16425	CAW41305.1|CE8	100	318	0	0	1	318	1	318	2.39e-220	607
HMPREF9007_RS17715	QXM11003.1|GT0	46.3	376	177	7	4	369	3	363	8.40e-124	377
HMPREF9007_RS17710	QUT38069.1|GT4	98.0	356	7	0	1	356	1	356	1.16e-261	714
HMPREF9007_RS17695	QUT38072.1|GT4	100	338	0	0	1	338	20	357	9.49e-252	688
HMPREF9007_RS17690	QUT38073.1|GT26	100	255	0	0	1	255	1	255	1.03e-186	516
L0P38_RS22480	AAO76752.1|GT2	75.1	269	67	0	1	269	1	269	5.63e-143	407
L0P38_RS22490	QUT95580.1|GT4	50.3	318	156	2	8	324	7	323	1.72e-114	339
L0P38_RS09925	QUT41008.1|GH18	99.0	310	3	0	1	310	1	310	6.20e-236	645
L0P38_RS10040	QUT89666.1|GH5_7	71.3	394	111	2	1	393	36	428	2.96e-220	614
L0P38_RS10045	QDO67757.1|GH28	58.2	469	193	2	4	472	13	478	2.60e-166	484
L0P38_RS10070	AFN73753.1|GH26	49.0	343	170	4	522	863	37	375	1.22e-110	350
L0P38_RS10075	UWO00828.1|GH130_1	82.3	389	66	1	1	386	1	389	7.71e-245	674
I2D75_RS20040	UYU90587.1|GT4	100	394	0	0	1	394	1	394	2.47e-289	787
I2D75_RS20045	UYU90586.1|GT2	99.7	286	1	0	1	286	1	286	4.27e-215	590
NXX32_RS03415	UYU94044.1|GT4	93.9	376	23	0	1	376	1	376	4.13e-264	723
NXX32_RS03425	UYU89914.1|GT4	89.9	375	38	0	1	375	1	375	2.63e-259	710
NXX32_RS09880	UBE47003.1|CE12	94.4	426	24	0	1	426	1	426	9.99e-303	824
NXX32_RS12190	UWP43087.1|CE4|GT4	50.1	589	284	6	2	586	3	585	4.89e-194	561
NXX32_RS17880	UBF06350.1|GT4	54.6	368	167	0	1	368	1	368	6.67e-139	404
NXX32_RS24250	AVI59029.1|GT2	50.0	438	211	4	1	437	1	431	5.05e-139	410
NXX32_RS24260	UVR27444.1|GT2	62.1	269	100	1	1	267	1	269	7.52e-120	348
NXX32_RS24265	AZS29908.1|GT4	51.9	368	171	4	1	365	1	365	2.47e-125	370
NXX32_RS24395	ASV45029.1|GH23	28.5	1305	776	33	676	1888	1999	3238	4.66e-124	443
KFX89_RS05970	QUT42635.1|GH95	98.8	811	1	1	1	802	1	811	0.0	1641
KQP77_RS00420	UYU81649.1|GT2	100	321	0	0	1	321	1	321	2.46e-243	665
KQP77_RS24500	UYU81558.1|GH43_31	99.8	457	1	0	1	457	1	457	0.0	932
NXW82_RS14715	UVS28009.1|GH16_3	77.4	270	61	0	3	272	2	271	1.28e-160	458
NXW86_RS08600	QZU81135.1|GT2	58.8	301	123	1	8	308	9	308	1.25e-127	371
NXW86_RS08605	QMW85306.1|GT2	68.5	327	103	0	1	327	1	327	8.21e-167	472
NXW86_RS19145	CAB4154472.1|GH23	29.2	1900	1029	49	2340	4117	1308	3012	2.04e-169	600
NE600_RS26200	AAO78261.1|GH95	100	162	0	0	1	162	647	808	5.27e-108	330
KFX60_RS20855	UVQ25535.1|GT4	87.0	423	49	1	1	417	78	500	5.94e-274	754
KFX60_RS20865	QZU84172.1|GT4	66.0	376	128	0	1	376	1	376	2.91e-185	523
KSZ66_RS14280	AXF51455.1|GH23	29.3	1279	747	33	636	1818	2198	3415	3.81e-124	443
DW167_RS00070	UVQ03965.1|GT4	45.0	369	199	4	2	369	1	366	6.22e-115	343
DW167_RS06285	UVQ42794.1|GH3	99.9	738	1	0	1	738	1	738	0.0	1477
NXX43_RS14165	AXF51455.1|GH23	28.5	1290	748	29	769	1956	2198	3415	4.15e-123	441
DW640_RS02740	AVQ18143.1|GT4	47.6	338	176	1	1	338	1	337	2.41e-105	317
NXU83_RS23740	QUT51169.1|GH24	100	151	0	0	1	151	6	156	2.49e-112	320
NXX62_RS24690	QMI81380.1|GT2	78.4	232	50	0	1	232	27	258	5.13e-136	387
DW011_RS14270	QWA11134.1|GT2	47.2	375	172	5	4	376	289	639	6.24e-108	335
K0F33_RS25770	QUT87983.1|GH29	100	619	0	0	1	619	1	619	0.0	1281
K6V27_RS13285	UBD10008.1|GH2	100	1051	0	0	1	1051	1	1051	0.0	2216
NXX22_RS00555	UBF13373.1|GH73	72.3	535	139	3	1	534	1	527	2.62e-270	751
PO114_RS02190	QDM08765.1|GH115	100	780	0	0	1	780	1	780	0.0	1608
PO114_RS02195	QQY38007.1|GH2	100	782	0	0	1	782	16	797	0.0	1637
PO114_RS02200	QUT62831.1|GH30_2	100	508	0	0	1	508	1	508	0.0	1080
PO114_RS02205	QUT68392.1|GH28|GH43_9	100	939	0	0	1	939	41	979	0.0	1962
PO114_RS02230	QUT58839.1|GH28	100	471	0	0	1	471	1	471	0.0	990
PO114_RS02235	QQA31240.1|GH2	100	778	0	0	1	778	1	778	0.0	1623
PO114_RS02240	QDM08775.1|CBM35	100	657	0	0	1	657	8	664	0.0	1340
PO114_RS02265	QQA31236.1|PL27	100	704	0	0	1	704	1	704	0.0	1467
NXW18_RS19255	ABR41579.1|GT4	54.5	378	172	0	1	378	1	378	1.10e-151	438
NXW18_RS19260	UHZ85751.1|GT4	65.1	372	128	2	1	371	1	371	9.87e-176	498
NXW18_RS19265	UYU49931.1|GT4	60.4	384	144	5	5	384	4	383	6.78e-162	464
NXW18_RS19270	QQA06723.1|GT101	80.2	303	60	0	1	303	1	303	3.24e-182	509
NXW18_RS19275	UWN98055.1|GT4	68.8	378	115	1	1	378	1	375	7.84e-188	530
PO107_RS18330	UWN99033.1|CBM32|GH2	82.4	825	144	1	2	825	41	865	0.0	1418
K0G22_RS02380	ASV45029.1|GH23	28.7	1235	744	26	713	1867	1999	3177	2.58e-122	438
K0G22_RS19280	QIU94785.1|CBM61|GH53	97.0	538	16	0	1	538	1	538	0.0	1087
K0G22_RS19305	UBF10127.1|GH35	97.6	782	19	0	1	782	1	782	0.0	1581
K0G22_RS19315	EFI37897.1|GH147|3.2.1.89	93.6	832	53	0	1	832	1	832	0.0	1639
K0G22_RS16905	UBF12920.1|CBM91|GH43_10	100	512	0	0	1	512	17	528	0.0	1120
J8986_RS01720	UBE45247.1|GT4	59.9	411	156	4	1	403	1	410	4.11e-169	484
KQP59_RS01645	QCW79542.1|GH101	54.7	457	207	0	60	516	612	1068	3.26e-166	503
KQP59_RS01770	QUT71982.1|GH13_14	100	668	0	0	1	668	1	668	0.0	1377
PO035_RS22510	BCA49692.1|GT2	100	331	0	0	1	331	1	331	4.73e-237	650
PO035_RS22530	BCA49688.1|GT4	100	394	0	0	1	394	1	394	2.80e-295	802
PO035_RS22535	BCA49687.1|GT2	100	319	0	0	1	319	1	319	1.59e-238	652
PO035_RS22540	BCA49686.1|GT2	100	314	0	0	1	314	1	314	6.42e-231	633
PO035_RS25315	BBK90579.1|GH73	99.6	518	2	0	1	518	1	518	0.0	1019
PO035_RS10935	QUT41561.1|PL42	100	433	0	0	1	433	1	433	0.0	914
EXC89_RS03125	QUT35843.1|GH8	99.7	382	1	0	14	395	1	382	2.01e-295	803
EXC89_RS12295	UBE47613.1|GH53	100	362	0	0	1	362	1	362	3.18e-287	779
EXC89_RS16780	UVP62804.1|GH43_28	99.3	565	4	0	1	565	1	565	0.0	1194
EXC89_RS17450	UVR91731.1|GT4	100	375	0	0	1	375	1	375	7.80e-281	764
EXC89_RS17455	UVR91732.1|GT4	100	413	0	0	1	413	1	413	0.0	863
EXC89_RS17460	UVR91733.1|GT4	100	379	0	0	1	379	1	379	4.53e-282	768
EXC89_RS17470	UVS53750.1|GT4	100	420	0	0	1	420	1	420	0.0	864
EXC89_RS17480	UVR91737.1|GT2	100	330	0	0	1	330	1	330	3.12e-246	673
EXC89_RS17485	UVS53753.1|GT11	100	290	0	0	1	290	1	290	2.69e-220	604
EXC89_RS17490	UVS53754.1|GT32	100	236	0	0	1	236	1	236	7.58e-184	507
EXC89_RS17495	UVS53755.1|GT8	100	309	0	0	1	309	1	309	5.51e-234	640
EXC89_RS17500	UVS53756.1|GT2	100	350	0	0	1	350	1	350	1.11e-256	701
EXC89_RS24170	UYU91333.1|GT4	100	366	0	0	1	366	1	366	4.08e-267	729
EXC89_RS24175	UYU91332.1|GT4	100	366	0	0	1	366	1	366	2.87e-267	729
EXC89_RS24245	CAI32746.2|GT4	57.3	410	159	2	1	410	1	394	3.43e-163	469
EXC89_RS27825	UVP58653.1|GT2	100	339	0	0	1	339	1	339	2.60e-254	694
EXC89_RS27845	UVS12648.1|GT2	100	328	0	0	1	328	1	328	6.82e-249	679
EXC89_RS27850	UVP58658.1|GT2	100	324	0	0	1	324	1	324	9.97e-240	656
PO116_RS15235	QUT42023.1|GH2	100	688	0	0	1	688	1	688	0.0	1422
PO116_RS23905	WET65037.1|GT32	68.3	240	76	0	1	240	1	240	1.47e-119	345
FE838_RS02585	QMW85063.1|GH97	100	649	0	0	1	649	1	649	0.0	1318
FE838_RS02595	AAO77729.1|GH67	100	722	0	0	1	722	1	722	0.0	1502
FE838_RS02600	AAO77730.1|GH76|3.2.1.101	100	517	0	0	1	517	1	517	0.0	1051
FE838_RS12660	QMW86943.1|CBM32	100	444	0	0	1	444	1	444	0.0	898
FE838_RS13060	UML59409.1|GH3	100	783	0	0	1	783	1	783	0.0	1542
FE838_RS15380	QMW87444.1|GT4	100	383	0	0	1	383	1	383	5.94e-280	763
FE838_RS15385	AAO75499.1|GT4	100	368	0	0	1	368	1	368	9.76e-276	751
FE838_RS15395	AAO75501.1|GT4	100	364	0	0	1	364	1	364	3.12e-270	736
FE838_RS21790	ALJ40981.1|GT2	100	303	0	0	1	303	1	303	4.79e-216	594
FE838_RS21800	ALJ40979.1|GT2	100	330	0	0	1	330	1	330	1.27e-245	671
FE838_RS22395	AAO76872.1|GH32|3.2.1.26|3.2.1.64|3.2.1.80	100	627	0	0	1	627	1	627	0.0	1313
BMZ52_RS11990	ASV45029.1|GH23	28.7	1320	783	31	629	1854	1965	3220	1.80e-128	456
BMZ52_RS23465	UVP58972.1|GT4	100	358	0	0	1	358	1	358	3.57e-257	703
BMZ52_RS23475	UVP58971.1|GT4	100	331	0	0	1	331	1	331	5.36e-243	665
LI279_RS19735	QQA10536.1|GT4	100	341	0	0	1	341	1	341	4.76e-242	663
LI279_RS19845	UVV83482.1|GT4	100	423	0	0	1	423	1	423	6.59e-311	844
LI279_RS19855	UVV83484.1|GT2	100	261	0	0	1	261	1	261	1.46e-189	524
LI279_RS19860	UVV83485.1|GT2	100	321	0	0	1	321	1	321	5.79e-242	661
LI279_RS19870	UVV83487.1|GT2	100	275	0	0	1	275	1	275	1.36e-201	555
LI279_RS21025	QUR49119.1|GH24	99.4	159	1	0	1	159	1	159	5.91e-116	329
LI279_RS22585	ALJ41437.1|GT4	100	377	0	0	1	377	1	377	1.69e-276	753
LI279_RS22595	ALJ41435.1|GT2	100	296	0	0	1	296	1	296	3.79e-214	589
LI279_RS25215	ALJ44257.1|GH18	100	371	0	0	1	371	1	371	1.40e-281	766
