Subfam Name	Subfam Composition	Subfam EC	Substrate	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
CBM32_e131	CBM32:19|GH84:19		host glycan	112	WP_278581800.1	863	1.9428639382261685e-23	5	112	641	751	0.9642857142857144	dbCAN-sub
GH25_e120	GH25:29		-	173	WP_278581819.1	262	2.941604018744069e-101	1	173	70	242	1.0	dbCAN-sub
GT2			-	266	WP_278581895.1	346	8.765892141170566e-132	1	259	5	263	0.9736842105263158	dbCAN-sub
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-galactan	607	WP_278581903.1	826	4.132408548649956e-251	24	607	33	613	0.9621087314662272	dbCAN-sub
GH2_e30	GH2:674|CBM51:7|CBM67:1		-	866	WP_278581950.1	1055	0.0	3	866	63	934	0.9976905311778292	dbCAN-sub
GT28_e43	GT28:568		-	161	WP_278582062.1	344	5.58149057630371e-38	1	98	195	292	0.6086956521739131	dbCAN-sub
GT30_e38	GT30:395		-	163	WP_278582111.1	411	4.511695917998045e-78	3	163	45	205	0.9877300613496932	dbCAN-sub
GH130_e13	GH130:541	2.4.1.319:4|2.4.1.320:2	beta-mannan	300	WP_278582130.1	324	1.8741920895073254e-155	1	299	22	319	0.9966666666666668	dbCAN-sub
GH92_e13	GH92:281	3.2.1.24:1	host glycan	487	WP_278582132.1	751	3.28074928223997e-247	1	486	264	750	0.997946611909651	dbCAN-sub
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan	351	WP_278582134.1	699	6.011092728801644e-152	2	349	149	500	0.9914529914529916	dbCAN-sub
CBM32_e198	CBM32:19|GH20:19		host glycan	96	WP_278582134.1	699	6.134519309826547e-19	2	92	584	673	0.9479166666666666	dbCAN-sub
GT2			-	129	WP_278582157.1	319	8.584159989310157e-50	1	123	12	134	0.9534883720930232	dbCAN-sub
GT2			-	137	WP_278582200.1	496	2.883367451099732e-63	1	137	17	152	1.0	dbCAN-sub
GT2			-	232	WP_278582220.1	401	2.5276557778380143e-116	1	232	4	235	1.0	dbCAN-sub
GT2			-	129	WP_278582234.1	320	5.873980549335554e-60	1	128	9	136	0.992248062015504	dbCAN-sub
GH18_e49	GH18:21		-	137	WP_278582284.1	452	1.8919619804100078e-86	1	137	229	365	1.0	dbCAN-sub
GT2			-	140	WP_278582340.1	214	5.4020151993280497e-48	1	124	7	131	0.8857142857142857	dbCAN-sub
GH109_e5	GH109:463		-	399	WP_278582355.1	490	9.912944119633846e-184	1	398	59	469	0.9974937343358397	dbCAN-sub
GH13_e113	GH13_38:338|GH13:1	3.2.1.20:2	alpha-glucan	375	WP_278582358.1	721	2.847227287853016e-174	1	375	32	402	1.0	dbCAN-sub
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	host glycan	301	WP_278582359.1	446	5.072874192617502e-138	13	299	2	312	0.9534883720930232	dbCAN-sub
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1		host glycan	109	WP_278582359.1	446	6.4418779797612615e-19	6	108	334	430	0.944954128440367	dbCAN-sub
GH43_e310	GH43_3:45	3.2.1.146:1	beta-galactan	288	WP_278582363.1	690	1.968750268938444e-127	1	287	26	309	0.9965277777777778	dbCAN-sub
GH16_e144	GH16_3:20|GH16:6		-	227	WP_278582369.1	331	5.2048969777182884e-129	1	227	54	280	1.0	dbCAN-sub
GH26_e2	GH26:14		-	277	WP_278582394.1	373	4.0693016239071815e-156	1	277	28	304	1.0	dbCAN-sub
GH130_e6	GH130:437|CE2:1	2.4.1.281:5	beta-mannan	313	WP_278582395.1	387	5.317320128642987e-173	1	313	51	361	1.0	dbCAN-sub
GH18_e37	GH18:97		-	235	WP_278582402.1	363	7.063519931678648e-90	1	234	63	321	0.9957446808510638	dbCAN-sub
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	WP_278582444.1	852	5.322396224625895e-234	1	530	126	654	0.9981167608286252	dbCAN-sub
GT3_e2	GT3:273|GT35:70		-	338	WP_278582445.1	548	2.3024630887179685e-160	1	337	10	346	0.9970414201183432	dbCAN-sub
GH3_e137	GH3:80|CBM35:1		-	209	WP_278582500.1	765	1.3707303803641378e-104	1	208	19	226	0.9952153110047848	dbCAN-sub
CBM48_e68	CBM48:192|CE0:190|CE6:12|GH10:3|CE1:2|GH62:1	3.1.1.73:1|3.2.1.55:1|3.2.1.8:1	alpha-glucan	61	WP_278582512.1	400	3.2049567013413793e-19	2	61	41	116	0.9836065573770492	dbCAN-sub
CE1_e22	CE1:6|CBM48:2|CE0:2		-	206	WP_278582512.1	400	2.592987079651875e-51	2	202	167	391	0.9757281553398058	dbCAN-sub
GH27_e2	GH27:47	3.2.1.22:1	alpha-galactan	257	WP_278582516.1	409	3.2276418963097864e-86	1	254	133	384	0.9883268482490272	dbCAN-sub
GH25_e166	GH25:53		-	162	WP_278582557.1	576	7.891571011807594e-93	1	162	391	552	1.0	dbCAN-sub
GT2			-	141	WP_278582618.1	252	5.783188572989248e-60	1	137	5	140	0.9716312056737588	dbCAN-sub
GH26_e89	GH26:12		-	287	WP_278582625.1	593	1.0845524561810598e-105	76	284	337	554	0.7282229965156795	dbCAN-sub
GT2			-	144	WP_278582648.1	97	5.691814652263798e-53	1	91	6	96	0.6319444444444444	dbCAN-sub
GT2			-	141	WP_278582650.1	221	1.5402493076916049e-58	1	141	5	159	1.0	dbCAN-sub
GH13_e102	GH13:48	3.2.1.54:1|3.2.1.135:1	alpha-glucan	320	WP_423808763.1	627	1.67954012879562e-161	1	319	174	495	0.996875	dbCAN-sub
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan	509	WP_423808768.1	735	2.5477223601469487e-271	2	508	228	733	0.9960707269155208	dbCAN-sub
