Annotate Name	Annotate Length	Target Name	Target Length	i-Evalue	Annotate From	Annotate To	Target From	Target To	Coverage	Annotate File Name	Type
Sigma70_r4	50	WP_004352439.1	290	2.179051623692493e-12	4	50	229	278	0.94	STP	STP
3.A.1.27.4	346	WP_004352520.1	256	9.71e-50	5	211	2	208	80.9	TC	TC
3.A.1.152.1	241	WP_004352529.1	278	1.04e-86	2	241	16	254	86.0	TC	TC
S14.001	206	WP_004352532.1	227	9.22e-145	1	206	15	220	90.7	PEPTIDASE	Peptidase
3.A.1.27.1	316	WP_004352535.1	248	6.04e-25	73	305	7	242	95.2	TC	TC
AsnC_trans_reg	75	WP_004352762.1	157	1.3716710919105769e-21	2	74	74	146	0.9733333333333334	STP	STP
AsnC_trans_reg	75	WP_004352771.1	169	3.8605558984333744e-17	8	73	77	141	0.88	STP	STP
S1_97	480	WP_004352778.1	705	2.5e-25	7	179	10	179	24.1	SULFATLAS	Sulfatase
2.A.81.1.2	562	WP_004352950.1	564	3.6300000000000003e-163	18	559	13	559	97.0	TC	TC
Trans_reg_C	77	WP_004353013.1	235	1.6779619575028097e-18	4	77	158	229	0.961038961038961	TF	TF
Response_reg	112	WP_004353013.1	235	2.324264953684737e-28	1	111	7	116	0.9910714285714286	STP	STP
Trans_reg_C	77	WP_004353013.1	235	1.6779619575028097e-18	4	77	158	229	0.961038961038961	STP	STP
3.A.8.1.1	228	WP_004353069.1	196	1.24e-09	85	222	63	194	67.3	TC	TC
9.B.98.1.9	335	WP_004353099.1	326	1.31e-16	41	310	36	305	82.8	TC	TC
9.B.146.1.3	368	WP_004353224.1	423	9.06e-63	1	368	1	423	100.0	TC	TC
0036286	54	WP_004353297.1	296	5.717789214939661e-10	2	53	186	237	0.9629629629629628	TF	TF
HTH_18	81	WP_004353297.1	296	3.0309585372045937e-22	1	80	209	287	0.9876543209876544	STP	STP
3.A.1.105.28	329	WP_004353360.1	327	1.56e-59	25	325	26	326	92.0	TC	TC
9.B.124.1.6	142	WP_004353379.1	178	9.97e-08	1	99	10	90	45.5	TC	TC
0035607	54	WP_004353402.1	187	8.75294077570832e-10	3	51	127	173	0.9074074074074074	TF	TF
HMA	62	WP_004353402.1	187	1.3324036124194343e-06	1	62	3	61	1.0	STP	STP
HTH_18	81	WP_004353402.1	187	2.2071383525358708e-15	2	80	98	175	0.9753086419753086	STP	STP
2.C.1.4.2	271	WP_004353417.1	294	1.1999999999999999e-46	1	271	1	294	100.0	TC	TC
1.A.30.3.4	244	WP_004353432.1	279	7.3e-06	138	215	191	267	27.6	TC	TC
4.D.1.1.13	322	WP_004353437.1	317	9.25e-45	10	297	3	303	95.0	TC	TC
3.B.1.1.2	129	WP_004353503.1	142	2.83e-08	63	98	76	111	25.4	TC	TC
3.D.1.8.1	120	WP_004353518.1	116	3.07e-27	7	119	3	115	97.4	TC	TC
3.D.9.1.1	176	WP_004353527.1	179	1.85e-11	16	167	7	167	89.9	TC	TC
HD	122	WP_004353534.1	513	4.027174974305015e-18	2	120	330	420	0.9754098360655736	STP	STP
3.D.1.8.2	101	WP_004353540.1	102	1.09e-17	5	87	6	88	81.4	TC	TC
S01.UPC	337	WP_004353547.1	489	2.3399999999999998e-225	1	337	109	445	68.9	PEPTIDASE	Peptidase
LacI	46	WP_004353567.1	354	6.127161994374491e-17	2	46	7	51	0.9782608695652174	TF	TF
Peripla_BP_1	279	WP_004353567.1	354	3.807738083139343e-09	5	205	67	281	0.7204301075268817	STP	STP
3.D.5.1.1	407	WP_004353570.1	422	3.22e-122	6	406	8	422	98.3	TC	TC
S1_8	1162	WP_004353576.1	448	2.36e-11	340	661	49	402	79.0	SULFATLAS	Sulfatase
3.D.5.1.1	210	WP_004353594.1	209	8.44e-66	14	199	15	200	89.0	TC	TC
2.A.1.25.6	433	WP_004353599.1	441	5.82e-92	4	414	16	421	92.1	TC	TC
3.D.1.6.3	126	WP_004353718.1	80	6.29e-09	45	121	1	77	96.3	TC	TC
5.B.14.1.1	326	WP_004353719.1	324	3.97e-27	31	324	23	322	92.6	TC	TC
9.B.157.1.5	366	WP_004353741.1	294	4.82e-09	160	307	128	275	50.3	TC	TC
9.B.157.1.1	337	WP_004353746.1	340	9.45e-88	7	332	8	335	96.5	TC	TC
0041150	134	WP_004353858.1	144	9.229952740156098e-22	2	134	5	135	0.9925373134328358	TF	TF
2.A.1.10.1	418	WP_004353877.1	420	1.41e-133	1	405	1	418	99.5	TC	TC
1.B.57.4.6	388	WP_004353914.1	388	3.6799999999999995e-263	2	388	1	388	100.0	TC	TC
3.D.10.1.5	257	WP_004353967.1	252	1.73e-111	1	245	5	250	97.6	TC	TC
Arg_repressor	70	WP_004353991.1	158	8.675287735868789e-20	3	68	4	69	0.9428571428571428	TF	TF
PfkB	302	WP_004354038.1	293	6.632413662059159e-40	33	301	20	286	0.890728476821192	STP	STP
1.B.38.1.10	570	WP_004354070.1	577	1.95e-251	1	569	1	575	99.7	TC	TC
2.A.115.1.1	280	WP_004354108.1	306	4.37e-24	10	275	18	285	87.6	TC	TC
U32.001	302	WP_004354120.1	414	3.22e-223	1	302	111	412	72.9	PEPTIDASE	Peptidase
3.A.1.126.6	291	WP_004354126.1	236	2.18e-37	1	206	1	204	86.4	TC	TC
4.C.1.1.18	1561	WP_004354127.1	420	7.01e-14	1201	1498	66	367	71.9	TC	TC
2.A.23.2.7	574	WP_004354143.1	392	2.04e-17	248	486	141	374	59.7	TC	TC
3.A.23.6.1	331	WP_004354199.1	342	1.04e-88	4	326	2	335	97.7	TC	TC
Aminotran_1_2	363	WP_004354237.1	426	5.428623506213934e-08	50	356	71	382	0.8457300275482094	STP	STP
0039384	65	WP_004354247.1	394	4.4101484535986175e-06	7	57	239	289	0.7846153846153846	TF	TF
1.B.5.1.5	404	WP_004354290.1	385	7.1e-149	41	404	20	385	95.1	TC	TC
HEM4	232	WP_004354380.1	250	6.837681195639556e-36	9	230	25	236	0.956896551724138	STP	STP
HD	122	WP_004354414.1	445	7.503118443406402e-10	1	74	62	145	0.6065573770491803	STP	STP
8.A.147.1.1	192	WP_004354458.1	188	2.05e-41	5	180	5	178	92.6	TC	TC
9.B.27.3.3	145	WP_004354502.1	150	3.15e-15	5	133	14	141	85.3	TC	TC
CbiA	128	WP_004354576.1	220	2.3500373749564856e-14	1	99	6	171	0.7734375	STP	STP
C26.A32	192	WP_004354619.1	195	5.45e-130	1	192	1	192	98.5	PEPTIDASE	Peptidase
C01.UPA	356	WP_004354803.1	400	1.87e-275	1	356	38	393	89.0	PEPTIDASE	Peptidase
Fer4	24	WP_004354841.1	77	1.2224021232962077e-07	1	23	8	30	0.9583333333333334	STP	STP
Fer4	24	WP_004354841.1	77	1.0259597331102234e-05	5	23	50	68	0.7916666666666666	STP	STP
3.D.10.1.5	646	WP_007367745.1	660	0.0	4	646	5	659	99.2	TC	TC
1.A.8.2.6	240	WP_007367942.1	248	3.83e-91	2	234	1	240	96.8	TC	TC
LacI	46	WP_007369033.1	341	6.992204340853802e-14	1	46	8	53	1.0	TF	TF
Peripla_BP_3	164	WP_007369033.1	341	1.4190360517580152e-34	1	164	178	340	1.0	STP	STP
GerE	57	WP_009012343.1	99	1.4580414022234958e-15	2	56	38	92	0.9649122807017544	TF	TF
ATPase_2	233	WP_013670306.1	468	1.4029344174040898e-07	15	125	159	268	0.4763948497854077	STP	STP
S1_27	1091	WP_013670520.1	727	3.02e-84	16	367	11	362	48.4	SULFATLAS	Sulfatase
S1_2	2595	WP_013670657.1	431	1.89e-89	15	419	3	389	89.8	SULFATLAS	Sulfatase
9.B.105.4.5	193	WP_013670719.1	205	8.3e-08	71	181	77	194	57.6	TC	TC
2.A.115.1.1	280	WP_013670775.1	328	1.89e-16	1	275	7	295	88.1	TC	TC
S1_5	837	WP_013670782.1	176	9.25e-31	664	816	4	153	85.2	SULFATLAS	Sulfatase
1.B.38.4.1	387	WP_013670907.1	393	1.78e-18	1	261	1	267	67.9	TC	TC
2.C.1.4.3	320	WP_013670936.1	173	2.17e-19	223	320	81	173	53.8	TC	TC
M13.UPW	646	WP_013670967.1	675	0.0	1	646	30	675	95.7	PEPTIDASE	Peptidase
2.A.51.1.6	187	WP_013670989.1	191	9.62e-23	1	187	1	190	99.5	TC	TC
8.A.46.1.5	545	WP_013671079.1	604	4.47e-14	89	493	111	534	70.2	TC	TC
9.B.18.1.1	484	WP_013671161.1	470	2.85e-67	133	484	118	470	75.1	TC	TC
SIS	131	WP_013671215.1	323	6.051564285627328e-22	2	131	45	176	0.9923664122137404	STP	STP
CBS	57	WP_013671215.1	323	1.5024070104657596e-05	2	55	206	259	0.9473684210526316	STP	STP
CBS	57	WP_013671215.1	323	2.684449042444749e-06	1	46	271	316	0.8070175438596491	STP	STP
2.A.76.1.6	202	WP_013671350.1	224	3.72e-18	5	159	15	172	70.5	TC	TC
Glucokinase	316	WP_013671351.1	333	9.753812972818911e-06	4	255	22	274	0.7974683544303798	STP	STP
1.B.18.3.3	263	WP_013671357.1	266	8.79e-29	50	257	47	263	81.6	TC	TC
SIS	131	WP_013671358.1	615	1.3390963502945826e-32	2	130	296	423	0.9847328244274808	STP	STP
SIS	131	WP_013671358.1	615	5.68592661841755e-29	5	129	471	596	0.9541984732824428	STP	STP
C44.UNW	233	WP_013671358.1	615	9.110000000000001e-160	1	233	2	234	37.9	PEPTIDASE	Peptidase
2.A.49.6.1	899	WP_013671458.1	598	2.8999999999999998e-34	33	563	31	581	92.1	TC	TC
NUDIX	131	WP_013671462.1	199	5.432934308509425e-15	6	121	55	167	0.8854961832061069	STP	STP
CbiA	128	WP_013671624.1	255	3.5150367100454622e-28	1	128	5	229	1.0	STP	STP
AAA	132	WP_013671716.1	324	9.026083885323932e-07	1	130	49	182	0.9848484848484848	STP	STP
S1_9	1055	WP_013671775.1	262	3.5900000000000004e-33	446	675	17	247	88.2	SULFATLAS	Sulfatase
3.D.5.1.1	198	WP_013671860.1	208	1.44e-73	1	198	1	208	100.0	TC	TC
2.A.35.1.8	433	WP_013671868.1	427	5.629999999999999e-188	16	433	10	427	97.9	TC	TC
2.A.7.33.3	123	WP_013671892.1	117	2.01e-07	14	122	13	117	89.7	TC	TC
2.A.103.1.10	424	WP_013671917.1	491	6.63e-93	11	420	18	486	95.5	TC	TC
2.A.86.1.2	349	WP_013672031.1	359	1.33e-07	193	320	209	341	37.0	TC	TC
X52.001	311	WP_013672091.1	767	2.11e-12	1	257	488	721	30.5	PEPTIDASE	Peptidase
9.B.365.2.1	215	WP_013672194.1	195	2.82e-51	7	193	11	193	93.8	TC	TC
9.B.241.1.1	308	WP_014224338.1	297	2.3600000000000003e-37	13	296	14	287	92.3	TC	TC
5.B.14.1.1	326	WP_025067073.1	326	1.5600000000000002e-27	13	287	11	286	84.7	TC	TC
NUDIX	131	WP_025067093.1	178	9.115144130364876e-20	4	118	41	154	0.8778625954198473	STP	STP
SKI	158	WP_025067095.1	186	1.4912291416502646e-42	1	138	21	162	0.8734177215189873	STP	STP
TPR_2	34	WP_025067364.1	224	9.044299933566084e-05	4	30	135	161	0.7941176470588235	STP	STP
Sigma70_r2	71	WP_025067388.1	287	6.745673299737089e-19	3	70	56	123	0.9577464788732394	STP	STP
Sigma70_r3	78	WP_025067388.1	287	3.634081000740496e-16	3	73	135	205	0.9102564102564102	STP	STP
Sigma70_r4	50	WP_025067388.1	287	2.1150848362768243e-17	1	50	222	274	1.0	STP	STP
M24.001	252	WP_025067590.1	287	1.0999999999999998e-192	1	252	36	287	87.8	PEPTIDASE	Peptidase
9.B.20.1.4	215	WP_025067633.1	224	2.5500000000000002e-43	2	134	5	138	59.8	TC	TC
3.A.1.159.1	266	WP_025067690.1	250	1.0099999999999999e-24	16	232	4	240	94.8	TC	TC
2.A.17.1.6	483	WP_025067767.1	508	1.31e-38	8	437	2	466	91.5	TC	TC
3.A.1.13.2	358	WP_025067869.1	236	3.45e-60	10	217	7	210	86.4	TC	TC
CYTH	179	WP_025067980.1	165	7.506810555990417e-12	3	152	5	129	0.8379888268156425	STP	STP
GntR	64	WP_025068000.1	120	7.778446606990404e-12	2	64	10	72	0.984375	TF	TF
3.A.18.1.1	411	WP_025068025.1	572	8.08e-66	40	405	3	373	64.9	TC	TC
HD	122	WP_025068255.1	168	1.7039319816754152e-05	1	93	22	114	0.7622950819672131	STP	STP
HMA	62	WP_025068256.1	70	2.7241732195690623e-16	1	60	5	64	0.967741935483871	STP	STP
2.A.66.1.48	479	WP_029216390.1	454	1.48e-32	25	424	13	408	87.2	TC	TC
9.B.273.1.2	273	WP_029216471.1	289	1.3800000000000002e-27	139	272	153	281	44.6	TC	TC
C10.004	237	WP_029216498.1	851	1.7e-172	1	237	139	375	27.8	PEPTIDASE	Peptidase
1.B.14.6.1	1038	WP_029216550.1	1064	2.02e-111	20	1038	1	1064	100.0	TC	TC
S1_2	993	WP_029216559.1	242	1.16e-12	7	199	2	193	79.3	SULFATLAS	Sulfatase
0035607	54	WP_029216593.1	294	4.728743807656806e-07	5	53	247	293	0.9074074074074074	TF	TF
AraC_binding	136	WP_029216593.1	294	1.391931631878966e-05	24	110	50	139	0.6397058823529411	STP	STP
HTH_18	81	WP_029216593.1	294	1.89080578906602e-18	1	80	215	293	0.9876543209876544	STP	STP
2.A.1.7.17	389	WP_036853481.1	385	3.88e-188	12	389	9	385	97.9	TC	TC
HTH_7	45	WP_036853605.1	217	4.549289404447871e-07	6	42	160	194	0.8222222222222222	STP	STP
TetR_N	47	WP_036853808.1	197	9.734281666510094e-16	1	45	10	54	0.9574468085106383	STP	STP
2.A.62.1.3	582	WP_036854109.1	461	5.87e-102	146	558	6	449	96.3	TC	TC
Pribosyltran	159	WP_036854216.1	312	7.747936516151237e-20	28	131	162	260	0.6540880503144654	STP	STP
Fer4	24	WP_036854476.1	279	2.3845458209038696e-07	2	20	206	224	0.7916666666666666	STP	STP
Pribosyltran	159	WP_036854763.1	179	9.789230672855521e-23	10	158	19	163	0.9371069182389936	STP	STP
8.A.46.1.2	501	WP_036854821.1	515	1.32e-50	16	497	13	511	96.9	TC	TC
FecR	96	WP_036855112.1	325	4.356548885973584e-17	7	94	120	208	0.9166666666666666	STP	STP
C56.UNW	119	WP_036855189.1	189	4.8599999999999995e-81	1	119	41	159	63.0	PEPTIDASE	Peptidase
M16.UPB	595	WP_036856709.1	938	0.0	1	595	37	631	63.4	PEPTIDASE	Peptidase
S1_8	979	WP_036856713.1	581	6.14e-42	5	482	23	502	82.6	SULFATLAS	Sulfatase
1.B.14.9.6	851	WP_036856743.1	710	2.0799999999999998e-68	174	851	35	710	95.2	TC	TC
M48.UPC	207	WP_036856958.1	300	8.81e-111	1	207	55	261	69.0	PEPTIDASE	Peptidase
M20.UPF	450	WP_036857438.1	453	0.0	1	450	2	451	99.3	PEPTIDASE	Peptidase
HhH-GPD	108	WP_036877323.1	215	3.6912338969506535e-22	2	107	36	171	0.9814814814814816	STP	STP
1.B.14.10.1	646	WP_081940849.1	659	3.57e-67	31	641	25	649	94.8	TC	TC
2.A.76.1.4	195	WP_118865839.1	195	1.43e-25	14	193	14	192	91.8	TC	TC
3.A.1.153.1	292	WP_118865942.1	273	5.190000000000001e-27	1	289	1	271	99.3	TC	TC
9.B.29.2.12	251	WP_118866363.1	252	9.47e-98	1	243	1	241	95.6	TC	TC
2.A.128.2.3	743	WP_118866395.1	484	3.62e-88	258	738	1	481	99.4	TC	TC
Sigma70_r2	71	WP_118866493.1	182	8.54831193020307e-17	2	68	27	91	0.943661971830986	STP	STP
Sigma70_r4_2	54	WP_118866493.1	182	4.4214578985267426e-15	3	53	123	173	0.9444444444444444	STP	STP
3.A.2.1.3	259	WP_118866519.1	367	9e-12	75	206	179	308	35.4	TC	TC
S1_8	598	WP_118866572.1	164	2.6800000000000003e-21	442	593	3	155	93.3	SULFATLAS	Sulfatase
AAA	132	WP_118867187.1	406	4.733636921320752e-17	2	127	42	149	0.9545454545454546	STP	STP
3.B.1.1.6	599	WP_118867341.1	592	2.62e-40	13	389	9	411	68.1	TC	TC
9.B.18.1.3	453	WP_118867421.1	206	1.2e-45	256	451	8	204	95.6	TC	TC
HATPase_c	111	WP_197050862.1	394	4.7218224621411245e-22	9	109	288	387	0.90990990990991	STP	STP
2.A.115.1.1	280	WP_211796678.1	305	5.39e-32	8	275	14	282	88.2	TC	TC
M28.UNW	292	WP_211796866.1	338	5.2100000000000004e-223	1	292	46	337	86.4	PEPTIDASE	Peptidase
ATPase_2	233	WP_211796934.1	378	3.4161753092899545e-08	1	163	16	192	0.6995708154506438	STP	STP
3.A.1.106.2	578	WP_211796938.1	619	9.02e-99	6	578	9	619	98.7	TC	TC
S16.UNW	412	WP_211796981.1	513	1.09e-301	1	412	8	419	80.3	PEPTIDASE	Peptidase
S1_13	696	WP_211797011.1	496	2.79e-13	16	152	336	471	27.4	SULFATLAS	Sulfatase
C26.957	226	WP_211797259.1	514	5.78e-152	1	226	1	226	44.0	PEPTIDASE	Peptidase
2.A.55.3.3	425	WP_211797549.1	420	5.84e-60	23	423	15	418	96.2	TC	TC
DUF24	91	WP_211802963.1	126	1.740065507608249e-27	2	86	23	109	0.934065934065934	TF	TF
1.B.6.1.12	346	WP_211803203.1	381	1.09e-06	218	322	283	378	25.2	TC	TC
2.A.40.4.2	463	WP_211803439.1	447	5.0999999999999996e-139	18	455	3	440	98.0	TC	TC
4.C.1.1.14	665	WP_211803825.1	602	3.69e-55	53	659	13	602	98.0	TC	TC
Pribosyltran	159	WP_211803838.1	235	1.1618801409005224e-10	52	116	122	223	0.4088050314465409	STP	STP
9.A.8.1.9	668	WP_211803863.1	437	4.51e-09	6	90	5	91	19.9	TC	TC
Pencillinase_R	115	WP_211803930.1	120	3.707757472831735e-30	1	114	4	116	0.991304347826087	TF	TF
FHA	69	WP_211804105.1	176	2.567146173041833e-08	2	69	90	165	0.9855072463768116	STP	STP
C01.UPB	429	WP_213046660.1	467	0.0	1	429	25	453	91.9	PEPTIDASE	Peptidase
Fer4	24	WP_213046788.1	204	1.4668034240366196e-05	5	23	154	172	0.7916666666666666	STP	STP
Fer4	24	WP_213046788.1	204	2.292441711245117e-07	2	23	179	200	0.9166666666666666	STP	STP
3.D.10.1.4	566	WP_213046924.1	530	1.2500000000000001e-72	5	527	4	522	97.9	TC	TC
TetR_N	47	WP_213046937.1	215	1.9969772107710635e-10	1	47	18	64	1.0	STP	STP
3.D.1.8.1	255	WP_213047759.1	232	2.28e-05	204	244	185	225	17.7	TC	TC
GerE	57	WP_213047882.1	203	2.5918051389969904e-20	2	57	137	192	0.9824561403508772	TF	TF
PfkB	302	WP_219440540.1	309	8.536121545683675e-35	1	272	1	261	0.9006622516556292	STP	STP
3.A.6.1.2	430	WP_219441338.1	648	4.64e-14	93	350	338	596	40.0	TC	TC
HTH_1	60	WP_219442073.1	300	3.589539096272227e-17	1	59	3	61	0.9833333333333332	TF	TF
LysR_substrate	209	WP_219442073.1	300	1.9933072328793857e-39	2	208	87	294	0.9904306220095692	STP	STP
Sigma70_r2	71	WP_219451698.1	169	2.7603455912903294e-17	2	69	10	75	0.9577464788732394	STP	STP
Sigma70_r4_2	54	WP_219451698.1	169	4.5033828850030826e-15	4	54	107	157	0.9444444444444444	STP	STP
3.D.1.8.1	255	WP_219451911.1	248	2.1e-10	103	199	12	115	41.9	TC	TC
1.A.43.1.6	129	WP_219452613.1	127	5.38e-25	8	121	4	119	91.3	TC	TC
TPR_1	34	WP_219452703.1	471	3.072622863315147e-07	3	34	431	462	0.9411764705882352	STP	STP
3.A.1.122.27	236	WP_219452766.1	942	1.26e-09	116	216	802	903	10.8	TC	TC
HTH_10	53	WP_219525231.1	165	2.127617033425391e-06	21	51	126	156	0.5849056603773585	TF	TF
Sigma70_r2	71	WP_219525231.1	165	8.704020791313741e-11	1	69	10	75	0.971830985915493	STP	STP
Sigma70_r4_2	54	WP_219525231.1	165	3.689912591144335e-12	10	54	112	156	0.8333333333333334	STP	STP
2.A.22.5.3	453	WP_219525897.1	453	3.82e-116	6	451	3	453	99.6	TC	TC
NUDIX	131	WP_219525982.1	150	9.931785754026725e-19	6	128	13	133	0.9389312977099236	STP	STP
2.A.6.2.23	532	WP_219526406.1	459	3.2999999999999997e-46	1	474	1	457	99.6	TC	TC
1.B.6.1.12	346	WP_219526435.1	387	1.15e-08	219	318	276	379	26.9	TC	TC
Sigma70_r4_2	54	WP_240337370.1	208	1.4631521354016632e-17	2	53	132	183	0.9629629629629628	STP	STP
M75.UPW	291	WP_240337390.1	415	2.06e-39	1	291	91	347	61.9	PEPTIDASE	Peptidase
S08.UPA	346	WP_270536011.1	920	4.65e-246	1	346	197	542	37.6	PEPTIDASE	Peptidase
9.B.241.1.2	473	WP_278535529.1	296	1.25e-26	189	430	5	251	83.4	TC	TC
2.A.67.4.2	626	WP_278580797.1	662	3.27e-79	3	615	25	641	93.2	TC	TC
3.A.5.1.1	901	WP_278580801.1	1119	3.49e-193	81	899	171	1116	84.5	TC	TC
3.A.1.120.8	558	WP_278580804.1	595	1.57e-93	8	534	9	492	81.3	TC	TC
2.A.50.2.3	461	WP_278580811.1	515	2.35e-69	72	461	115	515	77.9	TC	TC
TPR_1	34	WP_278580822.1	213	1.050072220738336e-05	2	32	58	88	0.9117647058823528	STP	STP
Pyr_redox_2	292	WP_278580823.1	804	1.3122874253939109e-37	2	290	488	789	0.9897260273972602	STP	STP
9.B.144.1.4	830	WP_278580829.1	831	0.0	1	818	1	823	99.0	TC	TC
2.A.1.3.51	475	WP_278580834.1	468	6.26e-76	15	455	19	462	94.9	TC	TC
1.A.112.2.5	428	WP_278580836.1	421	7.540000000000001e-37	19	416	15	415	95.2	TC	TC
M06.UPW	254	WP_278580839.1	588	1.63e-186	1	254	246	499	43.2	PEPTIDASE	Peptidase
S1_7	1191	WP_278580844.1	562	5.84e-49	658	1102	32	446	73.8	SULFATLAS	Sulfatase
1.B.14.6.17	1041	WP_278580849.1	1033	0.0	9	1041	6	1033	99.5	TC	TC
3.E.1.5.3	2205	WP_278580851.1	716	1.58e-11	1000	1152	468	627	22.3	TC	TC
HTH_AraC	42	WP_278580851.1	716	4.959091479049562e-06	1	42	623	665	1.0	TF	TF
0035607	54	WP_278580851.1	716	2.7624565239882536e-07	2	50	666	712	0.9074074074074074	TF	TF
Peripla_BP_1	279	WP_278580851.1	716	1.774470881252182e-12	31	211	54	236	0.6487455197132617	STP	STP
HisKA	64	WP_278580851.1	716	4.552401167682493e-05	4	55	376	430	0.8125	STP	STP
Response_reg	112	WP_278580851.1	716	1.492400667170953e-26	1	110	468	577	0.9821428571428572	STP	STP
HTH_18	81	WP_278580851.1	716	9.242026765948769e-23	3	81	639	716	0.9753086419753086	STP	STP
1.B.38.1.10	570	WP_278580854.1	551	2.73e-76	8	564	13	550	97.6	TC	TC
1.B.14.6.17	1041	WP_278580855.1	1003	1.78e-215	20	1041	2	1003	99.9	TC	TC
S1_8	892	WP_278580856.1	365	7.96e-18	640	856	112	328	59.5	SULFATLAS	Sulfatase
3.A.18.1.1	411	WP_278580858.1	628	5.39e-72	39	394	3	359	56.8	TC	TC
S1_7	1056	WP_278580870.1	533	1.57e-15	575	1038	16	466	84.6	SULFATLAS	Sulfatase
3.D.9.1.1	184	WP_278580875.1	297	5.83e-59	43	181	44	183	47.1	TC	TC
3.D.1.5.1	390	WP_278580876.1	524	2.48e-92	9	390	168	524	68.1	TC	TC
3.D.1.5.1	329	WP_278580878.1	365	1.8e-78	25	316	45	345	82.5	TC	TC
Fer4	24	WP_278580879.1	178	4.027984604770958e-05	7	24	68	85	0.75	STP	STP
Fer4	24	WP_278580879.1	178	2.067870401393832e-05	2	24	107	129	0.9583333333333334	STP	STP
3.D.1.8.2	656	WP_278580880.1	684	2.73e-124	86	640	101	667	82.9	TC	TC
3.D.1.5.1	496	WP_278580882.1	503	6.75e-72	6	477	4	475	93.8	TC	TC
3.D.1.8.2	515	WP_278580883.1	479	6.65e-62	15	446	9	447	91.6	TC	TC
S1_2	1202	WP_278580885.1	313	4.29e-20	304	540	15	256	77.3	SULFATLAS	Sulfatase
3.A.9.1.2	929	WP_278580889.1	862	1.05e-232	95	903	3	857	99.2	TC	TC
S09.013	259	WP_278580892.1	729	4.42e-192	1	259	467	725	35.5	PEPTIDASE	Peptidase
M48.UPC	247	WP_278580901.1	300	2.9e-142	1	247	13	259	82.3	PEPTIDASE	Peptidase
I87.UPW	233	WP_278580902.1	316	2.27e-128	1	196	12	207	62.0	PEPTIDASE	Peptidase
9.B.304.1.8	440	WP_278580911.1	361	3.08e-21	122	337	131	350	60.9	TC	TC
3.D.4.2.2	652	WP_278580930.1	678	1.55e-80	64	650	42	641	88.5	TC	TC
LytTR	98	WP_278580931.1	277	2.874387322085222e-19	5	95	180	274	0.9285714285714286	TF	TF
