HMM Name	HMM Length	Target Name	Target Length	i-Evalue	HMM From	HMM To	Target From	Target To	Coverage	HMM File Name
HMA	62	WP_025068256.1	70	2.724173219569062e-16	1	60	5	64	0.967741935483871	STP
AraC_binding	136	WP_029216593.1	294	1.391931631878966e-05	24	110	50	139	0.6397058823529411	STP
HTH_18	81	WP_029216593.1	294	1.8908057890660197e-18	1	80	215	293	0.9876543209876543	STP
HTH_7	45	WP_036853605.1	217	4.5492894044478704e-07	6	42	160	194	0.8222222222222222	STP
TetR_N	47	WP_036853808.1	197	9.734281666510094e-16	1	45	10	54	0.9574468085106383	STP
Pribosyltran	159	WP_036854216.1	312	7.747936516151237e-20	28	131	162	260	0.6540880503144654	STP
Fer4	24	WP_036854476.1	279	2.3845458209038696e-07	2	20	206	224	0.7916666666666666	STP
Pribosyltran	159	WP_036854763.1	179	9.78923067285552e-23	10	158	19	163	0.9371069182389937	STP
FecR	96	WP_036855112.1	325	4.3565488859735825e-17	7	94	120	208	0.9166666666666666	STP
HhH-GPD	108	WP_036877323.1	215	3.6912338969506535e-22	2	107	36	171	0.9814814814814815	STP
Sigma70_r2	71	WP_118866493.1	182	8.548311930203071e-17	2	68	27	91	0.9436619718309859	STP
Sigma70_r4_2	54	WP_118866493.1	182	4.421457898526743e-15	3	53	123	173	0.9444444444444444	STP
AAA	132	WP_118867187.1	406	4.7336369213207515e-17	2	127	42	149	0.9545454545454546	STP
HATPase_c	111	WP_197050862.1	394	4.7218224621411245e-22	9	109	288	387	0.9099099099099099	STP
ATPase_2	233	WP_211796934.1	378	3.4161753092899545e-08	1	163	16	192	0.6995708154506438	STP
HxlR	91	WP_211802963.1	126	1.740065507608249e-27	2	86	23	109	0.9340659340659341	STP
Pribosyltran	159	WP_211803838.1	235	1.1618801409005225e-10	52	116	122	223	0.4088050314465409	STP
Penicillinase_R	115	WP_211803930.1	120	3.7077574728317346e-30	1	114	4	116	0.991304347826087	STP
FHA	69	WP_211804105.1	176	2.567146173041833e-08	2	69	90	165	0.9855072463768116	STP
Fer4	24	WP_213046788.1	204	1.4668034240366196e-05	5	23	154	172	0.7916666666666666	STP
Fer4	24	WP_213046788.1	204	2.2924417112451172e-07	2	23	179	200	0.9166666666666666	STP
TetR_N	47	WP_213046937.1	215	1.9969772107710633e-10	1	47	18	64	1.0	STP
GerE	57	WP_213047882.1	203	2.5918051389969904e-20	2	57	137	192	0.9824561403508771	STP
PfkB	302	WP_219440540.1	309	8.536121545683676e-35	1	272	1	261	0.9006622516556292	STP
HTH_1	60	WP_219442073.1	300	3.589539096272227e-17	1	59	3	61	0.9833333333333333	STP
LysR_substrate	209	WP_219442073.1	300	1.993307232879386e-39	2	208	87	294	0.9904306220095693	STP
Sigma70_r2	71	WP_219451698.1	169	2.7603455912903294e-17	2	69	10	75	0.9577464788732394	STP
Sigma70_r4_2	54	WP_219451698.1	169	4.503382885003083e-15	4	54	107	157	0.9444444444444444	STP
TPR_1	34	WP_219452703.1	471	3.072622863315147e-07	3	34	431	462	0.9411764705882353	STP
Sigma70_r2	71	WP_219525231.1	165	8.704020791313741e-11	1	69	10	75	0.971830985915493	STP
Sigma70_r4_2	54	WP_219525231.1	165	3.689912591144335e-12	10	54	112	156	0.8333333333333334	STP
NUDIX	131	WP_219525982.1	150	9.931785754026725e-19	6	128	13	133	0.9389312977099237	STP
Sigma70_r4_2	54	WP_240337370.1	208	1.4631521354016632e-17	2	53	132	183	0.9629629629629629	STP
TPR_1	34	WP_278580822.1	213	1.050072220738336e-05	2	32	58	88	0.9117647058823529	STP
Pyr_redox_2	292	WP_278580823.1	804	1.3122874253939109e-37	2	290	488	789	0.9897260273972602	STP
CBS	57	WP_278580836.1	421	1.4493178374608578e-05	7	55	276	324	0.8596491228070176	STP
Peripla_BP_1	279	WP_278580851.1	716	1.7744708812521818e-12	31	211	54	236	0.6487455197132617	STP
HisKA	64	WP_278580851.1	716	4.552401167682493e-05	4	55	376	430	0.8125	STP
Response_reg	112	WP_278580851.1	716	1.492400667170953e-26	1	110	468	577	0.9821428571428571	STP
HTH_18	81	WP_278580851.1	716	9.242026765948768e-23	3	81	639	716	0.9753086419753086	STP
Fer4	24	WP_278580879.1	178	4.027984604770958e-05	7	24	68	85	0.75	STP
Fer4	24	WP_278580879.1	178	2.0678704013938317e-05	2	24	107	129	0.9583333333333334	STP
AAA	132	WP_278580889.1	862	2.3077209220882365e-14	2	126	201	333	0.946969696969697	STP
AAA	132	WP_278580889.1	862	1.5723573666452305e-09	2	115	600	723	0.8636363636363636	STP
LytTR	98	WP_278580931.1	277	2.874387322085222e-19	5	95	180	274	0.9285714285714286	STP
Pribosyltran	159	WP_278580933.1	219	1.464241156591769e-10	30	137	73	181	0.6792452830188679	STP
AAA	132	WP_278580942.1	412	4.820441583342935e-16	1	100	112	237	0.7575757575757576	STP
HATPase_c	111	WP_278580954.1	617	9.628080945536979e-09	5	63	24	84	0.5315315315315315	STP
CBS	57	WP_278580964.1	494	3.1694893555752023e-12	5	52	98	145	0.8421052631578947	STP
CBS	57	WP_278580964.1	494	1.9235334194561646e-10	3	54	156	208	0.9122807017543859	STP
HTH_3	55	WP_278581016.1	156	2.1224817700429957e-09	1	55	5	60	1.0	STP
AAA	132	WP_278581034.1	600	4.9921834658504394e-14	2	126	43	174	0.946969696969697	STP
TrkA_C	70	WP_278581036.1	167	2.7753960410008697e-15	4	65	12	75	0.8857142857142857	STP
TrkA_C	70	WP_278581036.1	167	1.6480936341465478e-14	4	66	100	164	0.9	STP
Peptidase_M23	96	WP_278581041.1	545	4.42804999475473e-07	2	65	36	102	0.6666666666666666	STP
Peptidase_M23	96	WP_278581041.1	545	3.2829752873010562e-06	58	91	117	151	0.3541666666666667	STP
TPR_2	34	WP_278581065.1	444	6.298828481065047e-05	4	28	388	412	0.7352941176470589	STP
Nitroreductase	170	WP_278581086.1	245	6.508389983468004e-19	1	170	4	159	1.0	STP
HD	122	WP_278581094.1	406	2.2189265414299104e-08	1	70	54	126	0.5737704918032787	STP
FecR	96	WP_278581114.1	405	2.1803041703322567e-17	6	96	195	286	0.9479166666666666	STP
CbiA	128	WP_278581136.1	316	3.474232471620455e-05	9	108	125	237	0.78125	STP
HATPase_c	111	WP_278581153.1	653	8.786024845236507e-13	3	109	49	180	0.963963963963964	STP
Sigma70_r2	71	WP_278581165.1	170	9.509035158760438e-15	6	69	14	75	0.9014084507042254	STP
Sigma70_r4_2	54	WP_278581165.1	170	2.9158208827111954e-16	3	52	107	156	0.9259259259259259	STP
cNMP_binding	88	WP_278581201.1	221	4.711835002524276e-09	3	88	35	122	0.9772727272727273	STP
HD	122	WP_278581246.1	178	3.6499828681271065e-06	3	119	23	140	0.9590163934426229	STP
Aminotran_1_2	363	WP_278581256.1	405	9.621847771264799e-12	20	242	35	244	0.6143250688705234	STP
HATPase_c	111	WP_278581301.1	684	7.768581427524374e-10	4	108	27	173	0.9459459459459459	STP
Peripla_BP_2	238	WP_278581309.1	373	5.9546846513624266e-15	3	235	95	331	0.9789915966386554	STP
AAA	132	WP_278581337.1	857	5.355103527724619e-15	2	125	234	364	0.9393939393939394	STP
AAA	132	WP_278581337.1	857	1.1700295650090789e-09	2	111	571	689	0.8333333333333334	STP
Pyr_redox_2	292	WP_278581350.1	424	2.1228196892504163e-43	1	292	11	331	1.0	STP
GerE	57	WP_278581366.1	214	1.0232066760421335e-16	2	57	146	201	0.9824561403508771	STP
PglZ	176	WP_278581367.1	489	2.6263713051711893e-05	108	169	233	298	0.3522727272727273	STP
Pyr_redox_2	292	WP_278581368.1	310	3.3828860981471164e-50	2	291	5	295	0.9931506849315068	STP
Sigma70_r2	71	WP_278581386.1	174	5.4029844664830675e-11	1	65	11	72	0.9154929577464789	STP
Sigma70_r4_2	54	WP_278581386.1	174	2.72239763532032e-18	1	54	113	166	1.0	STP
Response_reg	112	WP_278581395.1	236	1.0043531025643694e-20	2	108	6	108	0.9553571428571429	STP
LytTR	98	WP_278581395.1	236	1.715587903373189e-19	2	97	140	231	0.9795918367346939	STP
Pyr_redox_2	292	WP_278581397.1	454	3.0481874876147995e-72	2	292	5	326	0.9965753424657534	STP
HTH_18	81	WP_278581501.1	299	7.427397094784309e-14	1	81	217	296	1.0	STP
FUR	120	WP_278581509.1	165	2.9002394644019223e-22	3	111	22	129	0.9083333333333333	STP
Fer4	24	WP_278581523.1	322	7.995338384831349e-06	5	23	197	215	0.7916666666666666	STP
TPR_2	34	WP_278581544.1	750	9.721907458712117e-07	1	34	655	688	1.0	STP
TPR_2	34	WP_278581545.1	225	2.8250553965880626e-07	1	33	57	89	0.9705882352941176	STP
TPR_1	34	WP_278581545.1	225	7.517457374526214e-09	3	33	96	126	0.9117647058823529	STP
Reg_prop	24	WP_278581597.1	1256	7.4139495464159595e-06	1	23	280	302	0.9583333333333334	STP
HisKA	64	WP_278581597.1	1256	8.169857258461807e-12	2	62	770	832	0.953125	STP
HATPase_c	111	WP_278581597.1	1256	4.1782937986348835e-19	3	109	883	986	0.963963963963964	STP
Response_reg	112	WP_278581597.1	1256	1.6975113368658427e-27	1	108	1009	1116	0.9642857142857143	STP
HTH_18	81	WP_278581597.1	1256	7.196168053721472e-19	1	79	1177	1254	0.9753086419753086	STP
ACT	67	WP_278581646.1	750	9.990638412572239e-05	11	63	345	391	0.7910447761194029	STP
HD	122	WP_278581673.1	764	2.2177206907057833e-06	2	122	63	162	0.9918032786885246	STP
Pyr_redox_2	292	WP_278581724.1	519	2.1445623386198362e-43	1	288	213	497	0.9863013698630136	STP
HD	122	WP_278581734.1	212	5.121283039803303e-09	3	118	30	125	0.9508196721311475	STP
HisKA	64	WP_278581748.1	518	4.338604648351922e-12	2	61	285	349	0.9375	STP
HATPase_c	111	WP_278581748.1	518	9.985927794625093e-26	2	108	399	509	0.963963963963964	STP
Aminotran_1_2	363	WP_278581764.1	603	2.9376157078625343e-29	56	363	312	600	0.8484848484848485	STP
HTH_18	81	WP_278581794.1	137	2.1058309608717866e-21	3	80	58	134	0.9629629629629629	STP
AAA	132	WP_278581813.1	466	1.5386675598502962e-07	1	126	105	245	0.9545454545454546	STP
MarR	59	WP_278581844.1	126	3.482143848403855e-13	1	58	29	87	0.9830508474576272	STP
HD	122	WP_278581862.1	474	8.690549124344689e-15	2	118	264	382	0.9590163934426229	STP
HTH_18	81	WP_278581881.1	324	2.9562525113476474e-20	1	80	238	316	0.9876543209876543	STP
Pribosyltran	159	WP_278581889.1	210	5.620179916542138e-18	21	126	60	155	0.6666666666666666	STP
DeoRC	160	WP_278581898.1	145	2.1738337152879103e-32	51	160	2	111	0.6875	STP
HTH_18	81	WP_278581916.1	319	6.248235818867154e-13	1	79	225	302	0.9753086419753086	STP
EPSP_synthase	417	WP_278581922.1	437	6.414902923789634e-61	2	416	7	423	0.9952038369304557	STP
Hemerythrin	131	WP_278581944.1	302	4.160608462474428e-13	17	130	90	207	0.8702290076335878	STP
GerE	57	WP_278581944.1	302	2.4302515578187666e-15	2	57	237	289	0.9824561403508771	STP
GerE	57	WP_278581961.1	332	2.3873989538261523e-07	3	48	273	318	0.8070175438596491	STP
Sigma70_r2	71	WP_278581967.1	160	1.325669319918096e-15	5	70	13	77	0.9295774647887324	STP
Sigma70_r4_2	54	WP_278581967.1	160	4.751445826027533e-13	2	54	102	154	0.9814814814814815	STP
FUR	120	WP_278581978.1	143	3.709536630287407e-23	3	118	12	124	0.9666666666666667	STP
Sigma70_r4_2	54	WP_278581989.1	164	2.0065063465561187e-10	12	50	113	151	0.7222222222222222	STP
HTH_8	42	WP_278581995.1	413	3.8675819618999135e-14	4	42	370	408	0.9285714285714286	STP
GAF	133	WP_278582021.1	161	1.2579227493229926e-06	36	130	61	151	0.7142857142857143	STP
AAA	132	WP_278582070.1	491	9.008578142048518e-47	2	131	44	176	0.9848484848484849	STP
Hemerythrin	131	WP_278582088.1	512	5.886299832370938e-11	1	129	95	214	0.9847328244274809	STP
CbiA	128	WP_278582099.1	367	9.979050745781081e-15	1	55	101	220	0.4296875	STP
Sigma70_r2	71	WP_278582122.1	228	3.8580683177684235e-11	3	68	42	107	0.9295774647887324	STP
Sigma70_r4	50	WP_278582122.1	228	6.224011864707713e-14	2	49	174	224	0.96	STP
AAA	132	WP_278582146.1	822	2.3979832180028383e-23	1	126	375	512	0.9545454545454546	STP
Aminotran_1_2	363	WP_278582148.1	396	2.837129415932251e-56	3	363	45	385	0.9944903581267218	STP
NUDIX	131	WP_278582166.1	225	3.079938952720905e-07	5	118	14	125	0.8702290076335878	STP
Hemerythrin	131	WP_278582182.1	174	1.2986148868256751e-15	3	131	22	170	0.9847328244274809	STP
cNMP_binding	88	WP_278582183.1	223	1.380587167009675e-05	2	87	35	122	0.9772727272727273	STP
Pkinase	264	WP_278582271.1	398	1.452210997109077e-28	15	190	37	208	0.6666666666666666	STP
TPR_2	34	WP_278582279.1	578	2.0050495220739005e-05	1	34	73	106	1.0	STP
EPSP_synthase	417	WP_278582303.1	417	6.7220539130909455e-68	84	417	61	406	0.8009592326139089	STP
TPR_2	34	WP_278582304.1	1122	3.544341966986913e-05	1	32	248	279	0.9411764705882353	STP
Response_reg	112	WP_278582305.1	504	1.3649725298926524e-26	2	110	7	114	0.9732142857142857	STP
PglZ	176	WP_278582305.1	504	4.924547696275187e-40	1	175	250	443	0.9943181818181818	STP
HATPase_c	111	WP_278582320.1	657	1.7019765803822433e-22	3	108	38	177	0.954954954954955	STP
Nitroreductase	170	WP_278582334.1	241	3.391467740760721e-31	3	169	9	218	0.9823529411764705	STP
Aminotran_1_2	363	WP_278582338.1	389	1.9495899467400444e-57	2	363	32	384	0.9972451790633609	STP
Aminotran_1_2	363	WP_278582367.1	397	2.756706003444332e-72	2	363	32	389	0.9972451790633609	STP
HhH-GPD	108	WP_278582378.1	335	2.398275956007593e-20	2	96	32	152	0.8796296296296297	STP
HTH_18	81	WP_278582381.1	362	2.9344603067505007e-22	2	80	276	354	0.9753086419753086	STP
HTH_18	81	WP_278582382.1	373	1.200578737674307e-19	2	81	278	357	0.9876543209876543	STP
HTH_18	81	WP_278582383.1	376	8.800098183504406e-07	2	60	301	358	0.7283950617283951	STP
TrkA_C	70	WP_278582384.1	446	9.154708857317717e-10	4	69	156	221	0.9428571428571428	STP
TrkA_C	70	WP_278582384.1	446	2.1760545487095946e-13	1	69	378	445	0.9857142857142858	STP
PALP	294	WP_278582386.1	315	6.601550454208957e-72	2	294	9	297	0.9965986394557823	STP
CbiA	128	WP_278582400.1	840	4.402631216818209e-08	1	55	604	702	0.4296875	STP
Nitroreductase	170	WP_278582424.1	171	1.1411906136135296e-11	2	61	8	67	0.35294117647058826	STP
Nitroreductase	170	WP_278582424.1	171	2.2537837528845864e-09	84	169	71	151	0.5058823529411764	STP
HMA	62	WP_278582435.1	639	3.554213771446668e-14	1	62	4	65	1.0	STP
Sigma70_r2	71	WP_278582456.1	188	6.6614667253937934e-15	1	69	27	95	0.971830985915493	STP
Sigma70_r4_2	54	WP_278582456.1	188	1.767476634495659e-14	3	52	123	172	0.9259259259259259	STP
Fer4	24	WP_278582459.1	1191	2.0361804756365964e-05	1	24	685	708	1.0	STP
HTH_18	81	WP_278582460.1	128	7.606698911407349e-18	1	81	46	125	1.0	STP
Aminotran_1_2	363	WP_278582502.1	348	5.841278258279422e-45	2	358	11	336	0.9834710743801653	STP
Aminotran_1_2	363	WP_278582504.1	258	2.946461588527074e-40	2	240	32	256	0.6584022038567493	STP
Trans_reg_C	77	WP_278582515.1	241	4.831036591129295e-10	1	77	167	240	1.0	STP
Fer4	24	WP_278582518.1	462	1.1583096616070966e-05	5	20	302	317	0.6666666666666666	STP
CbiA	128	WP_278582535.1	453	3.893065551321489e-05	2	89	102	254	0.6875	STP
TPR_1	34	WP_278582536.1	59	3.4199878278465354e-10	1	33	3	35	0.9705882352941176	STP
Sigma70_r4_2	54	WP_278582550.1	426	4.872697660446306e-05	26	54	1	29	0.5370370370370371	STP
AsnC_trans_reg	75	WP_278582552.1	90	3.2328445463058785e-21	1	75	5	77	1.0	STP
Response_reg	112	WP_278582577.1	241	5.954267637553851e-14	1	101	6	111	0.9017857142857143	STP
TrkA_C	70	WP_278582586.1	430	1.0927537878359055e-10	9	67	210	269	0.8428571428571429	STP
TrkA_C	70	WP_278582586.1	430	4.55928387805259e-13	4	70	297	364	0.9571428571428572	STP
PIG-L	131	WP_278582601.1	629	3.8417733020652706e-18	2	131	382	559	0.9923664122137404	STP
CBS	57	WP_278582603.1	439	3.97720899732658e-07	1	53	218	273	0.9298245614035088	STP
CBS	57	WP_278582603.1	439	3.9383653680153595e-08	7	56	288	337	0.8771929824561403	STP
PALP	294	WP_278582613.1	273	2.117764775004598e-28	5	173	79	273	0.5748299319727891	STP
Peptidase_M23	96	WP_278582616.1	59	4.9912011833960194e-11	37	96	1	54	0.625	STP
NUDIX	131	WP_278582635.1	258	5.181458783599332e-17	4	115	133	235	0.8549618320610687	STP
Sigma70_r2	71	WP_278582638.1	130	1.79383390641053e-11	1	68	18	83	0.9577464788732394	STP
Y_Y_Y	66	WP_278582639.1	636	4.225347360459196e-08	7	66	27	85	0.9090909090909091	STP
HisKA	64	WP_278582639.1	636	1.2360553805385962e-14	2	62	140	204	0.953125	STP
HATPase_c	111	WP_278582639.1	636	5.173477771671048e-17	4	110	255	361	0.963963963963964	STP
Response_reg	112	WP_278582639.1	636	3.8290289679290323e-22	2	111	391	500	0.9821428571428571	STP
HTH_18	81	WP_278582639.1	636	3.2670651012327873e-18	1	80	556	634	0.9876543209876543	STP
Peripla_BP_1	279	WP_423808752.1	878	3.301415220231076e-11	27	209	51	236	0.6559139784946236	STP
HisKA	64	WP_423808752.1	878	4.0990707666161274e-10	2	64	373	438	0.984375	STP
HATPase_c	111	WP_423808752.1	878	1.059478132118887e-24	2	110	484	590	0.9819819819819819	STP
Response_reg	112	WP_423808752.1	878	6.676005096251148e-26	1	111	637	747	0.9910714285714286	STP
HTH_18	81	WP_423808752.1	878	2.8589599869549256e-21	4	76	806	877	0.9012345679012346	STP
