system number	system name	functional unit name	subsystem number	gene family	partition	annotation	secondary_names	gene.ID	gene.name	contig	start	stop	strand	is_fragment	genomic organization	product
1	CGC-Finder Model	PUL	2, 42, 6, 7, 8, 9	KQP59_RS10945	persistent	STP, STP, STP, STP, STP, STP		BT_RS07795		NC_004663.1	1901116	1902489	+	False	split, split, split, split, split, split	FAD-dependent oxidoreductase, FAD-dependent oxidoreductase, FAD-dependent oxidoreductase, FAD-dependent oxidoreductase, FAD-dependent oxidoreductase, FAD-dependent oxidoreductase
1	CGC-Finder Model	PUL	41, 5, 6, 6, 7, 8	KQP59_RS10965	persistent	TC, TC, TC, TC, TC, TC		BT_RS07800		NC_004663.1	1903055	1904653	+	False	split, split, split, split, split, split	ABC-F family ATP-binding cassette domain-containing protein, ABC-F family ATP-binding cassette domain-containing protein, ABC-F family ATP-binding cassette domain-containing protein, ABC-F family ATP-binding cassette domain-containing protein, ABC-F family ATP-binding cassette domain-containing protein, ABC-F family ATP-binding cassette domain-containing protein
1	CGC-Finder Model	PUL	11, 13, 13, 15, 17, 44	NXX31_RS23565	persistent	STP, STP, STP, STP, STP, STP		BT_RS07805		NC_004663.1	1904740	1905528	+	False	split, split, split, split, split, split	NAD(+) diphosphatase, NAD(+) diphosphatase, NAD(+) diphosphatase, NAD(+) diphosphatase, NAD(+) diphosphatase, NAD(+) diphosphatase
1	CGC-Finder Model	PUL	1, 1, 1, 1, 2, 64	KQP59_RS10975	persistent	STP, STP, STP, STP, STP, STP		BT_RS07810		NC_004663.1	1905535	1906098	+	False	split, split, split, split, split, split	Crp/Fnr family transcriptional regulator, Crp/Fnr family transcriptional regulator, Crp/Fnr family transcriptional regulator, Crp/Fnr family transcriptional regulator, Crp/Fnr family transcriptional regulator, Crp/Fnr family transcriptional regulator
1	CGC-Finder Model	PUL	11, 11, 11, 13, 13, 9	KQP59_RS10980	persistent	TC, TC, TC, TC, TC, TC		BT_RS07815		NC_004663.1	1906183	1907232	+	False	split, split, split, split, split, split	acyltransferase, acyltransferase, acyltransferase, acyltransferase, acyltransferase, acyltransferase
1	CGC-Finder Model	PUL	1, 2, 2, 2, 3, 33	KQP59_RS10990	persistent	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS07825		NC_004663.1	1908723	1910468	-	False	split, split, split, split, split, split	phospho-sugar mutase, phospho-sugar mutase, phospho-sugar mutase, phospho-sugar mutase, phospho-sugar mutase, phospho-sugar mutase
1	CGC-Finder Model	PUL	10, 12, 12, 13, 15, 3	KQP59_RS11000	persistent	STP, STP, STP, STP, STP, STP		BT_RS07835		NC_004663.1	1912259	1913911	-	False	split, split, split, split, split, split	M23 family metallopeptidase, M23 family metallopeptidase, M23 family metallopeptidase, M23 family metallopeptidase, M23 family metallopeptidase, M23 family metallopeptidase
1	CGC-Finder Model	PUL	23, 7, 8	KQP59_RS11010	shell	TC, TC, TC		BT_RS07845		NC_004663.1	1916774	1920118	+	False	split, split, split	SusC/RagA family TonB-linked outer membrane protein, SusC/RagA family TonB-linked outer membrane protein, SusC/RagA family TonB-linked outer membrane protein
1	CGC-Finder Model	PUL	34, 5, 6, 7	KQP59_RS11015	shell	TC, TC, TC, TC		BT_RS07850		NC_004663.1	1920134	1921462	+	False	split, split, split, split	RagB/SusD family nutrient uptake outer membrane protein, RagB/SusD family nutrient uptake outer membrane protein, RagB/SusD family nutrient uptake outer membrane protein, RagB/SusD family nutrient uptake outer membrane protein
1	CGC-Finder Model	PUL	22, 3, 3, 3, 4, 5	AMN54_RS27115	persistent	TC, TC, TC, TC, TC, TC		BT_RS07855		NC_004663.1	1921568	1922674	+	False	split, split, split, split, split, split	alanine dehydrogenase, alanine dehydrogenase, alanine dehydrogenase, alanine dehydrogenase, alanine dehydrogenase, alanine dehydrogenase
1	CGC-Finder Model	PUL	15, 18, 20, 21, 22, 24, 25, 25, 25, 25, 33, 33, 42, 70, 89	KQP59_RS03930	shell	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS08335		NC_004663.1	2034033	2034659	-	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase
1	CGC-Finder Model	PUL	23, 23, 24, 29, 30, 31, 37	DWY18_RS21585	shell	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS08340		NC_004663.1	2034688	2035497	-	False	split, split, split, split, split, split, split	glycosyltransferase, glycosyltransferase, glycosyltransferase, glycosyltransferase, glycosyltransferase, glycosyltransferase, glycosyltransferase
1	CGC-Finder Model	PUL	16, 19, 21, 22, 23, 25, 26, 26, 26, 26, 34, 34, 43, 71, 90	KQP59_RS03930	shell	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS08660		NC_004663.1	2104941	2105567	-	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase, sugar transferase
1	CGC-Finder Model	PUL	22, 22, 23, 28, 29, 30, 36	DWY18_RS21585	shell	CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme, CAZyme		BT_RS08665		NC_004663.1	2105596	2106417	-	False	split, split, split, split, split, split, split	glycosyltransferase, glycosyltransferase, glycosyltransferase, glycosyltransferase, glycosyltransferase, glycosyltransferase, glycosyltransferase
1	CGC-Finder Model	PUL	10, 11, 11, 11, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 14, 22, 4, 58, 61, 8	NXY45_RS22725	persistent	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS10580		NC_004663.1	2615821	2617983	-	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3, DNA topoisomerase 3
1	CGC-Finder Model	PUL	11, 12, 12, 12, 13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 15, 23, 33, 35, 5, 9	KQP59_RS24235	persistent	STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP		BT_RS10585		NC_004663.1	2618135	2620282	-	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase, methylmalonyl-CoA mutase
1	CGC-Finder Model	PUL	14, 20, 28, 3, 6, 6, 6, 6, 62, 66, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8	KQP59_RS24245	persistent	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS10595		NC_004663.1	2622504	2624168	+	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter, putative transporter
1	CGC-Finder Model	PUL	10, 10, 14, 14, 15, 15, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 19, 24, 7	KQP59_RS24250	persistent	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS10600		NC_004663.1	2624261	2624896	-	False	split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split, split	cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein, cytidylate kinase-like family protein
1	CGC-Finder Model	PUL	12, 20, 39, 4, 44, 6	KQP59_RS12410	persistent	TC, TC, TC, TC, TC, TC		BT_RS11945		NC_004663.1	2947596	2950673	+	False	split, split, split, split, split, split	TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor
1	CGC-Finder Model	PUL	100, 13, 5, 7	KQP59_RS12420	shell	STP, STP, STP, STP		BT_RS11955		NC_004663.1	2952463	2953026	+	False	split, split, split, split	cyclic nucleotide-binding domain-containing protein, cyclic nucleotide-binding domain-containing protein, cyclic nucleotide-binding domain-containing protein, cyclic nucleotide-binding domain-containing protein
1	CGC-Finder Model	PUL	1, 17, 19, 22, 49, 9	KQP59_RS12425	persistent	TC, TC, TC, TC, TC, TC		BT_RS11960		NC_004663.1	2953136	2954284	+	False	split, split, split, split, split, split	acyltransferase, acyltransferase, acyltransferase, acyltransferase, acyltransferase, acyltransferase
1	CGC-Finder Model	PUL	10, 13, 14, 20, 22, 66, 67	ARB54_RS20210	persistent	STP, STP, STP, STP, TF, TF, TF		BT_RS12060		NC_004663.1	2974289	2974759	-	False	split, split, split, split, split, split, split	Lrp/AsnC family transcriptional regulator, Lrp/AsnC family transcriptional regulator, Lrp/AsnC family transcriptional regulator, Lrp/AsnC family transcriptional regulator, Lrp/AsnC family transcriptional regulator, Lrp/AsnC family transcriptional regulator, Lrp/AsnC family transcriptional regulator
1	CGC-Finder Model	PUL	10, 19, 20, 37, 43, 6, 6	KQP59_RS12525	persistent	STP, STP, STP, STP, STP, STP, STP		BT_RS12065		NC_004663.1	2974938	2976224	+	False	split, split, split, split, split, split, split	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein, O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein, O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein, O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein, O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein, O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein, O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein
1	CGC-Finder Model	PUL	2, 2, 25, 26, 3, 3, 4	KQP59_RS12535	persistent	TC, TC, TC, TC, TC, TC, TC		BT_RS12075		NC_004663.1	2976688	2977599	-	False	split, split, split, split, split, split, split	mechanosensitive ion channel, mechanosensitive ion channel, mechanosensitive ion channel, mechanosensitive ion channel, mechanosensitive ion channel, mechanosensitive ion channel, mechanosensitive ion channel
1	CGC-Finder Model	PUL	10, 11, 12, 8, 84, 85, 9	KQP59_RS12540	persistent	TC, TC, TC, TC, TC, TC, TC		BT_RS12080		NC_004663.1	2977831	2980062	+	False	split, split, split, split, split, split, split	TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor
1	CGC-Finder Model	PUL	1, 1, 1, 1, 2, 44, 48	KQP59_RS12545	persistent	STP, STP, STP, STP, STP, STP, STP		BT_RS12085		NC_004663.1	2980116	2984249	-	False	split, split, split, split, split, split, split	two-component regulator propeller domain-containing protein, two-component regulator propeller domain-containing protein, two-component regulator propeller domain-containing protein, two-component regulator propeller domain-containing protein, two-component regulator propeller domain-containing protein, two-component regulator propeller domain-containing protein, two-component regulator propeller domain-containing protein
1	CGC-Finder Model	PUL	11, 55, 57, 7, 7, 8, 9	KQP59_RS12555	persistent	TC, TC, TC, TC, TC, TC, TC		BT_RS12095		NC_004663.1	2985949	2989032	+	False	split, split, split, split, split, split, split	TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor
1	CGC-Finder Model	PUL	17, 18, 20, 36, 4, 4, 40, 8	DWY18_RS13925	persistent	TC, TC, TC, TC, TC, TC, TC, TC		BT_RS12110		NC_004663.1	2992215	2992781	+	False	split, split, split, split, split, split, split, split	nicotinamide riboside transporter PnuC, nicotinamide riboside transporter PnuC, nicotinamide riboside transporter PnuC, nicotinamide riboside transporter PnuC, nicotinamide riboside transporter PnuC, nicotinamide riboside transporter PnuC, nicotinamide riboside transporter PnuC, nicotinamide riboside transporter PnuC
1	CGC-Finder Model	PUL	1, 2, 2, 3, 3, 71	KQP59_RS12585	persistent	STP, STP, STP, STP, STP, STP		BT_RS12135		NC_004663.1	2996511	2997812	-	False	split, split, split, split, split, split	threonine synthase, threonine synthase, threonine synthase, threonine synthase, threonine synthase, threonine synthase
1	CGC-Finder Model	PUL	11, 15, 23, 24, 28, 46	KQP59_RS12595	persistent	STP, STP, STP, STP, STP, STP		BT_RS12145		NC_004663.1	2999048	3001483	-	False	split, split, split, split, split, split	bifunctional aspartate kinase/homoserine dehydrogenase I, bifunctional aspartate kinase/homoserine dehydrogenase I, bifunctional aspartate kinase/homoserine dehydrogenase I, bifunctional aspartate kinase/homoserine dehydrogenase I, bifunctional aspartate kinase/homoserine dehydrogenase I, bifunctional aspartate kinase/homoserine dehydrogenase I
1	CGC-Finder Model	PUL	1, 17, 18, 21, 24, 30, 4, 7, 7, 77, 8, 99	K0F21_RS22650	persistent	STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP, STP		BT_RS12165		NC_004663.1	3005623	3007272	+	False	split, split, split, split, split, split, split, split, split, split, split, split	FAD-binding protein, FAD-binding protein, FAD-binding protein, FAD-binding protein, FAD-binding protein, FAD-binding protein, FAD-binding protein, FAD-binding protein, FAD-binding protein, FAD-binding protein, FAD-binding protein, FAD-binding protein
1	CGC-Finder Model	PUL	10, 10, 12, 14, 3, 3, 3, 6, 6, 68, 7, 79	KQP59_RS12620	persistent	STP, STP, STP, STP, STP, STP, STP, STP, STP, TF, TF, TF		BT_RS12170		NC_004663.1	3007291	3007893	+	False	split, split, split, split, split, split, split, split, split, split, split, split	LuxR C-terminal-related transcriptional regulator, LuxR C-terminal-related transcriptional regulator, LuxR C-terminal-related transcriptional regulator, LuxR C-terminal-related transcriptional regulator, LuxR C-terminal-related transcriptional regulator, LuxR C-terminal-related transcriptional regulator, LuxR C-terminal-related transcriptional regulator, LuxR C-terminal-related transcriptional regulator, LuxR C-terminal-related transcriptional regulator, LuxR C-terminal-related transcriptional regulator, LuxR C-terminal-related transcriptional regulator, LuxR C-terminal-related transcriptional regulator
1	CGC-Finder Model	PUL	10, 11, 14, 14, 17, 2, 2, 2, 20, 4, 4, 6	KQP59_RS12625	persistent	TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC, TC		BT_RS12175		NC_004663.1	3007984	3010401	+	False	split, split, split, split, split, split, split, split, split, split, split, split	TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor
1	CGC-Finder Model	PUL	1, 1, 10, 2, 4, 7, 8	KQP59_RS06450	persistent	TC, TC, TC, TC, TC, TC, TC		BT_RS12940		NC_004663.1	3192720	3194363	-	False	split, split, split, split, split, split, split	SusD/RagB family nutrient-binding outer membrane lipoprotein, SusD/RagB family nutrient-binding outer membrane lipoprotein, SusD/RagB family nutrient-binding outer membrane lipoprotein, SusD/RagB family nutrient-binding outer membrane lipoprotein, SusD/RagB family nutrient-binding outer membrane lipoprotein, SusD/RagB family nutrient-binding outer membrane lipoprotein, SusD/RagB family nutrient-binding outer membrane lipoprotein
1	CGC-Finder Model	PUL	13, 15, 5, 6, 7, 71, 87	KQP59_RS06455	persistent	TC, TC, TC, TC, TC, TC, TC		BT_RS12945		NC_004663.1	3194382	3197753	-	False	split, split, split, split, split, split, split	TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor, TonB-dependent receptor
1	CGC-Finder Model	PUL	10, 10, 2, 3, 47, 54, 6	KQP59_RS06460	persistent	STP, STP, STP, STP, STP, STP, STP		BT_RS12950		NC_004663.1	3197963	3198901	-	False	split, split, split, split, split, split, split	FecR family protein, FecR family protein, FecR family protein, FecR family protein, FecR family protein, FecR family protein, FecR family protein
1	CGC-Finder Model	PUL	16, 19, 32, 32, 6, 8, 9	KQP59_RS06465	persistent	STP, STP, STP, STP, STP, STP, TF		BT_RS12955		NC_004663.1	3199007	3199567	-	False	split, split, split, split, split, split, split	RNA polymerase sigma-70 factor, RNA polymerase sigma-70 factor, RNA polymerase sigma-70 factor, RNA polymerase sigma-70 factor, RNA polymerase sigma-70 factor, RNA polymerase sigma-70 factor, RNA polymerase sigma-70 factor
