CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Gene Strand	Gene Annotation
CGC8	CAZyme	PUL0262	PUL0262|ALJ61521.1	202375	203253	+	CAZyme|CE1_e22+PEPTIDASE|S09.UPW
CGC8	CAZyme	PUL0262	PUL0262|ALJ61522.1	204253	207474	+	CAZyme|CE6_e2|GH95_e1+SULFATLAS|S1_11
CGC8	CAZyme	PUL0262	PUL0262|ALJ61523.1	208474	209724	+	CAZyme|GH8_e37
CGC8	TC	PUL0262	PUL0262|ALJ61524.1	210724	214833	+	TC|9.B.34.1.7+TF|0036286+TF|0035607+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC9	CAZyme	PUL0263	PUL0263|ALJ61540.1	215833	218148	+	CAZyme|CBM22_e4|CBM22_e4|GH10_e28
CGC9	null	PUL0263	PUL0263|ALJ61541.1	219148	220548	+	null
CGC9	null	PUL0263	PUL0263|ALJ61542.1	221548	223233	+	null
CGC9	TC	PUL0263	PUL0263|ALJ61543.1	224233	227382	+	TC|1.B.14.6.1
CGC9	TC	PUL0263	PUL0263|ALJ61544.1	228382	232482	+	TC|9.B.238.3.2+TF|0035607+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC10	CAZyme	PUL0274	PUL0274|ACS45887.1	235831	237510	+	CAZyme|GH43_12
CGC10	TF	PUL0274	PUL0274|ACS45888.1	238510	239511	+	TF|LacI+STP|Peripla_BP_3
CGC10	STP	PUL0274	PUL0274|ACS45889.1	240511	241785	+	STP|SBP_bac_1
CGC10	TC	PUL0274	PUL0274|ACS45890.1	242785	243840	+	TC|3.A.1.1.7
CGC10	TC	PUL0274	PUL0274|ACS45891.1	244840	245706	+	TC|3.A.1.1.18
CGC10	CAZyme	PUL0274	PUL0274|ACS45892.1	246706	248328	+	CAZyme|GH43_11|CBM91_e24
CGC10	CAZyme	PUL0274	PUL0274|ACS45893.1	249328	251250	+	CAZyme|CE20_e33+SULFATLAS|S1_25
CGC10	PEPTIDASE	PUL0274	PUL0274|ACS45894.1	252250	253410	+	PEPTIDASE|S09.UPW
CGC10	CAZyme	PUL0274	PUL0274|ACS45895.1	254410	255966	+	CAZyme|GH43_10|CBM91_e2+SULFATLAS|S1_8
CGC11	TC	PUL0289	PUL0289|ABQ06882.1	261724	264729	+	TC|1.B.14.6.17
CGC11	TC	PUL0289	PUL0289|ABQ06883.1	265729	269847	+	TC|9.B.238.3.6+TF|HTH_AraC+STP|Reg_prop+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC11	CAZyme	PUL0289	PUL0289|ABQ06884.1	270847	272787	+	CAZyme|GH97_e18
CGC11	CAZyme	PUL0289	PUL0289|ABQ06885.1	273787	276378	+	CAZyme|GH3_e0+SULFATLAS|S1_15
CGC11	CAZyme	PUL0289	PUL0289|ABQ06886.1	277378	278931	+	CAZyme|GH43_10|CBM91_e51
CGC11	CAZyme	PUL0289	PUL0289|ABQ06887.1	279931	282225	+	CAZyme|GH146_e0
CGC11	CAZyme	PUL0289	PUL0289|ABQ06888.1	283225	285747	+	CAZyme|GH115_e0
CGC11	CAZyme	PUL0289	PUL0289|ABQ06889.1	286747	288426	+	CAZyme|CE6_e2|CE1_e22+SULFATLAS|S1_17+PEPTIDASE|S09.UPW
CGC11	null	PUL0289	PUL0289|ABQ06890.1	289426	290667	+	null
CGC11	CAZyme	PUL0289	PUL0289|ABQ06891.1	291667	293379	+	CAZyme|GH43_12|CBM91_e46
CGC11	null	PUL0289	PUL0289|ABQ06892.1	294379	296316	+	null
CGC11	TC	PUL0289	PUL0289|ABQ06893.1	297316	300405	+	TC|1.B.14.6.17
CGC12	CAZyme	PUL0294	PUL0294|PKD09793.1	303925	305901	+	CAZyme|GH120_e0|GH120_e3+SULFATLAS|S1_7
CGC12	null	PUL0294	PUL0294|PKD09794.1	306901	307530	+	null
CGC12	CAZyme	PUL0294	PUL0294|PKD09795.1	308530	310299	+	CAZyme|GH43_12
CGC12	CAZyme	PUL0294	PUL0294|PKD09796.1	311299	312915	+	CAZyme|GH43_11|CBM91_e24
CGC12	TC	PUL0294	PUL0294|PKD09797.1	313915	314808	+	TC|3.A.1.1.25
CGC12	TC	PUL0294	PUL0294|PKD09798.1	315808	316857	+	TC|3.A.1.1.25
CGC13	CAZyme	PUL0328	PUL0328|APU67020.1	326746	328911	+	CAZyme|GH127_e5
CGC13	CAZyme	PUL0328	PUL0328|APU67021.1	329911	332349	+	CAZyme|GH43_e21+SULFATLAS|S1_4
CGC13	SULFATLAS	PUL0328	PUL0328|APU67022.1	333349	334488	+	SULFATLAS|S1_22
CGC13	CAZyme	PUL0328	PUL0328|APU67023.1	335488	336585	+	CAZyme|GH43_26+SULFATLAS|S1_22
CGC13	CAZyme	PUL0328	PUL0328|APU67024.1	337585	339402	+	CAZyme|GH2_e14+SULFATLAS|S1_22
CGC13	CAZyme	PUL0328	PUL0328|APU67025.1	340402	341574	+	CAZyme|GH5_13+SULFATLAS|S1_7
CGC13	null	PUL0328	PUL0328|APU67026.1	342574	343263	+	null
CGC13	null	PUL0328	PUL0328|APU67027.1	344263	346155	+	null
CGC13	TC	PUL0328	PUL0328|APU67028.1	347155	350292	+	TC|1.B.14.6.17
CGC14	CAZyme	PUL0329	PUL0329|APU67041.1	351292	352839	+	CAZyme|GH43_10|CBM91_e51+SULFATLAS|S1_7
CGC14	CAZyme	PUL0329	PUL0329|APU67042.1	353839	355581	+	CAZyme|GH43_12|CBM91_e46
CGC14	SULFATLAS	PUL0329	PUL0329|APU67043.1	356581	357690	+	SULFATLAS|S1_4
CGC14	CAZyme	PUL0329	PUL0329|APU67044.1	358690	360633	+	CAZyme|CE20_e20+SULFATLAS|S1_7
CGC14	CAZyme	PUL0329	PUL0329|APU67045.1	361633	362805	+	CAZyme|GH43_1+SULFATLAS|S1_7
CGC14	TC	PUL0329	PUL0329|APU67046.1	363805	366927	+	TC|1.B.14.6.17
CGC15	CAZyme	PUL0329	PUL0329|APU67056.1	385411	387615	+	CAZyme|GH3_e0+SULFATLAS|S1_7
CGC15	CAZyme	PUL0329	PUL0329|APU67057.1	388615	390843	+	CAZyme|GH67_e0
CGC15	TC	PUL0329	PUL0329|APU67058.1	391843	392583	+	TC|1.A.115.1.5
CGC15	null	PUL0329	PUL0329|APU67059.1	393583	394740	+	null
CGC15	CAZyme	PUL0329	PUL0329|APU67060.1	395740	396885	+	CAZyme|GH10_e7+SULFATLAS|S1_7
CGC15	CAZyme	PUL0329	PUL0329|APU67061.1	397885	400725	+	CAZyme|GH115_e0
CGC15	CAZyme	PUL0329	PUL0329|APU67062.1	401725	403041	+	CAZyme|CE15_e14+PEPTIDASE|S09.UNW
CGC15	null	PUL0329	PUL0329|APU67063.1	404041	405354	+	null
CGC15	null	PUL0329	PUL0329|APU67064.1	406354	407841	+	null
CGC15	TC	PUL0329	PUL0329|APU67065.1	408841	410457	+	TC|2.A.21.3.19
CGC16	TC	PUL0335	PUL0335|SIP56312.1	412795	414153	+	TC|3.A.23.1.1+STP|Response_reg+STP|AAA+STP|HTH_8
CGC16	null	PUL0335	PUL0335|SIP56313.1	415153	416637	+	null
CGC16	STP	PUL0335	PUL0335|SIP56314.1	417637	418146	+	STP|Glyoxalase
CGC16	TC	PUL0335	PUL0335|SIP56315.1	419146	420696	+	TC|3.B.1.1.2
CGC16	null	PUL0335	PUL0335|SIP56316.1	421696	422625	+	null
CGC16	TC	PUL0335	PUL0335|SIP56317.1	423625	424056	+	TC|3.B.1.1.7
CGC16	TC	PUL0335	PUL0335|SIP56318.1	425056	426213	+	TC|3.B.1.1.2
CGC16	STP	PUL0335	PUL0335|SIP56319.1	427213	428562	+	STP|TPR_1
CGC16	CAZyme	PUL0335	PUL0335|SIP56320.1	429562	431409	+	CAZyme|GH13_46+TC|8.A.9.1.3
CGC17	CAZyme	PUL0335	PUL0335|SIP56331.1	452740	454890	+	CAZyme|GH97_e22
CGC17	null	PUL0335	PUL0335|SIP56332.1	455890	456372	+	null
CGC17	TC	PUL0335	PUL0335|SIP56333.1	457372	457746	+	TC|1.A.43.1.1
CGC17	null	PUL0335	PUL0335|SIP56334.1	458746	459411	+	null
CGC17	null	PUL0335	PUL0335|SIP56335.1	460411	461697	+	null
CGC17	CAZyme	PUL0335	PUL0335|SIP56336.1	462697	464946	+	CAZyme|GH3_e1+SULFATLAS|S1_7
CGC17	CAZyme	PUL0335	PUL0335|SIP56337.1	465946	467235	+	CAZyme|GH158_e5
CGC17	CAZyme	PUL0335	PUL0335|SIP56338.1	468235	469176	+	CAZyme|GH16_3
CGC17	null	PUL0335	PUL0335|SIP56339.1	470176	470382	+	null
CGC17	null	PUL0335	PUL0335|SIP56340.1	471382	472974	+	null
CGC17	TC	PUL0335	PUL0335|SIP56341.1	473974	475866	+	TC|1.B.14.6.17
CGC18	TC	PUL0336	PUL0336|SIP56342.1	476866	477240	+	TC|1.A.43.1.1
CGC18	null	PUL0336	PUL0336|SIP56343.1	478240	478905	+	null
CGC18	null	PUL0336	PUL0336|SIP56344.1	479905	481191	+	null
CGC18	CAZyme	PUL0336	PUL0336|SIP56345.1	482191	484431	+	CAZyme|GH3_e1+SULFATLAS|S1_7
CGC18	CAZyme	PUL0336	PUL0336|SIP56346.1	485431	486720	+	CAZyme|GH158_e5
CGC18	CAZyme	PUL0336	PUL0336|SIP56347.1	487720	488661	+	CAZyme|GH16_3
CGC18	null	PUL0336	PUL0336|SIP56348.1	489661	489834	+	null
CGC18	null	PUL0336	PUL0336|SIP56349.1	490834	492426	+	null
CGC18	TC	PUL0336	PUL0336|SIP56350.1	493426	496575	+	TC|1.B.14.6.17
CGC18	STP	PUL0336	PUL0336|SIP56351.1	497575	500523	+	STP|Y_Y_Y
CGC18	null	PUL0336	PUL0336|SIP56352.1	501523	502065	+	null
CGC18	CAZyme	PUL0336	PUL0336|SIP56353.1	503065	504015	+	CAZyme|GT2+TC|4.D.1.1.13
CGC18	null	PUL0336	PUL0336|SIP56354.1	505015	505497	+	null
CGC18	null	PUL0336	PUL0336|SIP56355.1	506497	507276	+	null
CGC18	TC	PUL0336	PUL0336|SIP56356.1	508276	508851	+	TC|2.A.107.1.2
CGC18	null	PUL0336	PUL0336|SIP56357.1	509851	510864	+	null
CGC18	TC	PUL0336	PUL0336|SIP56358.1	511864	512229	+	TC|2.A.7.34.3
CGC19	TC	PUL0337	PUL0337|SIP56381.1	558076	558441	+	TC|2.A.7.34.3
CGC19	null	PUL0337	PUL0337|SIP56382.1	559441	560454	+	null
CGC19	TC	PUL0337	PUL0337|SIP56383.1	561454	562029	+	TC|2.A.107.1.2
CGC19	null	PUL0337	PUL0337|SIP56384.1	563029	563808	+	null
CGC19	null	PUL0337	PUL0337|SIP56385.1	564808	565290	+	null
CGC19	CAZyme	PUL0337	PUL0337|SIP56386.1	566290	567240	+	CAZyme|GT2+TC|4.D.1.1.13
CGC19	null	PUL0337	PUL0337|SIP56387.1	568240	568782	+	null
CGC19	STP	PUL0337	PUL0337|SIP56388.1	569782	572730	+	STP|Y_Y_Y
CGC19	TC	PUL0337	PUL0337|SIP56389.1	573730	576879	+	TC|1.B.14.6.17
CGC19	null	PUL0337	PUL0337|SIP56390.1	577879	579471	+	null
CGC19	null	PUL0337	PUL0337|SIP56391.1	580471	580677	+	null
CGC19	CAZyme	PUL0337	PUL0337|SIP56392.1	581677	582618	+	CAZyme|GH16_3
CGC19	CAZyme	PUL0337	PUL0337|SIP56393.1	583618	584907	+	CAZyme|GH158_e5
CGC19	CAZyme	PUL0337	PUL0337|SIP56394.1	585907	588147	+	CAZyme|GH3_e1+SULFATLAS|S1_7
CGC20	TC	PUL0338	PUL0338|SIP56404.1	608131	608496	+	TC|2.A.7.34.3
CGC20	null	PUL0338	PUL0338|SIP56405.1	609496	610509	+	null
CGC20	TC	PUL0338	PUL0338|SIP56406.1	611509	612084	+	TC|2.A.107.1.2
CGC20	null	PUL0338	PUL0338|SIP56407.1	613084	613863	+	null
CGC20	null	PUL0338	PUL0338|SIP56408.1	614863	615345	+	null
CGC20	CAZyme	PUL0338	PUL0338|SIP56409.1	616345	617295	+	CAZyme|GT2+TC|4.D.1.1.13
CGC20	null	PUL0338	PUL0338|SIP56410.1	618295	618837	+	null
CGC20	STP	PUL0338	PUL0338|SIP56411.1	619837	622785	+	STP|Y_Y_Y
CGC20	TC	PUL0338	PUL0338|SIP56412.1	623785	626934	+	TC|1.B.14.6.17
CGC20	null	PUL0338	PUL0338|SIP56413.1	627934	629526	+	null
CGC20	null	PUL0338	PUL0338|SIP56414.1	630526	630732	+	null
CGC20	CAZyme	PUL0338	PUL0338|SIP56415.1	631732	632673	+	CAZyme|GH16_3
CGC20	CAZyme	PUL0338	PUL0338|SIP56416.1	633673	634962	+	CAZyme|GH158_e5
CGC20	CAZyme	PUL0338	PUL0338|SIP56417.1	635962	638202	+	CAZyme|GH3_e1+SULFATLAS|S1_7
CGC20	null	PUL0338	PUL0338|SIP56418.1	639202	640488	+	null
CGC20	null	PUL0338	PUL0338|SIP56419.1	641488	642153	+	null
CGC20	TC	PUL0338	PUL0338|SIP56420.1	643153	643527	+	TC|1.A.43.1.1
CGC20	null	PUL0338	PUL0338|SIP56421.1	644527	645009	+	null
CGC20	CAZyme	PUL0338	PUL0338|SIP56422.1	646009	648159	+	CAZyme|GH97_e22
CGC21	CAZyme	PUL0339	PUL0339|SIP56437.1	676030	678183	+	CAZyme|GH97_e22
CGC21	TC	PUL0339	PUL0339|SIP56438.1	679183	679575	+	TC|1.A.43.1.13
CGC21	null	PUL0339	PUL0339|SIP56439.1	680575	681852	+	null
CGC21	CAZyme	PUL0339	PUL0339|SIP56440.1	682852	685101	+	CAZyme|GH3_e1+SULFATLAS|S1_7
CGC21	PEPTIDASE	PUL0339	PUL0339|SIP56441.1	686101	687438	+	PEPTIDASE|M57.UPW
CGC21	CAZyme	PUL0339	PUL0339|SIP56442.1	688438	689925	+	CAZyme|GH16_3+SULFATLAS|S1_19
CGC21	null	PUL0339	PUL0339|SIP56443.1	690925	692349	+	null
CGC21	null	PUL0339	PUL0339|SIP56444.1	693349	694917	+	null
CGC21	TC	PUL0339	PUL0339|SIP56445.1	695917	699168	+	TC|1.B.14.6.17
CGC22	CAZyme	PUL0339	PUL0339|SIP56449.1	708370	710811	+	CAZyme|GH20_e12+SULFATLAS|S1_16
CGC22	STP	PUL0339	PUL0339|SIP56450.1	711811	712755	+	STP|Pyr_redox_2
CGC22	null	PUL0339	PUL0339|SIP56451.1	713755	714396	+	null
CGC22	TC	PUL0339	PUL0339|SIP56452.1	715396	717885	+	TC|3.A.12.1.1
CGC23	CAZyme	PUL0342	PUL0342|WP_013065621.1	720325	722502	+	CAZyme|GH10_e109|CBM48_e44|CE1_e22+SULFATLAS|S1_7+PEPTIDASE|S09.UNW
CGC23	CAZyme	PUL0342	PUL0342|WP_013064566.1	723502	725964	+	CAZyme|GH95_e1+SULFATLAS|S1_11
CGC23	CAZyme	PUL0342	PUL0342|WP_013064096.1	726964	729546	+	CAZyme|GH3_e0+SULFATLAS|S1_15
CGC23	STP	PUL0342	PUL0342|WP_080517213.1	730546	731949	+	STP|SBP_bac_1
CGC23	TC	PUL0342	PUL0342|WP_013064354.1	732949	736950	+	TC|9.B.238.3.2+TF|0036286+TF|0035607+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18+SULFATLAS|S1_15
CGC24	TC	PUL0345	PUL0345|EDV05050.1	737950	742041	+	TC|9.B.238.3.2+TF|0035607+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC24	TC	PUL0345	PUL0345|EDV05051.1	743041	746178	+	TC|1.B.14.6.1
CGC24	null	PUL0345	PUL0345|EDV05052.1	747178	748914	+	null
CGC24	null	PUL0345	PUL0345|EDV05053.1	749914	751278	+	null
CGC24	CAZyme	PUL0345	PUL0345|EDV05054.1	752278	754623	+	CAZyme|CBM4_e6|CBM4_e6|GH10_e28
CGC24	null	PUL0345	PUL0345|EDV05055.1	755623	755742	+	null
CGC24	CAZyme	PUL0345	PUL0345|EDV05056.1	756742	758487	+	CAZyme|GH35_e44
CGC24	CAZyme	PUL0345	PUL0345|EDV05057.1	759487	761154	+	CAZyme|CE20_e6+SULFATLAS|S1_7
CGC24	TC	PUL0345	PUL0345|EDV05058.1	762154	763647	+	TC|2.A.2.3.4
CGC24	CAZyme	PUL0345	PUL0345|EDV05059.1	764647	767376	+	CAZyme|GH10_e83|GH43_12|CBM91_e46+SULFATLAS|S1_7
CGC24	CAZyme	PUL0345	PUL0345|EDV05060.1	768376	769350	+	CAZyme|GH43_1+SULFATLAS|S1_7
CGC24	null	PUL0345	PUL0345|EDV05061.1	770350	771327	+	null
CGC24	CAZyme	PUL0345	PUL0345|EDV05062.1	772327	774354	+	CAZyme|GH67_e0
CGC24	null	PUL0345	PUL0345|EDV05064.1	775354	775578	+	null
CGC24	PEPTIDASE	PUL0345	PUL0345|EDV05063.1	776578	777633	+	PEPTIDASE|C11.006
CGC24	TC	PUL0345	PUL0345|EDV05065.1	778633	782625	+	TC|9.B.238.3.2+TF|0036286+TF|0035607+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC24	null	PUL0345	PUL0345|EDV05066.1	783625	785283	+	null
CGC24	CAZyme	PUL0345	PUL0345|EDV05067.1	786283	787536	+	CAZyme|GH8_e37
CGC24	CAZyme	PUL0345	PUL0345|EDV05068.1	788536	791718	+	CAZyme|CE6_e2|GH95_e1+SULFATLAS|S1_11
CGC24	CAZyme	PUL0345	PUL0345|EDV05069.1	792718	793599	+	CAZyme|CE1_e22+PEPTIDASE|S09.UPW
CGC24	CAZyme	PUL0345	PUL0345|EDV05070.1	794599	796578	+	CAZyme|GH5_21
CGC24	null	PUL0345	PUL0345|EDV05071.1	797578	798315	+	null
CGC24	CAZyme	PUL0345	PUL0345|EDV05072.1	799315	801552	+	CAZyme|CBM4_e6|GH10_e5
CGC25	TC	PUL0345	PUL0345|EDV05077.1	814069	817209	+	TC|1.B.14.6.17
CGC25	null	PUL0345	PUL0345|EDV05078.1	818209	818364	+	null
CGC25	CAZyme	PUL0345	PUL0345|EDV05079.1	819364	821286	+	CAZyme|CE20_e6+SULFATLAS|S1_16
CGC25	CAZyme	PUL0345	PUL0345|EDV05080.1	822286	824829	+	CAZyme|GH115_e0
CGC26	CAZyme	PUL0346	PUL0346|CCG34969.1	825829	826302	+	CAZyme|GH43_29
CGC26	TC	PUL0346	PUL0346|CCG34970.1	827302	831225	+	TC|9.B.34.1.7+TF|0036286+TF|0035607+STP|Reg_prop+STP|Reg_prop+STP|Y_Y_Y+STP|HisKA+STP|HATPase_c+STP|Response_reg+STP|HTH_18
CGC27	TC	PUL0346	PUL0346|CCG34975.1	837850	839787	+	TC|8.A.46.1.6
CGC27	TC	PUL0346	PUL0346|CCG34976.1	840787	843771	+	TC|1.B.14.6.1
CGC27	CAZyme	PUL0346	PUL0346|CCG34977.1	844771	846504	+	CAZyme|GH43_12|CBM91_e46
CGC27	CAZyme	PUL0346	PUL0346|CCG34978.1	847504	848472	+	CAZyme|GH43_1+SULFATLAS|S1_7
CGC27	CAZyme	PUL0346	PUL0346|CCG34979.1	849472	850590	+	CAZyme|GH10_e83+SULFATLAS|S1_7
CGC27	null	PUL0346	PUL0346|CCG34980.1	851590	852552	+	null
CGC27	TC	PUL0346	PUL0346|CCG34981.1	853552	855042	+	TC|2.A.2.3.4
CGC27	null	PUL0346	PUL0346|CCG34982.1	856042	856347	+	null
CGC27	CAZyme	PUL0346	PUL0346|CCG34983.1	857347	858084	+	CAZyme|GH16_3
CGC28	CAZyme	PUL0364	PUL0364|AAM43336.1	859084	860238	+	CAZyme|GH10_e125+SULFATLAS|S1_7
CGC28	CAZyme	PUL0364	PUL0364|AAM43337.1	861238	864126	+	CAZyme|GH2_e127+SULFATLAS|S1_16
CGC28	null	PUL0364	PUL0364|AAM43338.1	865126	866538	+	null
CGC28	CAZyme	PUL0364	PUL0364|AAM43339.1	867538	868527	+	CAZyme|GH10_e0+SULFATLAS|S1_7
CGC28	TC	PUL0364	PUL0364|AAM43340.1	869527	871029	+	TC|2.A.1.14.25
CGC28	null	PUL0364	PUL0364|AAM43341.1	872029	874908	+	null
CGC28	TC	PUL0364	PUL0364|AAM43342.1	875908	877392	+	TC|2.A.2.3.6
CGC28	CAZyme	PUL0364	PUL0364|AAM43343.1	878392	879423	+	CAZyme|GH43_1
CGC29	CAZyme	PUL0390	PUL0390|WP_004082543.1	880423	882444	+	CAZyme|GH67_e1
CGC29	TC	PUL0390	PUL0390|WP_004082544.1	883444	885414	+	TC|3.A.1.5.29
CGC29	TC	PUL0390	PUL0390|WP_004082545.1	886414	887427	+	TC|3.A.1.5.29
CGC29	TC	PUL0390	PUL0390|WP_004082546.1	888427	889419	+	TC|3.A.1.5.29
CGC29	TC	PUL0390	PUL0390|WP_004082547.1	890419	891504	+	TC|3.A.1.5.29
CGC29	TC	PUL0390	PUL0390|WP_004082548.1	892504	893487	+	TC|3.A.1.5.29
CGC29	CAZyme	PUL0390	PUL0390|WP_004082550.1	894487	897663	+	CAZyme|CBM22_e1|CBM22_e1|GH10_e141|CBM9_e1|CBM9_e1+SULFATLAS|S1_7
CGC29	CAZyme	PUL0390	PUL0390|WP_004082552.1	898663	899199	+	CAZyme|CBM22_e3
CGC30	CAZyme	PUL0390	PUL0390|WP_004082568.1	914050	915090	+	CAZyme|GH10_e3+SULFATLAS|S1_7
CGC30	TC	PUL0390	PUL0390|WP_004082579.1	916090	917964	+	TC|3.A.1.5.13
CGC30	TC	PUL0390	PUL0390|WP_004082581.1	918964	919968	+	TC|3.A.1.5.13
