PUL_ID,Gene_Name,Locus_Tag,Protein_ID,Protein_Link,Gene_Position,GenBank_Contig,Contig_Link,EC_Number
PUL0010,-,GTNG_RS09260,WP_008880070.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880070.1,15019 - 16540 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09265,WP_011887512.1,https://www.ncbi.nlm.nih.gov/protein/WP_011887512.1,16556 - 18611 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09270,WP_011887513.1,https://www.ncbi.nlm.nih.gov/protein/WP_011887513.1,18626 - 19517 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09275,WP_011887514.1,https://www.ncbi.nlm.nih.gov/protein/WP_011887514.1,19531 - 20482 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09280,WP_011887515.1,https://www.ncbi.nlm.nih.gov/protein/WP_011887515.1,20612 - 22256 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09285,WP_081157505.1,https://www.ncbi.nlm.nih.gov/protein/WP_081157505.1,22804 - 23800 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09290,WP_011887517.1,https://www.ncbi.nlm.nih.gov/protein/WP_011887517.1,23802 - 25920 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09295,WP_008880061.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880061.1,26030 - 26657 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09295,WP_008880061.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880061.1,26030 - 26657 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09305,WP_008880059.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880059.1,27935 - 28802 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09310,WP_008880058.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880058.1,28816 - 29686 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09315,WP_008880057.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880057.1,29761 - 31084 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09320,WP_008880056.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880056.1,31198 - 31990 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09325,WP_008880055.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880055.1,31989 - 33720 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09325,WP_008880055.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880055.1,31989 - 33720 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09325,WP_008880055.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880055.1,31989 - 33720 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09325,WP_008880055.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880055.1,31989 - 33720 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09325,WP_008880055.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880055.1,31989 - 33720 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09355,WP_011887521.1,https://www.ncbi.nlm.nih.gov/protein/WP_011887521.1,39387 - 40896 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09360,WP_008880047.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880047.1,40935 - 41781 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09365,WP_011887522.1,https://www.ncbi.nlm.nih.gov/protein/WP_011887522.1,41784 - 42717 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09370,WP_008880045.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880045.1,42844 - 44152 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09370,WP_008880045.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880045.1,42844 - 44152 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09370,WP_008880045.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880045.1,42844 - 44152 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09370,WP_008880045.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880045.1,42844 - 44152 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09390,WP_011887526.1,https://www.ncbi.nlm.nih.gov/protein/WP_011887526.1,48647 - 49742 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09395,WP_011887527.1,https://www.ncbi.nlm.nih.gov/protein/WP_011887527.1,49861 - 51085 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09400,WP_011887528.1,https://www.ncbi.nlm.nih.gov/protein/WP_011887528.1,51086 - 52628 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0010,-,GTNG_RS09405,WP_008880038.1,https://www.ncbi.nlm.nih.gov/protein/WP_008880038.1,52701 - 53778 (-),NC_009328.1,https://www.ncbi.nlm.nih.gov/nuccore/NC_009328.1,-
PUL0078,xylR,-,AAB42043.1,https://www.ncbi.nlm.nih.gov/protein/AAB42043.1,1370 - 2570 (+),L18965.1,https://www.ncbi.nlm.nih.gov/nuccore/L18965.1,-
PUL0078,xynA,-,AAB42044.1,https://www.ncbi.nlm.nih.gov/protein/AAB42044.1,2598 - 4653 (+),L18965.1,https://www.ncbi.nlm.nih.gov/nuccore/L18965.1,3.2.1.8
PUL0140,-,CNCMI4602_0517,AYN23377.1,https://www.ncbi.nlm.nih.gov/protein/AYN23377.1,1782 - 3465 (+),CP028460.1,https://www.ncbi.nlm.nih.gov/nuccore/CP028460.1,-
PUL0140,-,CNCMI4602_0518,AYN23378.1,https://www.ncbi.nlm.nih.gov/protein/AYN23378.1,3629 - 4646 (-),CP028460.1,https://www.ncbi.nlm.nih.gov/nuccore/CP028460.1,-
PUL0140,-,CNCMI4602_0519,AYN23379.1,https://www.ncbi.nlm.nih.gov/protein/AYN23379.1,4977 - 6255 (+),CP028460.1,https://www.ncbi.nlm.nih.gov/nuccore/CP028460.1,-
PUL0140,-,CNCMI4602_0520,AYN23380.1,https://www.ncbi.nlm.nih.gov/protein/AYN23380.1,6362 - 7421 (+),CP028460.1,https://www.ncbi.nlm.nih.gov/nuccore/CP028460.1,-
PUL0140,-,CNCMI4602_0521,AYN23381.1,https://www.ncbi.nlm.nih.gov/protein/AYN23381.1,7422 - 8292 (+),CP028460.1,https://www.ncbi.nlm.nih.gov/nuccore/CP028460.1,-
PUL0140,-,CNCMI4602_0522,AYN23382.1,https://www.ncbi.nlm.nih.gov/protein/AYN23382.1,8369 - 9995 (+),CP028460.1,https://www.ncbi.nlm.nih.gov/nuccore/CP028460.1,-
PUL0140,-,CNCMI4602_0523,AYN23383.1,https://www.ncbi.nlm.nih.gov/protein/AYN23383.1,9997 - 12028 (+),CP028460.1,https://www.ncbi.nlm.nih.gov/nuccore/CP028460.1,-
PUL0140,-,CNCMI4602_0523,AYN23383.1,https://www.ncbi.nlm.nih.gov/protein/AYN23383.1,9997 - 12028 (+),CP028460.1,https://www.ncbi.nlm.nih.gov/nuccore/CP028460.1,-
PUL0140,-,CNCMI4602_0525,AYN23385.1,https://www.ncbi.nlm.nih.gov/protein/AYN23385.1,13440 - 15000 (-),CP028460.1,https://www.ncbi.nlm.nih.gov/nuccore/CP028460.1,-
PUL0227,agu67A,-,AFM44650.1,https://www.ncbi.nlm.nih.gov/protein/AFM44650.1,325 - 2398 (+),JX087428.1,https://www.ncbi.nlm.nih.gov/nuccore/JX087428.1,3.2.1.139
PUL0227,xyl3A,-,AFM44649.1,https://www.ncbi.nlm.nih.gov/protein/AFM44649.1,2433 - 4803 (+),JX087428.1,https://www.ncbi.nlm.nih.gov/nuccore/JX087428.1,3.2.1.37
PUL0227,xyl3A,-,AFM44649.1,https://www.ncbi.nlm.nih.gov/protein/AFM44649.1,2433 - 4803 (+),JX087428.1,https://www.ncbi.nlm.nih.gov/nuccore/JX087428.1,3.2.1.37
PUL0227,xyl3A,-,AFM44649.1,https://www.ncbi.nlm.nih.gov/protein/AFM44649.1,2433 - 4803 (+),JX087428.1,https://www.ncbi.nlm.nih.gov/nuccore/JX087428.1,3.2.1.37
PUL0227,xyl3A,-,AFM44649.1,https://www.ncbi.nlm.nih.gov/protein/AFM44649.1,2433 - 4803 (+),JX087428.1,https://www.ncbi.nlm.nih.gov/nuccore/JX087428.1,3.2.1.37
PUL0227,transketolase,-,AFM44655.1,https://www.ncbi.nlm.nih.gov/protein/AFM44655.1,8207 - 9977 (+),JX087428.1,https://www.ncbi.nlm.nih.gov/nuccore/JX087428.1,2.7.13.3
PUL0227,-,-,AFM44654.1,https://www.ncbi.nlm.nih.gov/protein/AFM44654.1,12044 - 13529 (+),JX087428.1,https://www.ncbi.nlm.nih.gov/nuccore/JX087428.1,-
PUL0227,xbp1,-,AFM44656.1,https://www.ncbi.nlm.nih.gov/protein/AFM44656.1,13912 - 15232 (+),JX087428.1,https://www.ncbi.nlm.nih.gov/nuccore/JX087428.1,-
PUL0227,-,-,AFM44657.1,https://www.ncbi.nlm.nih.gov/protein/AFM44657.1,15352 - 16237 (+),JX087428.1,https://www.ncbi.nlm.nih.gov/nuccore/JX087428.1,-
PUL0227,-,-,AFM44658.1,https://www.ncbi.nlm.nih.gov/protein/AFM44658.1,16251 - 17112 (+),JX087428.1,https://www.ncbi.nlm.nih.gov/nuccore/JX087428.1,-
PUL0227,-,-,AFM44659.1,https://www.ncbi.nlm.nih.gov/protein/AFM44659.1,17400 - 18201 (+),JX087428.1,https://www.ncbi.nlm.nih.gov/nuccore/JX087428.1,-
PUL0229,lplA,-,ABV90482.2,https://www.ncbi.nlm.nih.gov/protein/ABV90482.2,3450 - 5163 (+),EU024644.1,https://www.ncbi.nlm.nih.gov/nuccore/EU024644.1,-
PUL0229,lplB,-,ABV90483.1,https://www.ncbi.nlm.nih.gov/protein/ABV90483.1,5252 - 6224 (+),EU024644.1,https://www.ncbi.nlm.nih.gov/nuccore/EU024644.1,-
PUL0229,ytcP,-,ABV90484.1,https://www.ncbi.nlm.nih.gov/protein/ABV90484.1,6263 - 7184 (+),EU024644.1,https://www.ncbi.nlm.nih.gov/nuccore/EU024644.1,-
PUL0229,aguA,-,ABV90485.1,https://www.ncbi.nlm.nih.gov/protein/ABV90485.1,7280 - 9344 (+),EU024644.1,https://www.ncbi.nlm.nih.gov/nuccore/EU024644.1,-
PUL0229,xynA2,-,ABV90486.1,https://www.ncbi.nlm.nih.gov/protein/ABV90486.1,9371 - 10397 (+),EU024644.1,https://www.ncbi.nlm.nih.gov/nuccore/EU024644.1,-
PUL0229,xynB,-,ABV90487.1,https://www.ncbi.nlm.nih.gov/protein/ABV90487.1,10393 - 11959 (+),EU024644.1,https://www.ncbi.nlm.nih.gov/nuccore/EU024644.1,-
PUL0262,-,BcellWH2_04296,ALJ61513.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61513.1,0 - 3135 (+),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,-
PUL0262,-,BcellWH2_04296,ALJ61513.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61513.1,0 - 3135 (+),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,-
PUL0262,-,BcellWH2_04296,ALJ61513.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61513.1,0 - 3135 (+),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,-
PUL0262,-,BcellWH2_04296,ALJ61513.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61513.1,0 - 3135 (+),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,-
PUL0262,-,BcellWH2_04296,ALJ61513.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61513.1,0 - 3135 (+),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,-
PUL0262,-,BcellWH2_04301,ALJ61518.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61518.1,10823 - 12989 (+),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,3.2.1.8
PUL0262,xylI_1,BcellWH2_04302,ALJ61519.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61519.1,13240 - 14356 (+),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,3.2.1.8
PUL0262,-,BcellWH2_04303,ALJ61520.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61520.1,14510 - 16478 (+),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,-
PUL0262,xynZ_1,BcellWH2_04304,ALJ61521.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61521.1,16592 - 17474 (+),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,3.2.1.8
PUL0262,axe1-6A_3,BcellWH2_04305,ALJ61522.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61522.1,17507 - 20732 (+),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,-
PUL0262,-,BcellWH2_04306,ALJ61523.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61523.1,20773 - 22027 (+),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,3.2.1.156
PUL0263,xynA,BcellWH2_04323,ALJ61540.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61540.1,0 - 2319 (-),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,3.2.1.8
PUL0263,xynA,BcellWH2_04323,ALJ61540.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61540.1,0 - 2319 (-),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,3.2.1.8
PUL0263,xynA,BcellWH2_04323,ALJ61540.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61540.1,0 - 2319 (-),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,3.2.1.8
PUL0263,-,BcellWH2_04326,ALJ61543.1,https://www.ncbi.nlm.nih.gov/protein/ALJ61543.1,5482 - 8635 (-),CP012801.1,https://www.ncbi.nlm.nih.gov/nuccore/CP012801.1,-
PUL0274,-,Balac_0512,ACS45887.1,https://www.ncbi.nlm.nih.gov/protein/ACS45887.1,1757 - 3440 (+),CP001515.1,https://www.ncbi.nlm.nih.gov/nuccore/CP001515.1,-
PUL0274,-,Balac_0513,ACS45888.1,https://www.ncbi.nlm.nih.gov/protein/ACS45888.1,3452 - 4457 (-),CP001515.1,https://www.ncbi.nlm.nih.gov/nuccore/CP001515.1,-
PUL0274,-,Balac_0514,ACS45889.1,https://www.ncbi.nlm.nih.gov/protein/ACS45889.1,4787 - 6065 (+),CP001515.1,https://www.ncbi.nlm.nih.gov/nuccore/CP001515.1,-
PUL0274,-,Balac_0515,ACS45890.1,https://www.ncbi.nlm.nih.gov/protein/ACS45890.1,6173 - 7232 (+),CP001515.1,https://www.ncbi.nlm.nih.gov/nuccore/CP001515.1,-
PUL0274,-,Balac_0516,ACS45891.1,https://www.ncbi.nlm.nih.gov/protein/ACS45891.1,7233 - 8103 (+),CP001515.1,https://www.ncbi.nlm.nih.gov/nuccore/CP001515.1,-
PUL0274,-,Balac_0517,ACS45892.1,https://www.ncbi.nlm.nih.gov/protein/ACS45892.1,8180 - 9806 (+),CP001515.1,https://www.ncbi.nlm.nih.gov/nuccore/CP001515.1,-
PUL0274,-,Balac_0518,ACS45893.1,https://www.ncbi.nlm.nih.gov/protein/ACS45893.1,9911 - 11837 (+),CP001515.1,https://www.ncbi.nlm.nih.gov/nuccore/CP001515.1,-
PUL0274,-,Balac_0518,ACS45893.1,https://www.ncbi.nlm.nih.gov/protein/ACS45893.1,9911 - 11837 (+),CP001515.1,https://www.ncbi.nlm.nih.gov/nuccore/CP001515.1,-
PUL0274,-,Balac_0520,ACS45895.1,https://www.ncbi.nlm.nih.gov/protein/ACS45895.1,13249 - 14809 (-),CP001515.1,https://www.ncbi.nlm.nih.gov/nuccore/CP001515.1,-
PUL0289,-,Fjoh_3871,ABQ06882.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06882.1,0 - 3009 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,-
PUL0289,-,Fjoh_3872,ABQ06883.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06883.1,3560 - 7682 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,-
PUL0289,-,Fjoh_3873,ABQ06884.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06884.1,7776 - 9720 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,-
PUL0289,-,Fjoh_3874,ABQ06885.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06885.1,9780 - 12375 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,3.2.1.21
PUL0289,-,Fjoh_3875,ABQ06886.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06886.1,12417 - 13974 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,-
PUL0289,-,Fjoh_3876,ABQ06887.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06887.1,14006 - 16304 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,-
PUL0289,-,Fjoh_3877,ABQ06888.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06888.1,16322 - 18848 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,-
PUL0289,-,Fjoh_3878,ABQ06889.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06889.1,18870 - 20553 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,-
PUL0289,-,Fjoh_3878,ABQ06889.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06889.1,18870 - 20553 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,-
PUL0289,-,Fjoh_3880,ABQ06891.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06891.1,21904 - 23620 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,-
PUL0289,-,Fjoh_3880,ABQ06891.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06891.1,21904 - 23620 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,-
PUL0289,-,Fjoh_3882,ABQ06893.1,https://www.ncbi.nlm.nih.gov/protein/ABQ06893.1,25718 - 28811 (-),CP000685.1,https://www.ncbi.nlm.nih.gov/nuccore/CP000685.1,-
PUL0294,-,APC1464_1421,PKD09793.1,https://www.ncbi.nlm.nih.gov/protein/PKD09793.1,980 - 2960 (-),PJEE01000011.1,https://www.ncbi.nlm.nih.gov/nuccore/PJEE01000011.1,-
PUL0294,-,APC1464_1421,PKD09793.1,https://www.ncbi.nlm.nih.gov/protein/PKD09793.1,980 - 2960 (-),PJEE01000011.1,https://www.ncbi.nlm.nih.gov/nuccore/PJEE01000011.1,-
PUL0294,-,APC1464_1423,PKD09795.1,https://www.ncbi.nlm.nih.gov/protein/PKD09795.1,3727 - 5500 (-),PJEE01000011.1,https://www.ncbi.nlm.nih.gov/nuccore/PJEE01000011.1,-
PUL0294,-,APC1464_1424,PKD09796.1,https://www.ncbi.nlm.nih.gov/protein/PKD09796.1,5576 - 7196 (-),PJEE01000011.1,https://www.ncbi.nlm.nih.gov/nuccore/PJEE01000011.1,-
PUL0294,-,APC1464_1425,PKD09797.1,https://www.ncbi.nlm.nih.gov/protein/PKD09797.1,7311 - 8208 (-),PJEE01000011.1,https://www.ncbi.nlm.nih.gov/nuccore/PJEE01000011.1,-
PUL0294,-,APC1464_1426,PKD09798.1,https://www.ncbi.nlm.nih.gov/protein/PKD09798.1,8204 - 9257 (-),PJEE01000011.1,https://www.ncbi.nlm.nih.gov/nuccore/PJEE01000011.1,-
PUL0294,-,APC1464_1427,PKD09799.1,https://www.ncbi.nlm.nih.gov/protein/PKD09799.1,9350 - 10664 (-),PJEE01000011.1,https://www.ncbi.nlm.nih.gov/nuccore/PJEE01000011.1,-
PUL0328,-,GRFL_0296,APU67020.1,https://www.ncbi.nlm.nih.gov/protein/APU67020.1,0 - 2169 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,-
PUL0328,-,GRFL_0297,APU67021.1,https://www.ncbi.nlm.nih.gov/protein/APU67021.1,2187 - 4629 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,-
PUL0328,-,GRFL_0297,APU67021.1,https://www.ncbi.nlm.nih.gov/protein/APU67021.1,2187 - 4629 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,-
PUL0328,-,GRFL_0299,APU67023.1,https://www.ncbi.nlm.nih.gov/protein/APU67023.1,5808 - 6909 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,3.2.1.55
PUL0328,-,GRFL_0300,APU67024.1,https://www.ncbi.nlm.nih.gov/protein/APU67024.1,6917 - 8738 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,3.2.1.23
PUL0328,-,GRFL_0301,APU67025.1,https://www.ncbi.nlm.nih.gov/protein/APU67025.1,8780 - 9956 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,-
PUL0328,-,GRFL_0301,APU67025.1,https://www.ncbi.nlm.nih.gov/protein/APU67025.1,8780 - 9956 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,-
PUL0328,-,GRFL_0301,APU67025.1,https://www.ncbi.nlm.nih.gov/protein/APU67025.1,8780 - 9956 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,-
PUL0328,-,GRFL_0304,APU67028.1,https://www.ncbi.nlm.nih.gov/protein/APU67028.1,12716 - 15857 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,-
PUL0329,-,GRFL_0317,APU67041.1,https://www.ncbi.nlm.nih.gov/protein/APU67041.1,0 - 1551 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,-
PUL0329,-,GRFL_0318,APU67042.1,https://www.ncbi.nlm.nih.gov/protein/APU67042.1,1561 - 3307 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,3.2.1.37
PUL0329,-,GRFL_0318,APU67042.1,https://www.ncbi.nlm.nih.gov/protein/APU67042.1,1561 - 3307 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,3.2.1.37
PUL0329,-,GRFL_0320,APU67044.1,https://www.ncbi.nlm.nih.gov/protein/APU67044.1,4758 - 6705 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,-
PUL0329,-,GRFL_0321,APU67045.1,https://www.ncbi.nlm.nih.gov/protein/APU67045.1,6701 - 7877 (-),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,-
PUL0329,-,GRFL_0322,APU67046.1,https://www.ncbi.nlm.nih.gov/protein/APU67046.1,8108 - 11234 (+),CP016359.1,https://www.ncbi.nlm.nih.gov/nuccore/CP016359.1,-
