Annotate Name	Annotate Length	Target Name	Target Length	i-Evalue	Annotate From	Annotate To	Target From	Target To	Coverage	Annotate File Name	Type
HTH_3	55	WP_008760436.1	101	2.248885568213893e-17	1	53	44	96	0.9636363636363636	TF	TF
SIS	131	WP_008760452.1	277	1.2699922048797922e-10	50	127	126	205	0.5954198473282443	STP	STP
8.A.46.3.4	674	WP_008760460.1	579	1.03e-20	18	615	15	560	94.3	TC	TC
S09.UPW	227	WP_008760470.1	272	1.66e-175	1	227	29	255	83.5	PEPTIDASE	Peptidase
GerE	57	WP_008760474.1	220	2.181370317982373e-17	2	57	152	207	0.9824561403508772	TF	TF
Response_reg	112	WP_008760474.1	220	1.4224651721532717e-06	2	111	5	116	0.9821428571428572	STP	STP
GerE	57	WP_008760474.1	220	2.181370317982373e-17	2	57	152	207	0.9824561403508772	STP	STP
2.A.35.1.6	453	WP_008760476.1	475	8.8e-87	38	448	42	464	89.1	TC	TC
9.B.29.3.6	181	WP_008760494.1	181	3.21e-115	1	181	1	181	100.0	TC	TC
2.A.21.2.4	473	WP_008760499.1	516	3.02e-37	4	416	20	451	83.7	TC	TC
FecR	96	WP_008760505.1	328	2.2881268150912423e-18	2	96	121	216	0.9895833333333334	STP	STP
8.A.46.1.3	603	WP_008760507.1	463	1.26e-17	21	414	23	379	77.1	TC	TC
S1_27	4331	WP_008760507.1	463	9.48e-08	2776	2859	336	429	20.3	SULFATLAS	Sulfatase
0041150	134	WP_008760530.1	142	2.45067623238425e-28	3	134	3	131	0.9850746268656716	TF	TF
9.B.393.1.3	186	WP_008760531.1	186	5.26e-07	2	40	1	39	21.0	TC	TC
Nitroreductase	170	WP_008760532.1	211	2.297161892416991e-23	2	170	42	209	0.9941176470588236	STP	STP
9.B.438.1.5	256	WP_008760534.1	99	1.92e-12	153	241	7	96	90.9	TC	TC
2.A.6.8.3	1226	WP_008760542.1	252	1.14e-12	862	1072	42	247	81.7	TC	TC
9.B.27.2.12	770	WP_008760550.1	247	1.5100000000000003e-58	489	734	4	242	96.8	TC	TC
1.A.30.2.10	142	WP_008760582.1	141	2.47e-08	16	127	9	122	80.9	TC	TC
2.A.6.3.14	450	WP_008760594.1	498	9.76e-08	91	434	120	469	70.3	TC	TC
2.A.6.1.6	385	WP_008760595.1	353	2.44e-06	206	333	165	294	36.8	TC	TC
1.B.9.4.2	542	WP_008760612.1	534	1.48e-100	19	542	19	534	96.6	TC	TC
Sigma70_r2	71	WP_008760619.1	173	1.3895134904057109e-13	5	69	13	75	0.9154929577464788	STP	STP
Sigma70_r4_2	54	WP_008760619.1	173	1.7199765335852598e-15	3	53	105	155	0.9444444444444444	STP	STP
Fer4	24	WP_008760626.1	75	5.8533262347416264e-08	1	23	8	30	0.9583333333333334	STP	STP
Fer4	24	WP_008760626.1	75	2.0664527154723104e-06	3	24	47	68	0.9166666666666666	STP	STP
NUDIX	131	WP_008760645.1	225	1.040291562185422e-09	7	116	16	130	0.8396946564885496	STP	STP
2.A.1.7.2	412	WP_008760657.1	436	2.11e-48	16	412	2	428	97.9	TC	TC
S1_11	2208	WP_008760694.1	302	5.55e-125	888	1175	13	301	95.7	SULFATLAS	Sulfatase
1.B.6.1.2	350	WP_008760698.1	381	2.61e-11	110	315	149	355	54.3	TC	TC
Pribosyltran	159	WP_008760704.1	190	5.277371369272422e-06	30	126	51	155	0.610062893081761	STP	STP
9.A.8.1.2	642	WP_008760765.1	293	1.16e-05	6	165	7	166	54.6	TC	TC
9.A.8.1.9	668	WP_008760766.1	437	2.75e-06	6	90	5	91	19.9	TC	TC
3.A.1.152.1	241	WP_008760767.1	255	2.27e-82	4	241	8	244	92.9	TC	TC
CBS	57	WP_008760772.1	492	7.415219969112999e-13	5	52	97	144	0.8421052631578947	STP	STP
M50.UNB	130	WP_008760772.1	492	4.25e-09	7	130	97	207	22.6	PEPTIDASE	Peptidase
HATPase_c	111	WP_008760778.1	640	9.747624185004189e-08	5	63	24	84	0.5315315315315315	STP	STP
0045030	74	WP_008760805.1	220	8.440520483970589e-19	1	73	16	88	0.9864864864864864	TF	TF
9.B.28.2.6	206	WP_008760815.1	207	1.62e-37	10	193	5	190	89.9	TC	TC
1.A.30.2.9	270	WP_008760839.1	239	8.720000000000001e-21	64	252	34	223	79.5	TC	TC
1.A.30.2.4	150	WP_008760840.1	138	1.88e-06	17	136	9	123	83.3	TC	TC
C56.UNW	118	WP_008760842.1	183	7.51e-81	1	118	41	158	64.5	PEPTIDASE	Peptidase
M23.UPB	165	WP_008760846.1	290	7.31e-121	1	165	51	215	56.9	PEPTIDASE	Peptidase
Aminotran_1_2	363	WP_008760855.1	393	5.602701650519133e-57	1	363	39	389	1.0	STP	STP
2.A.49.6.1	899	WP_008760864.1	598	1.8999999999999998e-39	36	566	34	584	92.1	TC	TC
NUDIX	131	WP_008760888.1	180	1.9816904997421373e-18	5	125	38	151	0.9236641221374046	STP	STP
HTH_18	81	WP_008760890.1	287	1.5299542310841822e-18	1	79	205	282	0.9753086419753086	STP	STP
1.C.105.2.12	875	WP_008760893.1	937	1.42e-11	97	231	101	236	14.5	TC	TC
8.A.46.2.2	537	WP_008760899.1	537	0.0	1	537	1	537	100.0	TC	TC
M23.UPB	184	WP_008760911.1	322	1.93e-133	1	184	124	307	57.1	PEPTIDASE	Peptidase
0042546	127	WP_008760912.1	113	1.040633788951448e-18	1	98	12	110	0.7716535433070866	TF	TF
3.A.23.6.1	1121	WP_008760913.1	747	8.9e-29	934	1116	17	204	25.2	TC	TC
1.A.26.1.1	312	WP_008760927.1	446	1.7899999999999995e-54	1	304	137	441	68.4	TC	TC
1.A.23.4.5	415	WP_008760938.1	443	1e-106	4	409	33	437	91.4	TC	TC
0036286	54	WP_008760939.1	298	2.088873069353178e-09	2	53	188	239	0.9629629629629628	TF	TF
HTH_18	81	WP_008760939.1	298	2.7226957501934395e-20	1	80	211	289	0.9876543209876544	STP	STP
3.D.1.5.1	390	WP_008760950.1	530	1.09e-95	1	390	166	530	68.9	TC	TC
3.D.1.8.1	120	WP_008760952.1	116	2.3200000000000002e-29	27	120	23	116	81.0	TC	TC
GerE	57	WP_008760954.1	174	1.4687856705185846e-06	15	48	134	167	0.5964912280701754	TF	TF
Sigma70_r2	71	WP_008760954.1	174	1.0416048522071387e-10	1	67	6	70	0.943661971830986	STP	STP
Sigma70_r4_2	54	WP_008760954.1	174	1.492026416025241e-16	3	54	113	164	0.9629629629629628	STP	STP
1.B.14.6.17	1041	WP_008760963.1	1033	7.88e-73	27	1041	24	1033	97.8	TC	TC
1.B.14.6.1	1038	WP_008760974.1	1026	1.3e-72	22	1038	2	1026	99.9	TC	TC
2.A.64.1.8	54	WP_008760985.1	73	9.38e-06	4	40	12	48	50.7	TC	TC
2.A.64.1.2	401	WP_008760986.1	276	7.04e-17	296	381	170	255	31.2	TC	TC
S1_9	1055	WP_008761009.1	270	4.83e-26	469	674	41	247	76.7	SULFATLAS	Sulfatase
S33.A81	254	WP_008761009.1	270	6.88e-07	206	253	10	57	17.8	PEPTIDASE	Peptidase
C59.UPW	312	WP_008761025.1	352	1.68e-232	1	312	25	336	88.6	PEPTIDASE	Peptidase
ACT	67	WP_008761035.1	187	2.598872902931936e-11	1	64	7	70	0.9552238805970148	STP	STP
2.C.1.4.3	320	WP_008761051.1	227	2.39e-152	94	320	1	227	100.0	TC	TC
1.A.30.2.9	139	WP_008761057.1	197	5.88e-06	7	83	5	87	42.1	TC	TC
AsnC_trans_reg	75	WP_008761061.1	159	4.180850281848649e-17	2	74	73	142	0.9733333333333334	STP	STP
S1_63	482	WP_008761063.1	264	2.28e-22	398	469	1	72	27.3	SULFATLAS	Sulfatase
Sigma70_r2	71	WP_008761066.1	182	4.526102473454087e-16	1	69	25	92	0.971830985915493	STP	STP
Sigma70_r4_2	54	WP_008761066.1	182	1.6103398543275862e-13	3	54	118	169	0.9629629629629628	STP	STP
3.A.1.211.25	639	WP_008761073.1	545	1.49e-98	11	538	8	538	97.4	TC	TC
Response_reg	112	WP_008761074.1	132	7.529330186415621e-23	1	110	13	122	0.9821428571428572	STP	STP
9.B.18.2.4	355	WP_008761096.1	378	3.97e-122	1	348	1	370	97.9	TC	TC
0043143	63	WP_008761125.1	73	5.236304199119981e-15	4	60	8	65	0.9047619047619048	TF	TF
S1_37	1032	WP_008761157.1	503	3.05e-72	775	1028	190	443	50.5	SULFATLAS	Sulfatase
8.A.88.2.3	454	WP_008761158.1	107	2.21e-07	41	118	19	94	71.0	TC	TC
3.A.22.1.2	257	WP_008761179.1	100	5.31e-12	108	199	3	92	90.0	TC	TC
3.D.6.1.2	333	WP_008761242.1	293	3.38e-52	2	247	1	251	85.7	TC	TC
Fer4	24	WP_008761242.1	293	1.5285280845373325e-07	2	23	244	265	0.9166666666666666	STP	STP
3.D.6.1.5	310	WP_008761244.1	330	2.28e-95	9	309	7	326	97.0	TC	TC
3.D.6.1.5	201	WP_008761246.1	194	4.65e-74	10	198	9	194	95.9	TC	TC
3.D.6.1.2	195	WP_008761247.1	190	4.4e-72	1	191	1	188	98.9	TC	TC
M24.UPA	250	WP_008761263.1	284	1.0900000000000001e-184	1	250	35	284	88.0	PEPTIDASE	Peptidase
Trans_reg_C	77	WP_008761359.1	224	3.815893423309415e-23	3	77	149	222	0.974025974025974	TF	TF
Response_reg	112	WP_008761359.1	224	7.506642440539377e-27	1	112	4	115	1.0	STP	STP
Trans_reg_C	77	WP_008761359.1	224	3.815893423309415e-23	3	77	149	222	0.974025974025974	STP	STP
2.A.36.6.11	578	WP_008761361.1	490	2.52e-90	5	470	4	476	96.5	TC	TC
3.A.1.122.20	233	WP_008761370.1	224	1.29e-81	4	221	1	218	97.3	TC	TC
2.A.66.1.32	464	WP_008761372.1	456	7.83e-89	4	438	3	437	95.4	TC	TC
3.A.2.1.3	511	WP_008761388.1	505	6.21e-217	42	510	4	503	99.0	TC	TC
3.A.2.1.10	317	WP_008761394.1	298	1.73e-49	1	313	1	296	99.3	TC	TC
2.A.124.1.4	206	WP_008761396.1	206	9.32e-118	1	206	1	206	100.0	TC	TC
M16.UNW	402	WP_008761420.1	427	1.13e-260	1	402	20	421	94.1	PEPTIDASE	Peptidase
Pribosyltran	159	WP_008761422.1	312	2.1410072294703447e-16	27	124	161	250	0.6163522012578616	STP	STP
Response_reg	112	WP_008761423.1	242	1.3749250518924758e-13	1	101	8	113	0.9017857142857144	STP	STP
2.A.68.1.2	522	WP_008761424.1	484	4.84e-91	23	512	7	483	98.6	TC	TC
Sigma70_r2	71	WP_008761425.1	195	1.9994745635168977e-05	2	68	26	88	0.943661971830986	STP	STP
Sigma70_r4_2	54	WP_008761425.1	195	8.570468871167799e-12	2	54	127	179	0.9814814814814816	STP	STP
FecR	96	WP_008761426.1	341	1.4524169671498052e-20	3	95	127	220	0.96875	STP	STP
Pencillinase_R	115	WP_008761500.1	120	1.023248421895117e-31	1	114	4	116	0.991304347826087	TF	TF
LacI	46	WP_008761511.1	355	1.0330380885999241e-16	1	46	7	52	1.0	TF	TF
Peripla_BP_1	279	WP_008761511.1	355	5.8118345718620435e-08	4	191	67	268	0.6738351254480287	STP	STP
3.A.1.152.8	585	WP_008761518.1	365	1.41e-06	461	552	272	363	25.2	TC	TC
3.A.1.122.20	233	WP_008761529.1	224	2.81e-78	4	224	1	221	98.7	TC	TC
Aminotran_1_2	363	WP_008761538.1	394	3.432559488025125e-58	2	363	43	384	0.9972451790633609	STP	STP
3.A.1.5.45	584	WP_008761546.1	206	1.64e-19	269	456	11	193	88.8	TC	TC
1.A.13.4.1	353	WP_008761569.1	342	7.02e-62	20	344	6	325	93.6	TC	TC
1.B.14.6.17	1041	WP_008761665.1	1102	1.28e-67	5	1041	1	1102	100.0	TC	TC
U32.001	307	WP_008761719.1	427	5.27e-222	1	307	108	414	71.9	PEPTIDASE	Peptidase
3.D.10.1.5	257	WP_008761731.1	251	6.84e-118	1	245	5	249	97.6	TC	TC
3.D.10.1.5	646	WP_008761732.1	659	0.0	1	646	1	658	99.8	TC	TC
HTH_10	53	WP_008761748.1	169	2.3940310493399337e-05	25	51	137	163	0.5094339622641509	TF	TF
Sigma70_r2	71	WP_008761748.1	169	2.373699179529597e-12	2	66	18	79	0.9154929577464788	STP	STP
Sigma70_r4_2	54	WP_008761748.1	169	5.697396838705334e-14	5	54	114	163	0.925925925925926	STP	STP
HATPase_c	111	WP_008761752.1	625	5.59146567342366e-13	3	108	49	179	0.954954954954955	STP	STP
8.A.11.1.2	108	WP_008761811.1	194	1.21e-21	2	107	91	193	53.1	TC	TC
2.A.6.2.29	416	WP_008761836.1	367	2.0199999999999998e-38	20	378	12	366	96.7	TC	TC
HATPase_c	111	WP_008761913.1	517	3.642507177321943e-17	3	107	413	515	0.945945945945946	STP	STP
S16.UNW	412	WP_008761917.1	512	5.57e-260	1	412	8	419	80.5	PEPTIDASE	Peptidase
S54.UPW	237	WP_008761931.1	300	6.12e-167	1	237	32	268	79.0	PEPTIDASE	Peptidase
8.A.147.1.2	180	WP_008761950.1	188	2.64e-47	3	180	2	178	94.1	TC	TC
8.A.46.3.4	674	WP_008761956.1	666	3.28e-146	12	670	7	662	98.5	TC	TC
1.B.14.6.17	1041	WP_008761957.1	1083	7.45e-97	9	1041	24	1083	97.9	TC	TC
PfkB	302	WP_008761960.1	307	2.2284210542519453e-71	2	300	9	300	0.9900662251655628	STP	STP
Pribosyltran	159	WP_008761972.1	217	4.220889562865837e-09	27	133	70	181	0.6729559748427673	STP	STP
2.A.51.1.6	187	WP_008761975.1	174	1.47e-19	1	185	1	172	98.9	TC	TC
HTH_3	55	WP_008761981.1	191	8.432453198287547e-13	1	53	11	63	0.9636363636363636	TF	TF
FHA	69	WP_008761997.1	191	6.622304593997973e-15	2	69	114	180	0.9855072463768116	STP	STP
Pkinase	264	WP_008761998.1	454	9.226966450258986e-52	1	253	4	252	0.9583333333333334	STP	STP
FHA	69	WP_008761998.1	454	7.592609735773361e-09	1	54	275	332	0.782608695652174	STP	STP
FHA	69	WP_008761999.1	175	3.132457571861391e-13	1	68	4	67	0.9855072463768116	STP	STP
2.A.13.1.3	439	WP_008762009.1	436	1.08e-134	5	432	4	431	98.2	TC	TC
9.B.28.5.3	670	WP_008762019.1	690	2.4500000000000004e-181	5	667	20	687	96.8	TC	TC
S1_97	480	WP_008762033.1	705	1.98e-22	7	179	10	179	24.1	SULFATLAS	Sulfatase
3.A.5.2.2	441	WP_008762047.1	447	3.62e-106	13	441	16	434	93.7	TC	TC
2.A.6.3.14	450	WP_008762063.1	448	1.4800000000000003e-163	1	446	1	448	100.0	TC	TC
2.A.6.3.14	338	WP_008762064.1	338	1.78e-199	1	338	1	338	100.0	TC	TC
2.A.6.3.14	1052	WP_008762065.1	1052	0.0	1	1052	1	1052	100.0	TC	TC
S1_11	527	WP_008762102.1	527	0.0	1	527	1	527	100.0	SULFATLAS	Sulfatase
1.A.23.4.5	415	WP_008762107.1	391	4.32e-75	45	399	55	388	85.4	TC	TC
Sigma70_r2	71	WP_008762155.1	167	4.913968968665521e-13	7	69	15	75	0.8873239436619719	STP	STP
Sigma70_r4_2	54	WP_008762155.1	167	1.8645348301616038e-11	3	54	109	159	0.9629629629629628	STP	STP
0044258	100	WP_008762199.1	95	1.5482010855554806e-12	8	95	4	92	0.88	TF	TF
2.A.88.8.5	261	WP_008762200.1	226	1.75e-14	58	201	32	165	59.3	TC	TC
cNMP_binding	88	WP_008762221.1	187	5.935860655025717e-12	3	88	30	116	0.9772727272727272	STP	STP
9.B.238.3.6	642	WP_008762235.1	869	8.49e-27	378	627	609	860	29.0	TC	TC
3.A.23.1.1	530	WP_008762237.1	449	7.359999999999999e-52	165	418	113	366	56.6	TC	TC
0037176	98	WP_008762237.1	449	3.935744499268106e-17	2	97	355	447	0.979591836734694	TF	TF
Response_reg	112	WP_008762237.1	449	1.319930767563827e-24	1	112	2	116	1.0	STP	STP
AAA	132	WP_008762237.1	449	8.436169875117647e-07	1	111	165	283	0.8409090909090909	STP	STP
HTH_8	42	WP_008762237.1	449	2.762490715407292e-15	1	42	404	445	1.0	STP	STP
4.F.1.3.2	210	WP_008762243.1	222	7.39e-41	18	198	18	211	87.4	TC	TC
1.C.126.1.2	292	WP_008762280.1	450	6.530000000000001e-47	35	277	191	434	54.2	TC	TC
HisKA	64	WP_008762293.1	593	1.1051137281736717e-12	2	63	369	434	0.96875	STP	STP
HATPase_c	111	WP_008762293.1	593	4.40358435698033e-21	4	110	483	592	0.963963963963964	STP	STP
Trans_reg_C	77	WP_008762294.1	229	1.4670836953875632e-23	2	77	154	226	0.987012987012987	TF	TF
Response_reg	112	WP_008762294.1	229	2.4470924785473244e-26	1	111	6	116	0.9910714285714286	STP	STP
Trans_reg_C	77	WP_008762294.1	229	1.4670836953875632e-23	2	77	154	226	0.987012987012987	STP	STP
3.A.23.1.1	530	WP_008762306.1	453	1.53e-48	193	418	153	378	49.9	TC	TC
0037176	98	WP_008762306.1	453	1.4583552983261704e-18	1	95	366	451	0.9693877551020408	TF	TF
Response_reg	112	WP_008762306.1	453	2.9122221546713483e-22	1	111	6	120	0.9910714285714286	STP	STP
AAA	132	WP_008762306.1	453	1.3055666386063238e-05	1	127	177	314	0.9621212121212122	STP	STP
